N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	X1	X2	Class
0.851	579.66	1.55	90	175.3	2.162561941	1.5043	0.394	46	4.988	3.956514026	75.29	486.0	561.29
0.182	749.03	2.58	83	64.0	1.10664432	0.8406	0.999	43	3.748	4.932403405	19.57	396.0	415.57
0.478	518.63	4.80	51	8.0	0.780449353	0.1972	3.085	45	3.894	3.648690422	10.53	464.0	474.53
0.949	7.18	1.72	3	105.5	3.927534603	5.3072	0.218	6	0.656	3.32306823	61.76	394.0	455.76
0.070	333.69	3.62	45	3.9	3.99260215	3.4532	1.382	39	4.171	0.805061868	89.25	367.0	456.25
0.854	767.65	0.91	1	185.6	0.179154635	7.2845	2.559	10	4.517	4.183571244	19.91	359.0	378.91
0.409	445.12	3.96	26	184.8	0.096600552	9.1952	3.041	48	3.006	4.92156864	83.04	381.0	464.04
0.792	129.32	0.28	45	136.3	4.285848631	8.6773	0.311	6	0.387	4.354498631	62.34	123.0	185.34
0.419	88.89	0.04	80	73.1	4.315327418	7.1317	1.810	15	1.184	0.630124706	90.43	143.0	233.43
0.855	225.82	0.21	78	196.8	4.18072326	4.1432	0.996	5	3.447	1.805611393	30.27	67.0	97.27
0.964	713.93	0.71	76	7.1	3.498611161	2.4381	4.958	35	2.163	0.481339802	74.16	477.0	551.16
0.370	681.71	2.41	92	24.1	4.955523194	8.4670	0.666	30	2.288	1.819835059	81.11	125.0	206.11
0.876	562.89	3.28	25	78.0	1.945445457	3.1628	1.843	24	2.186	3.549392884	20.83	152.0	172.83
0.282	395.35	3.39	99	86.8	3.238001588	8.8183	2.319	39	3.762	2.974621184	25.26	423.0	448.26
0.131	0.24	4.59	24	48.0	0.276068579	5.0615	0.589	46	1.069	3.865224714	41.59	420.0	461.59
0.944	275.81	1.64	92	86.4	4.448216649	9.5009	3.503	26	4.757	1.705121028	41.52	114.0	155.52
0.108	778.02	0.34	14	152.3	1.635415788	4.5852	1.563	10	2.906	0.964519479	75.87	286.0	361.87
0.014	82.64	0.64	38	150.5	0.699713266	8.8786	2.343	37	2.046	0.349219592	77.18	139.0	216.18
0.257	214.39	1.43	7	25.1	3.573638177	8.2167	1.162	17	2.125	1.027325545	75.38	376.0	451.38
0.044	712.71	3.84	45	56.0	2.336444541	7.3699	0.033	49	4.461	1.492910624	71.69	219.0	290.69
0.234	372.83	2.33	4	151.9	3.855945591	6.7160	3.832	41	2.028	0.392564787	59.80	0.0	59.80
0.560	315.54	3.20	51	172.6	2.707226598	9.9699	3.960	35	0.008	1.305925187	15.10	20.0	35.10
0.378	311.22	4.31	52	191.8	4.97723744	3.2624	1.532	17	0.493	1.906835375	55.91	408.0	463.91
0.533	103.85	2.79	35	65.7	3.600858409	0.0570	2.143	49	2.693	0.953394171	40.10	360.0	400.10
0.800	525.74	3.86	98	114.0	2.418072556	6.6884	3.513	34	0.206	1.646932678	70.38	278.0	348.38
0.782	315.89	0.82	76	121.4	1.51460285	2.7296	3.187	5	4.835	3.588227966	48.44	55.0	103.44
0.954	140.31	4.63	55	81.4	3.468145334	9.6087	0.602	9	2.058	1.009241311	16.84	169.0	185.84
0.464	324.24	3.57	46	125.7	4.658159957	7.6791	2.078	37	2.191	4.364493076	91.60	183.0	274.60
0.732	43.81	2.43	38	116.3	1.573437932	5.0715	1.129	39	4.062	2.044134066	5.86	387.0	392.86
0.086	200.05	3.93	32	86.4	0.910800478	2.1571	2.820	44	4.303	2.356754111	70.24	50.0	120.24
0.194	752.41	0.71	97	23.7	4.795761284	1.0254	0.818	49	2.911	3.872155699	73.34	131.0	204.34
0.123	166.98	3.23	30	42.6	0.775358051	8.9990	3.664	13	0.218	2.68311713	40.59	107.0	147.59
0.009	355.82	1.19	67	121.4	1.739557228	1.8445	2.317	48	0.004	0.417551765	54.92	3.0	57.92
0.084	62.96	1.43	17	164.5	2.704459374	0.2548	2.745	37	1.721	0.43310217	28.17	461.0	489.17
0.460	86.29	4.24	9	87.5	1.397006949	1.9415	3.047	44	3.057	2.13661099	98.34	238.0	336.34
0.816	67.55	1.12	55	186.7	1.279162131	3.1564	1.494	33	3.185	3.118966408	6.26	138.0	144.26
0.317	247.73	2.66	82	111.6	2.619445512	2.7190	4.255	19	4.564	4.740909776	51.27	496.0	547.27
0.564	714.92	0.54	17	102.5	4.528354054	8.7566	4.090	10	1.787	4.106855587	86.07	299.0	385.07
0.785	345.53	0.40	94	187.4	2.172728241	9.9071	2.028	15	0.277	0.967640522	74.44	309.0	383.44
0.500	27.78	2.42	63	171.5	0.544003367	3.4648	3.764	29	2.932	2.258189257	82.76	38.0	120.76
0.401	186.74	3.98	97	82.0	3.870933444	2.7785	0.052	44	3.506	0.670738741	77.46	53.0	130.46
0.380	702.45	4.14	41	191.3	1.77356992	9.1327	2.947	30	2.980	2.371807618	16.96	177.0	193.96
0.865	47.01	1.12	98	68.9	0.201418794	1.5056	3.552	27	1.472	2.757624545	81.23	189.0	270.23
0.031	276.69	4.94	13	10.4	1.397943795	2.8503	3.131	19	1.785	2.442710325	93.74	439.0	532.74
0.637	174.42	0.04	92	12.2	0.939326263	5.2068	0.711	25	4.420	3.921232428	61.90	294.0	355.90
0.270	749.19	1.62	45	196.8	4.978378522	6.8531	0.023	6	3.174	2.167161725	64.78	402.0	466.78
0.535	158.99	0.66	3	194.1	2.65750704	1.5566	3.630	27	4.167	4.043744515	51.35	405.0	456.35
0.503	292.07	3.82	53	49.3	2.837031912	3.9099	2.144	13	3.242	3.2152024	39.76	472.0	511.76
0.352	569.39	1.28	73	6.7	4.349379983	2.4883	3.721	45	4.714	0.352058861	81.86	233.0	314.86
0.860	296.76	1.44	18	128.3	2.28584145	0.9704	3.668	23	1.933	1.015278711	94.54	231.0	325.54
0.172	462.91	3.58	79	72.4	0.122187089	0.1619	4.138	49	2.205	1.365108724	54.29	24.0	78.29
0.224	579.46	2.67	1	47.5	1.365275219	5.9241	4.143	12	4.658	3.626123699	33.80	413.0	446.80
0.258	774.02	4.36	75	45.6	2.309914207	5.4426	3.922	46	4.730	1.738165267	27.18	472.0	499.18
0.257	505.60	4.74	54	84.9	3.499341941	4.4065	0.536	24	1.127	3.429636302	26.64	289.0	315.64
0.792	9.04	2.56	68	114.1	2.625483951	0.0340	4.388	39	3.306	3.581249924	25.91	197.0	222.91
0.930	47.40	1.45	35	176.9	3.787544	6.4677	2.536	11	1.877	1.413209592	71.32	175.0	246.32
0.206	552.56	3.17	86	163.4	0.394655437	7.6294	4.625	31	4.096	2.08198528	78.03	328.0	406.03
0.887	302.67	4.55	65	99.2	1.059515777	3.6651	0.479	46	1.190	1.910607276	10.26	174.0	184.26
0.120	507.38	2.14	26	184.1	2.541940398	5.4523	3.658	5	2.713	4.855105417	39.40	210.0	249.40
0.490	405.45	1.27	82	177.2	0.826395256	0.2222	4.146	47	2.593	2.031355437	8.36	415.0	423.36
0.217	535.06	3.18	84	77.9	1.063402565	7.5170	4.123	9	3.231	0.317500008	2.43	384.0	386.43
0.625	287.54	4.93	86	192.5	3.072387553	2.7127	0.616	43	3.674	1.382806459	59.12	325.0	384.12
0.626	498.76	2.84	76	72.6	1.558960695	8.3230	2.566	36	2.635	2.995138185	47.56	150.0	197.56
0.463	158.04	2.45	11	146.3	1.760634169	0.8811	1.341	45	4.172	1.738135405	58.67	49.0	107.67
0.096	548.59	0.41	15	2.4	1.11584181	4.7022	3.071	35	2.244	1.342757556	90.54	43.0	133.54
0.836	74.84	2.18	84	61.4	0.034405975	2.5178	4.587	18	4.122	3.456634945	72.58	286.0	358.58
0.160	42.77	4.65	76	61.0	4.268649086	3.4539	4.161	27	0.015	3.02906212	90.44	13.0	103.44
0.059	496.08	2.47	15	162.8	1.401460375	6.7297	4.357	37	1.127	4.99705579	67.61	126.0	193.61
0.511	54.25	1.96	36	140.4	3.421027582	0.9200	1.856	12	3.001	4.633870916	43.43	468.0	511.43
0.588	11.12	2.83	52	121.2	2.630442371	1.6191	1.221	38	4.787	1.545803457	2.25	411.0	413.25
0.633	653.26	4.11	65	37.0	4.702022498	9.1784	2.592	47	1.379	4.99014244	99.95	266.0	365.95
0.158	38.80	2.04	39	14.2	4.476950367	7.7469	3.806	37	3.299	1.547677634	5.27	292.0	297.27
0.872	110.92	2.57	52	166.1	1.631365363	0.4479	2.205	11	3.841	2.008121558	72.00	353.0	425.00
0.711	216.40	2.25	22	139.7	2.179278299	2.8956	2.272	48	4.725	3.824833781	0.43	394.0	394.43
0.779	788.37	4.76	72	58.6	4.832572923	6.9218	0.420	36	1.009	3.351311124	95.23	258.0	353.23
0.746	621.72	2.37	15	151.3	2.592374085	1.8066	2.623	12	4.398	1.954362092	24.38	357.0	381.38
0.030	329.91	3.27	92	67.7	4.365062537	5.4494	1.501	35	1.897	0.549231107	99.83	120.0	219.83
0.817	757.08	4.69	51	27.2	1.176692175	4.8592	2.647	33	2.089	4.6637299	4.22	61.0	65.22
0.816	195.47	4.04	97	135.8	4.966845696	6.1906	0.842	30	3.537	4.985402695	79.76	468.0	547.76
0.520	136.54	0.09	45	4.6	0.048342209	3.3044	0.563	35	3.165	0.967972492	63.32	308.0	371.32
0.021	461.03	0.87	38	136.8	3.849967091	6.7235	2.671	42	3.563	3.546438359	99.81	270.0	369.81
0.196	345.04	2.05	94	91.0	1.887202822	2.8877	2.189	18	4.510	3.450921176	3.97	19.0	22.97
0.242	129.98	4.04	43	95.0	0.356549244	3.3039	2.807	36	3.238	4.808335193	91.75	300.0	391.75
0.902	297.49	3.31	67	93.2	1.545634333	7.0213	2.776	45	4.019	2.658503455	57.89	51.0	108.89
0.409	728.87	4.00	44	15.8	2.103153703	1.2172	2.818	30	0.426	2.180081349	84.65	474.0	558.65
0.810	731.10	2.43	91	92.6	1.537060299	8.9432	1.159	37	3.022	0.861410747	85.47	372.0	457.47
0.585	463.26	4.64	59	64.3	3.718499286	5.1528	1.008	37	3.118	0.811510096	35.25	469.0	504.25
0.590	36.84	0.19	9	194.5	1.787526019	2.7330	0.100	26	1.482	2.390318827	22.37	110.0	132.37
0.691	632.44	1.03	68	138.7	4.071956205	5.2689	0.063	50	0.075	3.158493684	49.46	334.0	383.46
0.067	16.93	2.16	25	56.7	1.124442396	4.1035	1.871	32	1.586	3.17316462	35.19	182.0	217.19
0.620	378.29	3.65	83	190.6	3.623720636	2.0411	1.540	26	0.675	2.022913358	54.67	174.0	228.67
0.974	673.49	1.75	31	105.9	1.731649253	5.8161	3.994	29	1.531	0.189747847	24.75	185.0	209.75
0.232	284.87	2.25	74	24.9	2.057984622	0.8972	3.964	38	2.439	1.21165433	4.90	153.0	157.90
0.759	227.01	3.22	82	45.6	4.74678509	6.8158	4.569	18	0.467	1.695504311	65.07	316.0	381.07
0.661	150.44	0.84	91	88.6	0.315778113	6.3302	0.443	16	3.405	0.938036098	9.76	488.0	497.76
0.066	201.46	3.36	96	31.6	4.933173792	0.1492	0.776	28	4.590	4.170010651	97.71	163.0	260.71
0.933	165.00	3.80	100	126.9	0.324461295	7.9738	1.465	5	3.083	4.097379275	98.98	35.0	133.98
0.605	549.83	0.31	44	53.8	2.687897957	1.7469	4.396	40	1.452	2.914452351	96.46	491.0	587.46
0.811	322.43	2.84	28	12.1	0.296602786	2.7222	2.325	36	0.229	2.15313136	47.94	188.0	235.94
0.168	636.69	4.66	62	91.2	1.04451299	8.3588	2.565	7	2.278	1.868033273	78.77	238.0	316.77
0.394	164.49	1.34	70	92.8	1.389125465	5.8684	4.525	27	2.402	3.820014205	99.18	35.0	134.18
0.463	163.02	4.01	9	25.5	4.029283922	7.6193	0.897	47	1.994	4.80298922	84.21	320.0	404.21
0.344	278.96	4.13	95	24.6	4.773335306	5.5129	2.223	40	1.186	4.422997234	47.10	69.0	116.10
0.103	773.14	2.47	15	0.4	0.000929119	1.2376	2.966	34	1.445	0.011193364	88.19	37.0	125.19
0.702	28.39	1.70	99	104.0	4.971950156	3.8084	0.402	10	1.675	3.342350743	41.48	315.0	356.48
0.165	158.66	1.98	31	78.5	4.972249536	2.7560	2.471	27	0.277	0.812305418	99.86	322.0	421.86
0.638	715.06	3.31	77	60.1	3.543686648	0.2840	0.727	45	0.530	0.743915644	68.41	467.0	535.41
0.944	307.72	3.94	22	0.5	2.816091509	7.2041	0.172	40	2.460	3.638044336	86.27	202.0	288.27
0.891	402.35	2.77	14	196.8	2.316778337	1.7302	3.208	33	4.008	3.143504192	88.50	349.0	437.50
0.430	741.20	4.05	2	8.8	0.467650456	6.4701	3.850	12	3.369	4.044069396	53.83	368.0	421.83
0.873	49.33	3.52	13	57.2	0.607680663	9.9507	0.551	45	3.646	4.168562131	1.91	24.0	25.91
0.724	47.27	0.19	31	0.2	4.396499026	6.9162	3.896	46	2.208	4.075079546	90.96	195.0	285.96
0.599	736.63	0.22	51	119.8	4.883466625	6.7680	3.156	49	2.140	0.190785078	82.67	177.0	259.67
0.693	554.47	0.69	23	156.5	4.901621226	4.5760	0.108	6	1.067	1.962505764	41.55	37.0	78.55
0.208	219.97	1.24	2	194.2	2.536890542	7.1984	4.911	6	2.580	2.960170128	35.18	194.0	229.18
0.350	214.74	0.54	22	65.9	0.061217232	9.8938	1.171	41	4.680	4.61180213	47.51	374.0	421.51
0.677	424.86	1.07	95	104.3	0.221403164	2.3754	0.693	35	4.378	2.315611771	2.73	112.0	114.73
0.968	39.50	1.01	92	127.3	0.029444532	0.4328	4.833	35	2.344	2.876686833	0.66	443.0	443.66
0.406	680.22	2.85	34	96.6	0.589398912	6.6129	0.791	22	2.799	3.308601893	92.47	193.0	285.47
0.694	708.13	0.67	24	161.1	3.182992002	7.5108	3.397	40	1.406	3.441547311	96.15	22.0	118.15
0.594	702.54	3.96	35	79.4	2.987559305	6.6395	4.036	39	1.741	2.44496583	45.52	252.0	297.52
0.396	600.99	3.14	65	172.4	2.753893801	6.2161	2.569	31	2.986	1.699686386	20.39	475.0	495.39
0.593	776.04	3.23	77	194.9	4.892714459	0.4325	2.375	50	3.581	1.563058603	51.13	31.0	82.13
0.852	283.92	1.47	60	107.2	1.747398869	0.9105	0.505	35	2.828	0.271452293	2.37	355.0	357.37
0.228	53.48	3.51	64	90.6	0.809100526	4.5199	2.750	43	1.394	1.4285403	33.18	182.0	215.18
0.225	501.13	4.60	80	118.2	2.955901049	0.0583	0.589	12	1.778	1.221124042	75.22	379.0	454.22
0.280	139.17	4.08	53	40.1	2.384275717	3.7471	4.559	35	3.387	0.084052181	93.03	240.0	333.03
0.182	185.78	2.08	96	22.7	1.42075181	0.3608	2.363	11	0.250	4.656611735	98.67	117.0	215.67
0.124	132.95	0.54	14	143.0	1.647378887	0.0067	1.834	6	0.942	4.55150858	65.19	233.0	298.19
0.815	313.03	0.91	77	138.0	1.515391343	2.2550	3.734	32	1.825	3.912937634	98.51	473.0	571.51
0.976	753.42	1.43	18	52.1	2.068907857	8.2612	4.964	32	2.338	0.866834568	89.32	329.0	418.32
0.619	392.47	2.81	25	189.9	4.559393866	4.7290	4.946	24	3.334	0.592335713	46.85	162.0	208.85
0.546	311.22	0.79	56	192.7	0.442828501	4.2891	3.359	43	1.722	1.182600573	10.81	404.0	414.81
0.759	133.97	0.68	71	163.3	2.263886983	8.8862	4.243	35	3.807	4.523898933	92.19	306.0	398.19
0.294	335.89	3.17	48	191.8	3.441294353	4.7593	3.204	22	3.255	0.603968708	64.73	4.0	68.73
0.931	752.60	1.55	29	171.6	1.383090208	5.5391	0.516	23	0.780	1.263081217	43.19	27.0	70.19
0.904	383.06	0.98	56	103.7	0.241391547	1.5591	4.044	26	2.613	3.806439317	21.77	43.0	64.77
0.074	381.33	0.23	55	137.3	0.204033712	9.3678	2.067	43	1.961	2.68312589	0.17	322.0	322.17
0.307	279.62	3.36	55	100.8	4.674630943	2.3679	3.306	27	4.736	3.259271982	54.64	372.0	426.64
0.014	555.55	2.75	31	178.3	4.685470123	5.7269	3.683	11	2.427	4.408467787	41.37	384.0	425.37
0.033	240.34	0.16	82	78.5	4.079965691	9.0864	0.424	32	1.721	1.957950808	8.43	434.0	442.43
0.885	103.85	3.48	97	183.9	0.121134444	3.4468	1.596	30	3.505	2.359466194	79.05	120.0	199.05
0.454	242.01	1.76	70	57.9	2.219554662	2.8036	0.635	44	2.595	1.12162458	32.66	136.0	168.66
0.172	774.13	1.87	17	142.9	1.305734136	0.4142	3.326	14	1.385	1.568871085	6.85	352.0	358.85
0.145	167.94	3.07	93	108.2	3.223572774	4.0350	1.009	19	2.088	2.452656945	19.51	279.0	298.51
0.019	364.40	1.00	46	194.4	0.218233408	2.0606	0.651	50	4.276	4.008118487	85.49	157.0	242.49
0.208	33.92	3.43	33	4.5	3.947460528	2.0805	1.341	24	4.097	4.169515107	50.88	88.0	138.88
0.734	293.63	2.10	99	14.6	2.921772377	7.7112	4.006	25	2.331	1.967204675	15.53	405.0	420.53
0.288	713.69	1.86	97	58.9	2.736690176	0.7313	3.667	28	3.615	2.44633315	80.85	362.0	442.85
0.134	37.77	4.45	1	3.9	3.689890592	8.3149	0.137	30	3.609	3.310419812	87.30	165.0	252.30
0.580	352.64	4.01	92	87.9	1.082038412	7.8745	4.514	32	0.917	0.294766	55.40	325.0	380.40
0.512	70.82	2.18	6	43.7	3.100971801	4.0493	3.119	19	3.621	2.172974791	16.10	184.0	200.10
0.504	150.09	4.22	74	147.5	1.282100711	9.3651	3.474	31	0.395	4.020263625	41.79	395.0	436.79
0.678	526.62	3.59	67	125.2	3.528727302	6.3280	3.547	13	1.222	0.539206377	36.04	429.0	465.04
0.753	589.62	0.06	39	32.2	1.769349231	6.9350	3.289	32	1.052	2.148644812	68.14	9.0	77.14
0.386	360.98	1.42	6	187.6	2.389376203	5.3719	3.856	50	2.580	2.4059692	95.95	394.0	489.95
0.882	31.98	3.02	81	186.9	1.253523063	5.7620	1.270	22	0.710	0.232459649	55.67	180.0	235.67
0.788	410.96	1.30	14	159.0	2.454343432	9.4517	1.794	6	1.986	1.927939322	59.80	379.0	438.80
0.693	343.62	3.21	17	42.7	0.05734886	2.0047	3.827	36	1.212	4.60336168	77.91	283.0	360.91
0.343	642.98	2.84	14	179.5	4.76102081	5.1296	0.286	11	0.571	1.598869465	19.93	461.0	480.93
0.223	445.55	3.17	46	130.9	3.837018467	8.6451	0.352	26	3.467	0.594325504	62.72	298.0	360.72
0.070	777.05	2.37	12	157.6	4.78219317	8.9464	3.375	16	1.141	3.074227472	86.43	343.0	429.43
0.211	682.48	1.06	86	39.4	3.809026075	9.9565	4.152	5	4.806	0.010408819	62.87	364.0	426.87
0.227	678.30	0.07	13	62.3	1.020212849	7.3199	0.926	36	3.904	4.593348261	3.59	132.0	135.59
0.065	419.72	1.88	28	13.3	4.954412954	5.8832	2.808	39	4.681	2.103004936	95.39	10.0	105.39
0.989	311.47	0.38	77	192.2	1.991355706	5.3569	2.683	28	1.311	4.983117607	44.92	180.0	224.92
0.340	581.97	1.19	78	66.7	3.647794472	0.1036	0.607	5	4.000	3.307185547	22.22	215.0	237.22
0.480	455.68	0.81	48	103.6	4.749410476	5.8164	0.903	50	2.377	1.206738998	52.16	158.0	210.16
0.395	262.16	0.09	30	168.3	4.419183574	5.4588	2.206	22	1.056	0.182847422	70.10	236.0	306.10
0.012	401.12	3.65	45	43.5	0.674940735	5.5312	0.188	45	0.318	4.476795465	92.03	308.0	400.03
0.992	737.17	1.27	43	165.3	4.042655534	8.0787	1.998	21	2.854	2.901932521	89.33	402.0	491.33
0.888	389.16	2.37	38	84.3	4.69568269	4.2021	0.564	16	2.036	2.538895062	82.37	119.0	201.37
0.943	192.02	4.70	24	22.0	2.596402943	5.1452	3.549	30	1.876	4.825186892	52.22	106.0	158.22
0.840	437.82	3.37	94	20.6	0.167963635	0.3091	1.876	29	1.052	3.01018838	28.03	334.0	362.03
0.650	753.03	4.18	3	73.0	4.793467281	4.8446	3.652	28	2.701	0.591736921	57.33	314.0	371.33
0.292	304.40	1.41	42	148.6	3.955742218	3.3936	3.422	44	3.011	4.395698271	4.56	447.0	451.56
0.177	37.37	2.49	38	157.9	2.664525375	1.1726	1.767	50	2.568	0.330521664	22.16	241.0	263.16
0.472	639.55	4.07	63	151.2	3.250503704	4.3728	4.003	26	2.455	1.700096927	13.23	464.0	477.23
0.655	106.82	0.30	56	14.7	2.820812465	1.3331	2.399	49	1.167	3.674425048	41.67	327.0	368.67
0.917	431.67	0.64	70	72.7	2.187923394	5.7761	4.204	44	2.231	4.492195752	30.38	303.0	333.38
0.411	29.46	4.57	38	157.1	4.301311401	8.9154	2.432	20	2.106	3.090800714	26.61	80.0	106.61
0.914	488.44	3.09	93	36.9	3.702340909	5.7599	1.591	6	3.095	1.917028939	77.61	46.0	123.61
0.582	16.38	4.60	64	30.9	2.918245393	3.8363	2.483	15	3.166	3.060883452	85.11	39.0	124.11
0.460	380.06	1.22	42	50.2	4.88886086	0.6764	4.298	18	0.015	2.683348106	65.30	223.0	288.30
0.779	107.61	0.82	54	88.0	1.801954206	9.2556	1.776	47	4.117	3.780431869	37.74	52.0	89.74
0.109	381.08	4.00	2	138.8	2.648585737	5.6357	2.459	8	0.765	3.48067191	53.44	153.0	206.44
0.756	403.79	3.69	63	98.5	1.033307555	3.5053	2.646	29	2.617	1.665518048	29.18	312.0	341.18
0.714	121.97	3.14	9	139.7	4.390905159	7.1693	4.909	36	3.079	2.549313655	36.70	177.0	213.70
0.541	344.67	0.62	93	146.0	4.271302317	2.9020	0.410	29	1.609	3.708472522	41.92	110.0	151.92
0.547	112.31	1.51	20	92.8	3.954973433	9.3898	1.758	31	0.057	2.417143892	82.78	495.0	577.78
0.518	763.08	2.97	97	34.8	2.952664424	1.5002	0.218	39	2.651	4.388586133	30.70	283.0	313.70
0.041	508.49	2.42	71	164.1	2.681610075	8.2407	2.568	45	3.794	4.757152145	80.01	227.0	307.01
0.398	794.62	2.96	76	0.6	2.794717913	4.3641	2.986	29	3.959	4.96023571	38.04	486.0	524.04
0.449	0.11	4.53	92	166.3	3.065981061	3.0331	2.340	5	1.838	2.795323713	36.03	168.0	204.03
0.938	789.49	2.80	4	163.6	0.753500752	9.7047	2.608	36	0.098	4.451415905	54.89	9.0	63.89
0.532	416.80	2.71	60	129.7	3.17572762	3.1853	3.937	47	1.683	3.078871331	82.75	445.0	527.75
0.481	224.79	4.49	99	93.7	0.498544344	0.1603	1.496	40	2.405	1.467348532	65.84	31.0	96.84
0.834	381.70	0.74	59	74.3	2.843772253	6.5739	4.165	36	4.632	2.569253097	39.14	418.0	457.14
0.596	170.83	2.57	51	96.1	2.521751823	0.6700	3.633	10	1.302	4.002821947	38.54	130.0	168.54
0.327	724.24	3.80	44	136.9	3.52399934	3.6179	0.037	33	1.655	3.875885475	50.84	239.0	289.84
0.658	44.02	0.49	72	139.3	2.630285447	4.1408	3.143	27	2.427	1.353205883	60.28	53.0	113.28
0.345	314.22	1.63	93	140.2	3.271536545	8.3185	2.527	26	4.194	4.214563814	35.32	42.0	77.32
0.151	794.58	2.50	12	17.6	3.441774747	9.6612	2.982	7	1.475	2.827830921	46.32	292.0	338.32
0.991	131.04	3.74	39	117.5	0.75695704	9.3369	4.328	33	0.513	2.348743197	16.89	118.0	134.89
0.162	571.44	1.73	32	89.5	4.669370689	4.7569	0.217	33	2.406	2.205951719	25.21	392.0	417.21
0.036	121.16	4.01	32	190.0	1.031515654	6.7854	3.238	21	2.648	3.056478859	49.98	66.0	115.98
0.351	744.80	2.03	42	134.0	1.328775607	1.0349	0.505	32	4.093	4.219271642	20.29	317.0	337.29
0.686	573.94	0.54	61	12.8	4.709859412	1.9448	2.463	38	2.929	3.358482641	94.40	327.0	421.40
0.796	219.24	1.80	29	116.8	4.922836705	0.9827	3.413	39	3.222	1.295215708	2.19	182.0	184.19
0.665	422.92	1.37	40	71.7	0.434545025	0.9160	2.222	41	0.969	3.034320949	67.57	146.0	213.57
0.146	310.75	1.54	83	5.4	4.776715338	6.2906	3.529	44	1.212	1.354645693	34.67	238.0	272.67
0.834	708.31	2.95	46	185.2	4.177053926	7.2444	3.882	18	1.124	2.138351952	96.44	426.0	522.44
0.722	746.50	4.28	76	47.3	2.503829694	2.3959	3.502	24	0.283	2.713423967	28.26	428.0	456.26
0.015	414.81	4.13	7	187.6	0.216026374	3.1217	2.397	5	0.278	1.031304153	96.77	482.0	578.77
0.766	462.11	4.35	73	186.7	3.8328136	3.3242	4.847	12	4.133	1.528127211	5.28	401.0	406.28
0.531	416.04	1.30	45	98.0	3.135872158	6.9927	4.616	8	2.429	0.116248412	85.77	62.0	147.77
0.697	147.18	4.37	25	160.5	2.906940423	0.0032	4.346	35	3.087	1.634721981	0.46	106.0	106.46
0.177	141.25	0.50	16	100.1	4.645226992	7.6036	1.552	20	3.587	3.024394993	42.98	215.0	257.98
0.442	573.63	2.00	81	31.6	4.994225678	9.4189	4.364	24	1.204	2.493434601	76.56	4.0	80.56
0.698	437.64	0.96	87	174.1	2.992367636	8.5721	3.876	35	0.305	0.107058785	58.82	1.0	59.82
0.963	105.39	3.72	28	109.2	2.818961817	3.3102	3.416	17	3.767	2.676506841	72.62	121.0	193.62
0.819	179.61	4.16	23	66.0	1.374536517	3.3602	1.291	39	3.807	2.965206385	35.68	387.0	422.68
0.026	454.59	4.07	87	139.7	3.732498314	2.9751	0.096	32	4.035	3.162307536	35.15	31.0	66.15
0.687	164.21	1.05	11	36.4	2.899764209	7.9820	4.093	37	4.568	2.884189136	0.52	108.0	108.52
0.765	207.54	4.88	18	174.4	1.454473706	1.8291	3.046	36	2.434	4.974029984	86.43	424.0	510.43
0.065	326.57	1.24	39	67.4	0.714851575	6.0290	4.838	27	3.165	3.517149463	21.57	481.0	502.57
0.598	532.25	4.48	83	176.3	0.130996976	7.3214	3.191	37	0.636	2.503306949	26.36	310.0	336.36
0.188	393.55	3.33	7	75.3	1.418459413	5.9605	2.403	19	3.440	3.707009395	44.59	90.0	134.59
0.394	672.86	2.60	64	108.7	0.951207821	6.6096	1.149	25	3.825	4.764460431	3.75	235.0	238.75
0.735	524.47	3.62	64	110.6	2.918333699	3.4049	1.648	25	0.979	0.486475952	28.45	433.0	461.45
0.231	21.82	0.25	70	86.9	0.151858002	3.5100	1.976	40	1.723	4.183523957	66.55	94.0	160.55
0.563	640.55	0.39	67	141.1	3.37841722	9.9195	1.804	35	0.432	1.212171934	79.32	419.0	498.32
0.959	247.78	0.92	27	61.2	3.09780816	6.8163	1.380	17	4.699	0.979117928	7.28	49.0	56.28
0.023	679.20	4.72	74	143.2	2.787193754	3.7606	3.325	14	2.107	4.878629681	20.67	57.0	77.67
0.631	624.16	0.65	44	17.3	4.343913624	4.0702	2.157	29	4.023	1.088327767	3.15	453.0	456.15
0.110	59.67	2.39	49	50.9	4.202533458	2.1427	4.679	28	4.236	2.238891584	92.20	30.0	122.20
0.291	599.83	3.04	8	132.1	3.560121418	2.1706	4.302	41	0.625	3.444588505	3.38	202.0	205.38
0.511	702.44	2.99	46	127.5	1.596556816	4.7437	1.213	30	0.567	2.77229773	42.69	2.0	44.69
0.635	737.09	3.50	82	101.8	1.594236032	1.3935	3.610	14	3.489	3.566849546	6.83	23.0	29.83
0.923	402.21	1.38	35	39.6	0.903522619	9.3548	0.474	40	1.569	0.744377415	50.33	34.0	84.33
0.402	307.95	0.27	69	147.5	1.937983427	1.2157	4.242	14	4.601	2.334545959	72.52	317.0	389.52
0.742	12.24	3.46	54	2.3	1.692120463	7.4053	4.947	22	1.437	0.984175514	75.59	2.0	77.59
0.535	784.09	4.00	28	173.9	1.998875348	3.0218	2.455	28	2.006	1.475281312	40.76	153.0	193.76
0.158	565.48	1.50	90	24.6	2.472199691	8.2257	3.676	37	1.273	1.774089974	42.23	484.0	526.23
