N0	N1	N2	N3	N4	X	N5	N6	N7	N8	N9	N10	N11	Class
0.090	261.80	0.07	86	66.1	378.6556412	6.1622	0.536	11	0.958	2.758510594	2.15	44.0	757.3112823
0.544	594.32	4.40	40	91.9	303.1510442	8.1752	4.899	17	1.874	4.115494109	4.43	81.0	606.3020884
0.663	453.25	3.89	37	158.8	308.3724594	5.0514	1.458	8	3.208	4.450545268	1.05	35.0	616.7449188
0.711	425.42	4.53	37	176.1	440.8196103	9.1204	4.872	20	2.442	0.07532737	3.96	104.0	881.6392205
0.725	711.74	2.35	10	145.2	4.245729585	8.8539	2.897	29	2.674	2.02218688	2.07	57.0	8.491459169
0.851	796.39	3.28	23	62.9	162.6466916	4.1441	2.519	18	4.701	2.028408063	4.21	149.0	325.2933831
0.913	278.58	0.92	49	115.7	31.46340214	3.1325	1.448	50	1.634	2.083125464	0.55	8.0	62.92680428
0.499	671.21	2.07	45	20.7	55.92054992	3.8190	4.380	49	2.704	0.027955749	1.80	9.0	111.8410998
0.677	606.36	2.49	53	124.1	480.7136474	1.8105	2.479	47	2.068	4.856141913	3.92	135.0	961.4272948
0.276	516.50	2.84	97	140.8	4.341639565	9.0215	3.334	24	3.488	2.407527737	0.04	198.0	8.683279131
0.984	501.31	2.81	96	4.1	51.19058097	6.3019	1.804	19	0.510	0.033723039	0.75	87.0	102.3811619
0.417	673.61	1.96	69	177.8	464.0506742	8.6934	3.015	28	3.767	1.51453777	3.79	134.0	928.1013483
0.668	726.18	0.26	7	81.5	424.2891678	2.6508	1.941	33	3.730	0.549118748	1.84	43.0	848.5783356
0.976	789.25	4.59	41	119.9	395.5009736	9.3536	4.653	38	0.908	3.357824888	4.80	127.0	791.0019473
0.939	522.64	4.22	66	167.8	37.12103028	5.4261	1.008	12	2.816	0.723315951	3.38	89.0	74.24206056
0.879	655.10	4.87	36	136.1	249.3165075	7.5795	1.218	9	3.274	2.514862991	4.15	192.0	498.6330151
0.247	776.75	4.59	58	29.8	191.6997685	2.5586	3.109	14	4.735	1.841948423	0.09	75.0	383.399537
0.073	492.26	3.77	15	111.1	13.46246747	0.1334	3.568	11	2.776	3.959167115	2.04	18.0	26.92493494
0.927	399.41	2.28	4	17.2	237.250954	8.1766	2.606	6	1.713	3.800303735	0.86	125.0	474.5019081
0.027	533.67	2.88	70	69.0	109.3663638	5.2212	0.622	16	1.325	2.520327313	1.73	37.0	218.7327275
0.196	246.78	2.81	89	10.1	212.0926807	7.3521	4.628	49	1.144	3.655896626	2.46	159.0	424.1853615
0.890	458.69	1.04	97	68.5	411.5769227	0.9981	1.115	35	1.052	0.780517277	4.50	10.0	823.1538454
0.973	156.52	4.29	76	166.1	89.70244585	2.4976	1.101	49	0.193	4.929298118	1.09	190.0	179.4048917
0.448	713.11	0.70	34	106.0	380.4542602	5.5777	0.422	44	0.904	0.945368488	2.42	7.0	760.9085204
0.318	739.10	0.94	10	22.7	243.582189	1.2114	1.158	47	3.347	4.528559243	4.77	171.0	487.164378
0.980	734.61	1.39	51	41.8	35.3397685	6.2863	3.333	12	3.746	3.662193658	1.40	170.0	70.67953701
0.377	370.56	3.85	37	50.2	119.4324492	6.9336	1.429	50	0.819	1.498908335	3.49	17.0	238.8648984
0.938	615.37	3.89	62	106.6	394.6834598	0.2263	0.813	47	0.960	1.575924968	0.55	103.0	789.3669196
0.014	126.15	1.01	65	163.7	30.72219861	7.9453	0.349	19	4.119	1.815826961	4.91	23.0	61.44439722
0.421	454.55	0.18	96	120.9	460.6372898	6.4647	1.773	6	3.270	1.060105324	4.24	179.0	921.2745795
0.080	197.56	0.81	79	128.8	480.1129404	1.4250	4.685	10	1.130	2.448159467	1.82	146.0	960.2258808
0.981	716.16	1.92	42	33.4	22.89133408	0.1553	1.554	38	0.695	4.975607853	0.48	59.0	45.78266816
0.226	219.35	4.76	91	199.3	15.38132415	7.7293	4.899	19	3.241	4.08695705	5.00	139.0	30.76264829
0.671	288.46	0.15	98	59.8	192.7877817	3.8960	1.213	31	3.727	0.505897211	2.54	2.0	385.5755634
0.434	232.76	3.09	5	173.9	90.53074849	0.2888	3.215	43	3.414	0.310693806	0.55	184.0	181.061497
0.026	698.73	1.81	36	103.9	130.5539992	3.4797	1.242	9	0.288	1.788683003	3.96	171.0	261.1079984
0.961	46.75	1.83	73	111.1	176.2578083	5.5079	1.769	20	0.295	4.422430093	0.01	67.0	352.5156165
0.722	484.18	4.95	59	3.2	69.27990113	0.0633	4.627	18	4.486	0.568033846	2.80	37.0	138.5598023
0.680	285.23	4.68	34	197.6	383.6751937	4.0455	1.935	49	0.773	2.459433603	2.15	108.0	767.3503875
0.214	17.94	0.29	81	67.5	28.00504798	7.5462	0.312	50	2.677	2.437836058	1.07	108.0	56.01009596
0.571	154.49	4.42	29	166.8	152.6738917	7.1055	3.037	47	3.306	0.911692717	1.32	49.0	305.3477834
0.698	7.09	1.20	95	42.8	62.17521463	4.9693	1.029	30	1.017	0.033825184	3.83	82.0	124.3504293
0.731	298.82	4.78	71	95.5	311.6651201	9.5007	2.215	39	1.294	4.576979669	4.30	136.0	623.3302402
0.853	328.01	4.78	8	178.6	36.89811415	3.1690	2.767	27	4.404	1.502595107	3.16	179.0	73.79622829
0.908	410.61	2.06	98	136.2	375.3017502	5.2600	2.726	26	2.841	1.012792106	1.42	131.0	750.6035004
0.120	302.70	0.92	33	138.6	3.621489774	7.4071	1.313	31	1.208	3.166847418	0.81	41.0	7.242979549
0.331	19.60	1.15	37	7.0	276.6699983	8.7912	0.801	44	0.513	0.059313153	1.75	100.0	553.3399966
0.528	135.52	2.41	5	15.9	287.6756113	5.7804	1.840	16	2.129	2.56626157	4.72	33.0	575.3512226
0.553	168.66	2.84	10	127.8	441.3083235	9.7476	1.598	33	4.101	0.086604167	2.81	56.0	882.616647
0.666	505.93	2.67	8	146.9	135.2151125	0.1604	2.787	25	2.144	0.410393177	4.39	182.0	270.4302251
0.939	528.66	0.03	17	108.9	211.6737434	6.2385	1.724	10	2.680	1.504641682	4.26	0.0	423.3474868
0.852	233.91	3.33	65	127.9	306.7225679	7.4169	0.911	9	4.763	2.686945789	2.16	155.0	613.4451357
0.886	18.35	4.40	37	58.2	423.738698	1.8100	4.263	15	4.559	2.943865993	2.81	19.0	847.477396
0.685	247.59	0.48	6	179.8	50.00575315	0.0631	0.954	48	0.532	4.141599169	0.39	77.0	100.0115063
0.772	552.99	1.99	37	182.8	21.95081371	6.8976	0.535	47	0.160	3.259740759	3.11	41.0	43.90162743
0.551	52.47	4.13	19	85.7	272.7277416	5.6312	2.510	48	1.124	0.365720805	1.66	193.0	545.4554832
0.309	237.75	0.49	33	175.0	176.7100577	1.2653	0.177	28	1.781	1.558442256	4.60	155.0	353.4201153
0.328	603.07	0.14	74	12.9	156.5258631	0.2394	2.463	31	0.680	2.29563391	1.74	67.0	313.0517262
0.550	139.09	1.45	26	134.1	392.126776	0.1694	0.792	11	2.942	4.610140879	1.07	36.0	784.2535519
0.513	557.61	1.17	32	35.7	465.5028154	4.0622	0.728	40	2.988	1.323408631	1.87	175.0	931.0056308
0.233	603.95	2.13	27	147.4	482.7999884	8.2476	3.972	13	0.778	0.925064531	0.44	120.0	965.5999768
0.232	513.69	0.78	66	88.1	12.77434042	6.1081	0.824	22	0.034	2.412048047	4.11	116.0	25.54868084
0.976	424.24	1.18	13	107.2	53.20554018	3.5538	1.157	23	2.388	4.467269625	3.04	96.0	106.4110804
0.550	411.71	0.10	16	62.9	434.8399308	2.0716	2.451	28	2.535	0.086901605	1.67	196.0	869.6798616
0.482	753.80	2.80	24	131.2	102.8653527	3.8737	2.191	38	1.454	0.341994979	2.72	65.0	205.7307055
0.504	536.72	0.81	6	61.6	31.52861505	3.4786	2.888	13	3.871	3.565662665	0.89	93.0	63.05723009
0.503	431.47	4.72	5	1.0	16.87186528	3.8544	3.331	13	3.785	0.511676185	0.87	156.0	33.74373055
0.065	679.97	0.97	26	134.2	360.2496396	2.0680	4.074	7	3.089	4.446276313	3.75	9.0	720.4992791
0.439	8.84	4.84	37	162.8	31.71460426	8.1280	2.216	19	2.075	1.555815096	3.06	179.0	63.42920852
0.694	444.82	1.76	13	161.8	298.5584373	6.9667	3.532	7	2.294	1.715843877	4.72	6.0	597.1168747
0.120	309.62	1.80	87	78.2	164.4474861	9.7463	3.135	6	1.928	3.320687104	2.06	51.0	328.8949721
0.755	319.84	4.37	10	174.2	281.8271981	6.8394	1.596	10	3.039	0.589689911	1.76	106.0	563.6543963
0.927	392.76	2.37	12	59.0	39.43464788	5.3531	0.528	33	0.082	3.421108604	2.97	25.0	78.86929576
0.956	671.65	0.88	54	11.9	468.2192539	5.3789	3.493	34	3.732	2.013505762	2.07	92.0	936.4385079
0.119	169.12	2.27	88	128.6	281.7313794	4.1792	0.684	40	0.936	0.765497645	2.27	186.0	563.4627587
0.706	688.56	1.12	96	122.0	160.5036277	7.2414	2.489	22	1.072	0.872660838	0.29	17.0	321.0072553
0.397	25.16	4.72	61	101.3	333.7495677	2.9737	1.357	39	0.489	0.851176311	3.29	101.0	667.4991354
0.299	362.24	1.25	1	104.2	233.8749612	8.9668	0.538	12	1.567	2.044301946	3.09	55.0	467.7499223
0.044	85.69	0.06	68	165.7	33.54484498	4.1696	2.003	33	3.403	0.162575923	4.86	171.0	67.08968995
0.735	625.30	0.83	29	187.5	284.9183877	8.0464	0.717	9	2.916	4.07723881	4.54	179.0	569.8367753
0.615	715.28	1.77	32	73.6	15.05211586	7.4933	4.903	47	1.303	1.062635052	2.15	110.0	30.10423172
0.884	329.32	0.58	64	47.8	327.1744128	5.2604	1.133	18	3.673	3.980971964	2.64	177.0	654.3488256
0.817	568.04	0.76	65	161.3	313.1867291	5.1903	0.544	37	4.638	1.250928682	1.46	121.0	626.3734582
0.956	616.63	4.05	58	116.2	46.52078889	7.1072	2.449	43	4.298	4.834609968	3.63	162.0	93.04157778
0.436	564.63	0.53	21	118.9	399.8799152	3.5564	4.920	31	0.236	4.858663713	2.02	152.0	799.7598304
0.666	475.48	3.99	22	177.4	301.2222161	1.7574	0.824	15	0.971	4.81913773	0.59	28.0	602.4444322
0.676	558.82	3.30	77	179.5	482.5977102	8.0517	1.466	44	2.181	2.357279053	4.48	166.0	965.1954203
0.328	433.32	4.78	91	22.2	104.8162848	7.2296	4.776	18	0.673	1.4913682	2.62	185.0	209.6325696
0.228	173.79	4.70	54	132.5	147.0651133	1.3706	4.137	19	0.618	3.081410303	3.96	156.0	294.1302267
0.177	372.12	1.12	35	48.0	120.4438884	5.9651	0.722	22	2.925	2.887299421	0.24	164.0	240.8877768
0.180	387.89	2.81	10	38.0	95.31297114	0.2350	3.228	44	4.650	1.637276088	2.80	162.0	190.6259423
0.625	2.64	4.17	4	160.3	464.7955255	6.4670	1.524	49	3.242	3.894027909	3.94	94.0	929.5910511
0.750	663.18	0.54	39	170.6	450.0041172	6.3545	1.794	50	2.388	3.82059563	4.17	182.0	900.0082344
0.022	418.64	1.23	29	66.1	267.464529	3.9370	4.617	21	2.853	4.005891668	4.30	14.0	534.9290581
0.991	256.55	1.67	85	94.4	436.1013336	7.6594	2.803	47	4.974	1.906582553	0.18	198.0	872.2026671
0.442	333.38	4.73	99	62.9	394.3811344	2.1674	1.608	17	0.030	2.030349442	0.92	183.0	788.7622689
0.144	412.58	2.15	67	116.6	480.6044001	7.5464	4.084	38	0.416	4.869625076	1.75	197.0	961.2088001
0.167	236.31	2.41	33	65.1	30.27784078	3.9380	2.771	16	1.540	3.744040694	2.73	64.0	60.55568157
0.592	276.86	2.70	55	107.8	48.48756837	1.1605	0.260	7	3.408	1.328790587	3.35	180.0	96.97513674
0.355	573.76	1.41	2	166.1	14.92284745	0.0323	2.057	30	0.875	4.538161307	1.10	76.0	29.8456949
0.721	402.45	0.36	7	35.4	52.89910593	8.7537	2.126	35	2.469	2.278588467	3.34	89.0	105.7982119
0.972	350.78	1.99	65	57.0	419.1203047	5.0702	0.872	34	2.106	4.315253506	3.22	170.0	838.2406095
0.112	138.36	1.41	16	130.4	444.6738444	7.4353	2.268	24	2.123	2.091468822	2.30	170.0	889.3476888
0.040	245.63	0.22	70	111.3	26.80409597	0.5834	3.031	45	3.407	1.522807563	3.50	138.0	53.60819195
0.367	674.25	0.55	19	48.1	335.7492979	6.1889	2.784	48	3.582	2.29342804	4.73	185.0	671.4985958
0.105	616.07	1.04	63	172.0	230.3091365	9.2475	1.315	38	1.353	3.236848764	0.02	126.0	460.6182731
0.923	527.52	0.84	31	2.2	471.8393749	4.0105	2.514	44	3.030	3.01143825	0.54	79.0	943.6787498
0.695	405.25	4.92	15	61.7	441.6919582	5.7283	1.169	8	0.688	1.796802273	4.67	107.0	883.3839164
0.341	717.68	3.92	98	187.6	153.7161398	3.8913	0.887	18	4.324	3.761907142	4.20	22.0	307.4322796
0.049	587.86	4.39	78	154.6	451.8345042	5.0418	2.128	46	3.388	0.876649886	2.61	36.0	903.6690084
0.873	526.04	2.75	45	93.6	240.4662114	0.1379	4.581	23	3.802	4.467881965	1.45	142.0	480.9324229
0.403	508.96	4.43	39	193.0	238.4513514	4.1087	4.752	8	0.904	3.949408659	3.94	188.0	476.9027029
0.527	440.72	1.70	14	86.8	77.13042684	0.7204	3.542	23	0.890	2.229761074	1.80	66.0	154.2608537
0.445	105.08	4.58	100	86.2	196.5708067	4.5781	4.986	13	1.835	2.78516975	3.88	136.0	393.1416134
0.979	403.21	3.47	77	173.6	64.63757143	6.2025	2.882	49	2.702	1.714627549	1.11	189.0	129.2751429
0.985	639.46	1.61	2	20.6	477.5456048	5.2230	0.311	30	1.029	2.04712695	2.96	200.0	955.0912096
0.110	718.75	0.37	68	178.2	428.2222655	9.4545	2.351	45	2.117	3.307892296	4.06	89.0	856.444531
0.459	419.83	3.47	9	90.3	407.6300771	7.5694	1.627	20	4.908	2.989646516	2.93	46.0	815.2601542
0.036	95.45	0.08	86	178.0	99.17760095	0.6997	1.531	8	3.576	0.626880726	1.37	156.0	198.3552019
0.003	291.22	4.80	10	182.8	90.65168156	9.6338	4.277	40	0.032	4.968573075	4.13	171.0	181.3033631
0.559	425.73	0.44	72	40.3	193.5447429	1.7754	0.257	11	3.439	2.12249528	3.43	186.0	387.0894859
0.562	551.80	0.82	2	140.9	78.33842925	3.9451	2.252	15	0.974	1.55442751	4.55	180.0	156.6768585
0.994	659.54	0.34	77	163.3	203.6434597	4.7487	3.142	7	2.250	0.127451374	1.91	184.0	407.2869194
0.077	723.38	2.18	80	138.5	129.9180753	4.2482	2.939	26	3.036	0.455577384	0.62	183.0	259.8361505
0.676	690.52	0.19	39	88.2	308.2612213	2.4172	4.993	47	1.463	1.01342908	4.34	164.0	616.5224427
0.415	706.30	4.21	53	104.7	344.5618724	6.6337	2.526	44	3.620	4.733675345	0.50	68.0	689.1237448
0.914	384.17	3.69	46	70.1	437.9140964	9.2713	4.446	20	1.836	1.478605009	2.26	158.0	875.8281929
0.463	81.42	4.02	97	128.2	94.96623563	4.5130	4.878	31	3.935	3.766575787	0.99	129.0	189.9324713
0.137	203.58	2.42	33	111.8	367.6565222	0.7591	2.334	11	0.084	3.159911981	3.06	179.0	735.3130443
0.070	180.11	4.96	32	44.3	97.39351422	6.3453	1.197	10	4.151	3.940359919	0.90	127.0	194.7870284
0.704	576.14	2.45	68	92.7	357.9551643	3.7064	2.483	20	0.120	1.540707457	4.60	73.0	715.9103286
0.004	544.04	3.05	48	106.4	50.3715577	4.9650	1.365	47	4.782	0.705246583	2.34	47.0	100.7431154
0.399	91.46	1.53	10	126.5	352.3094653	6.4775	0.384	45	1.211	1.517935399	2.20	170.0	704.6189306
0.676	9.66	4.68	15	102.5	366.5738486	3.3640	3.876	38	4.866	4.815681231	2.20	153.0	733.1476972
0.514	514.66	3.18	33	78.8	330.8113362	8.9774	3.971	50	2.793	4.772508604	0.68	35.0	661.6226725
0.154	383.29	2.76	63	90.4	200.3800949	0.5370	1.834	44	1.255	1.939275139	0.84	14.0	400.7601899
0.138	421.82	3.43	40	141.3	51.13339546	3.6812	0.552	26	3.128	0.193938223	0.62	142.0	102.2667909
0.480	559.16	0.21	77	133.3	338.6400278	2.1385	3.174	41	2.231	2.980403733	1.24	25.0	677.2800557
0.533	624.70	0.38	15	87.8	31.86814056	9.9351	4.127	25	4.775	3.675829214	0.48	97.0	63.73628111
0.650	783.69	2.55	93	62.2	335.7484605	6.1323	0.772	27	1.635	1.609425703	2.53	66.0	671.4969211
0.950	145.69	4.18	40	165.7	421.391381	6.2163	1.894	13	2.520	3.235198666	4.56	87.0	842.782762
0.455	55.06	3.05	28	126.4	427.1754247	5.3119	3.249	24	0.546	3.776135106	1.03	164.0	854.3508494
0.596	83.97	4.35	98	192.4	442.4821061	7.3421	1.005	45	3.254	4.553773491	1.21	59.0	884.9642121
0.578	112.18	5.00	13	88.3	236.3476655	5.8185	4.769	49	4.927	1.786667286	3.47	16.0	472.695331
0.155	479.69	2.02	8	12.7	128.6079429	0.4967	0.254	49	1.541	3.284112876	3.92	17.0	257.2158858
0.283	751.55	2.26	21	150.2	140.1902809	9.7467	2.394	12	1.441	3.002991185	0.15	19.0	280.3805617
0.293	216.29	1.28	68	6.4	166.7048182	5.1187	3.676	5	2.332	3.179929781	2.04	115.0	333.4096363
0.661	731.44	1.87	34	71.9	189.5396407	9.1902	2.562	37	3.180	0.167966145	0.58	48.0	379.0792813
0.809	275.34	3.50	54	9.9	212.0334353	8.5705	3.631	50	0.233	2.404497626	2.83	97.0	424.0668706
0.415	188.97	4.54	54	42.1	172.6208671	8.1814	2.975	23	2.894	1.402910172	4.75	174.0	345.2417341
0.538	3.48	3.24	72	154.4	426.7630424	4.9793	1.775	16	0.531	2.916704639	0.97	22.0	853.5260848
0.644	770.74	1.29	5	35.3	49.25320818	0.6067	2.176	29	3.468	0.400742235	0.60	14.0	98.50641637
0.843	532.28	3.99	14	32.3	326.7138672	8.2942	3.735	35	0.091	0.254049373	4.60	138.0	653.4277345
0.560	249.36	1.58	91	69.6	372.0215099	3.6491	4.412	45	1.750	2.545815337	1.40	8.0	744.0430198
0.878	164.12	4.25	43	196.7	329.4835629	9.0098	4.478	40	0.186	4.108514147	3.34	15.0	658.9671259
0.459	712.80	4.09	41	100.1	166.2063083	1.6007	1.299	28	0.775	1.098728141	0.87	101.0	332.4126167
0.706	443.85	1.30	91	20.1	295.8978616	4.7889	2.515	31	3.831	2.76355845	1.37	161.0	591.7957231
0.991	351.28	1.36	11	103.3	448.8990244	1.5464	3.943	17	3.807	2.892210668	4.01	37.0	897.7980489
0.728	583.20	3.67	23	124.3	353.1993233	1.4531	2.791	40	1.890	3.431498761	3.87	126.0	706.3986466
0.822	581.74	4.28	47	172.3	417.5213293	9.4531	4.013	14	2.253	2.008747893	2.38	179.0	835.0426587
0.271	240.32	3.37	38	139.5	216.6418316	1.5645	3.945	46	0.368	4.981481055	2.14	36.0	433.2836632
0.715	642.18	4.40	33	46.4	68.80330751	9.7718	0.726	21	1.843	3.229163048	2.87	10.0	137.606615
0.616	478.87	4.96	72	129.7	91.02386766	1.1446	3.248	49	4.760	4.186310493	1.53	164.0	182.0477353
0.317	139.86	4.77	7	197.4	417.3396774	6.0665	0.933	29	0.523	0.003240515	0.09	66.0	834.6793549
0.929	772.77	4.35	19	16.4	39.43590258	5.7333	4.112	31	2.469	3.125719533	0.60	65.0	78.87180517
0.219	203.79	3.68	19	73.1	211.2454873	8.6682	3.639	15	0.283	1.096440039	3.59	147.0	422.4909745
0.423	701.97	1.20	99	93.8	355.979776	9.1112	3.594	35	3.787	2.758891397	0.05	38.0	711.9595521
0.566	302.00	1.80	92	68.2	227.7926152	2.0539	2.562	49	1.987	1.512086566	4.39	119.0	455.5852303
0.473	631.88	3.49	66	30.6	31.70280758	3.7464	0.954	34	0.004	0.969670458	4.21	154.0	63.40561517
0.480	376.43	2.61	51	178.5	126.8188265	5.2550	2.291	18	3.833	2.642763856	3.14	153.0	253.6376529
0.664	103.65	0.32	7	178.0	250.3207312	4.8965	0.658	34	0.533	0.764204749	3.75	148.0	500.6414624
0.941	317.87	2.25	11	98.3	130.2075177	1.8113	4.684	49	2.372	0.559382093	0.79	142.0	260.4150353
0.726	92.68	4.95	93	94.5	488.5460609	2.7990	4.933	34	4.678	0.826497283	4.21	22.0	977.0921218
0.378	100.05	4.51	2	169.7	462.7615655	3.5246	4.450	38	4.534	2.836798562	4.85	82.0	925.5231311
0.616	680.08	4.07	28	191.9	144.1906748	3.0093	3.371	15	1.809	0.437115938	4.85	85.0	288.3813495
0.823	51.53	3.74	76	57.7	250.5619208	4.9601	3.843	24	2.348	1.192235234	3.93	153.0	501.1238417
0.635	150.08	1.95	4	98.4	121.945972	3.2148	1.308	11	0.955	0.616669282	4.65	126.0	243.8919439
0.902	312.04	3.81	53	53.8	219.5505113	6.7967	3.331	28	2.722	1.416035122	3.11	98.0	439.1010226
0.510	349.94	3.42	71	194.7	144.1338244	7.8306	2.836	41	1.652	4.076325196	0.45	101.0	288.2676488
0.269	506.24	4.85	39	117.5	313.7725751	9.3392	0.376	27	3.727	0.571297367	3.70	35.0	627.5451501
0.321	753.93	4.28	24	15.6	325.7171349	6.0682	2.095	5	1.034	4.775080512	1.98	11.0	651.4342699
0.243	499.19	2.44	45	24.5	274.5277845	3.8263	3.962	8	3.641	1.518510893	4.09	154.0	549.055569
0.903	63.99	0.35	52	122.4	457.6556793	1.6621	2.752	24	1.177	3.021917059	2.53	124.0	915.3113587
0.085	145.41	0.74	53	174.2	301.624426	1.9690	3.691	35	1.989	1.400224496	3.64	108.0	603.2488519
0.905	427.16	2.46	99	68.3	120.3453447	1.8341	2.521	42	3.936	0.365589472	1.86	39.0	240.6906893
0.784	127.75	0.35	91	99.7	429.1241028	0.3044	0.294	28	0.214	2.79776075	3.96	9.0	858.2482057
0.506	86.03	2.17	79	148.6	12.59479468	4.4053	3.945	25	3.952	2.231373528	2.46	7.0	25.18958936
0.787	233.61	3.67	59	23.5	483.9663365	3.9035	1.851	43	3.504	1.751983661	2.88	16.0	967.932673
0.738	102.56	1.48	50	17.2	248.9262072	3.4080	4.774	29	3.478	3.740543905	4.31	13.0	497.8524143
0.693	70.03	0.04	21	138.2	38.91034715	4.6914	4.701	46	2.814	4.999163976	4.91	18.0	77.82069431
0.257	374.48	3.56	29	157.1	80.46510585	7.6576	0.833	41	4.957	0.736342692	4.63	27.0	160.9302117
0.115	184.41	1.02	17	187.9	456.5112978	8.4773	2.954	31	1.788	0.016969089	1.95	198.0	913.0225955
0.717	43.73	0.01	33	110.0	374.5137753	6.6459	1.978	17	3.909	0.62595241	4.38	28.0	749.0275505
0.078	617.01	1.10	90	51.0	450.229803	1.5437	4.804	38	2.564	4.60338124	2.55	86.0	900.4596059
0.574	756.47	4.25	73	76.7	246.8732047	2.7229	3.113	9	3.186	1.083224639	1.02	120.0	493.7464094
0.319	642.19	1.67	70	62.1	483.6286113	5.6104	1.943	47	2.787	4.486660912	3.12	139.0	967.2572226
0.451	490.66	2.76	6	41.6	67.19533016	9.3094	3.777	18	4.837	3.388230861	4.62	112.0	134.3906603
0.080	655.16	1.28	59	162.1	474.3478221	5.3316	3.225	20	4.219	4.571460483	2.20	175.0	948.6956442
0.724	408.62	1.23	4	50.7	101.0248192	6.1336	4.351	32	4.657	2.993365819	3.43	172.0	202.0496384
0.501	490.95	0.25	71	119.6	386.6625908	1.9097	2.188	33	0.047	0.418426163	2.00	125.0	773.3251816
0.649	159.32	3.80	17	176.5	276.2212865	2.8151	2.536	47	3.585	4.061437019	0.64	164.0	552.442573
0.407	548.09	4.49	93	102.0	116.4731244	1.7054	3.412	40	1.039	1.135979586	4.89	130.0	232.9462489
0.133	359.94	3.54	18	24.9	470.8608637	3.6273	1.468	27	2.008	1.77580274	2.29	112.0	941.7217274
0.147	255.84	2.10	51	155.8	12.60273067	7.2323	1.531	27	3.753	4.996544594	3.03	200.0	25.20546135
0.839	3.36	0.33	48	29.1	83.35340488	7.9099	4.726	16	2.838	2.479683951	2.64	181.0	166.7068098
0.158	294.22	2.63	27	54.6	373.2185861	4.7501	0.035	18	2.595	0.123772194	1.87	115.0	746.4371722
0.410	1.23	4.67	40	12.0	149.2169974	6.8480	3.946	49	4.668	4.163607302	2.61	143.0	298.4339947
0.514	493.03	2.37	51	139.5	135.5889315	2.6267	1.504	8	0.713	2.966422584	1.77	82.0	271.177863
0.918	97.39	2.27	4	117.8	84.36559251	0.0852	2.693	50	1.767	4.382203119	1.09	192.0	168.731185
0.747	353.79	4.98	30	163.8	198.352262	8.8175	1.941	17	3.299	3.713536562	4.00	39.0	396.704524
0.806	169.75	2.50	11	183.2	187.2371992	1.8553	3.416	46	1.932	2.817439152	4.96	194.0	374.4743983
0.246	444.85	3.54	74	84.3	343.2311087	4.5965	1.830	27	0.423	3.554693854	4.54	132.0	686.4622174
0.448	122.49	1.58	16	104.4	116.2627024	4.4446	4.128	11	4.419	0.555979259	0.39	123.0	232.5254048
0.418	168.75	0.29	24	171.6	448.5438734	4.1753	2.466	8	0.641	1.78878569	3.63	163.0	897.0877467
0.752	124.25	3.65	4	10.9	439.6333518	8.8714	1.560	20	1.603	4.386580221	2.90	28.0	879.2667035
0.442	11.04	2.69	84	78.8	472.7204494	7.4923	3.136	43	0.140	2.633758925	2.18	183.0	945.4408988
0.161	443.46	2.04	82	159.6	143.0646336	9.1584	2.090	14	1.811	3.66849487	2.19	164.0	286.1292671
0.440	489.78	3.70	48	143.2	157.0752862	2.9497	0.171	8	3.829	4.127852652	3.87	52.0	314.1505724
0.814	333.86	2.81	69	144.4	480.6318631	4.6027	3.676	34	3.270	4.823604239	2.63	47.0	961.2637262
0.037	350.47	1.94	35	6.0	377.794414	1.9621	4.402	39	3.695	3.275673293	0.48	28.0	755.588828
0.395	632.84	1.62	63	67.9	464.387612	1.9723	2.832	33	0.518	2.626784111	4.53	78.0	928.775224
0.418	640.20	4.40	33	35.3	398.7636222	3.5170	3.217	47	1.502	3.311674929	0.30	192.0	797.5272444
0.322	337.42	0.72	21	94.3	381.2659495	8.0320	1.946	19	1.375	0.688458816	0.21	44.0	762.5318991
0.943	521.52	0.50	64	160.6	295.6797842	5.7484	3.103	34	0.869	2.936964988	4.51	161.0	591.3595685
0.838	514.74	4.54	75	82.5	381.9768388	8.8407	4.523	40	1.323	3.770177126	0.91	2.0	763.9536775
0.387	233.04	3.79	55	22.8	17.31316651	1.5240	0.815	40	2.949	3.445405365	0.63	158.0	34.62633302
0.896	596.76	2.32	82	150.9	229.5682391	8.9014	4.930	14	0.869	4.692311096	3.41	170.0	459.1364782
0.174	200.79	4.53	37	104.6	291.9311523	8.7637	2.060	24	0.606	2.384265948	1.25	119.0	583.8623046
0.669	328.62	4.60	96	144.0	116.5575402	1.1706	2.965	22	3.548	3.248488853	3.33	19.0	233.1150805
0.186	768.73	0.65	72	115.6	119.0017379	1.5951	0.293	47	2.634	1.516037991	0.92	142.0	238.0034759
0.319	746.29	4.52	24	104.7	125.9153706	7.3677	4.445	31	3.092	0.361770348	4.35	88.0	251.8307412
0.672	183.63	3.92	68	11.7	188.4700668	6.1063	3.909	45	1.503	0.833686764	4.58	180.0	376.9401335
0.396	152.55	3.57	96	98.6	462.4665738	7.7850	3.260	12	1.040	3.135105914	3.56	146.0	924.9331476
0.513	62.21	1.99	94	41.3	173.2693711	2.2887	0.202	23	2.955	3.30198468	2.75	24.0	346.5387422
0.115	127.84	4.07	29	104.5	242.1674876	0.2096	4.923	42	1.693	0.39015175	4.62	31.0	484.3349752
0.755	665.71	4.30	28	91.5	25.19874809	1.2192	4.473	23	4.528	3.597532613	0.31	184.0	50.39749617
0.582	271.50	0.40	30	58.6	76.66697159	7.4231	3.177	13	1.290	3.443366141	0.86	29.0	153.3339432
