FSC.H	SSC.H	FL1.H	FL2.H	FL3.H	FL4.H	Y
234	157	82.5	159.1071472	86.06970978	287.6852112	2
164	79	152.0357208	420.75	627.0793457	659.0996704	1
258	119	115.5	193.2857208	54.10095978	99.83106232	5
89	75	0	236.8928528	0	242.6002045	3
211	79	516.2142944	62.4642868	694.7055054	38.64427948	5
122	84	179.1428528	182.6785736	34.42788315	40.79118729	3
288	143	109.6071396	537.4285889	651.6706543	665.5404053	1
231	114	153.2142792	174.4285736	264.3569641	234.0125885	2
66	57	47.1428566	0	0	115.9328461	3
70	89	0	0	59.01922989	161.0178375	3
179	179	262.8214417	95.4642868	196.7307739	184.6337891	5
86	36	0	0	0	0	3
64	123	0	62.4642868	0	221.1311646	3
259	66	0	0	148.7776489	82.65582275	3
171	68	458.4642944	258.1071472	507.8113098	250.1143799	5
184	157	0	179.1428528	126.6454315	208.2497406	3
60	15	0	0	0	268.3630676	3
477	143	81.32142639	169.7142792	141.400238	445.4826965	1
1023	586	539.7857056	504.4285583	681.1802979	589.3253174	1
165	77	556.2857056	24.75	683.6394043	239.3798523	5
293	137	16.5	223.9285736	243.4543304	268.3630676	2
479	94	586.9285889	100.1785736	661.5072021	281.2444763	5
217	112	33	201.5357208	81.15144348	249.0409241	3
424	113	603.4285889	0	596.3401489	210.396637	5
321	159	76.60713959	203.8928528	148.7776489	320.9622192	2
219	142	96.64286041	0	118.0384598	0	5
93	47	70.7142868	114.3214264	0	187.8541412	3
98	164	193.2857208	0	217.6334076	208.2497406	5
243	128	231	121.3928604	255.75	203.9559326	5
108	110	246.3214264	146.1428528	162.302887	285.5382996	2
72	126	16.5	0	116.8088913	188.927597	3
257	103	134.3571472	150.8571472	73.77404022	247.9674683	3
98	44	0	0	237.306488	227.5718842	3
145	117	0	91.92857361	98.36538696	265.1427002	3
427	129	183.8571472	698.8928833	631.9976196	741.7554932	1
147	126	265.1785583	186.2142792	100.8245163	227.5718842	2
200	103	78.9642868	254.5714264	163.5324554	327.4029236	2
181	226	31.8214283	0	70.08533478	247.9674683	5
297	100	140.25	55.3928566	130.334137	215.7639008	5
290	109	71.89286041	135.5357208	209.0264435	147.0629578	5
197	95	133.1785736	64.82142639	102.0540848	238.3063965	3
243	133	571.6071167	14.14285755	753.7247314	197.515213	5
68	9	0	232.1785736	70.08533478	289.8321228	3
299	268	163.8214264	235.7142792	197.9603424	390.7366333	4
325	149	0	233.3571472	2.459134579	279.0975952	2
221	142	42.42856979	221.5714264	0	430.4543457	2
84	54	0	108.4285736	196.7307739	143.8426056	3
72	44	0	162.6428528	0	0	3
170	65	68.35713959	139.0714264	221.322113	241.5267639	3
407	101	31.8214283	153.2142792	41.80529022	341.3578186	2
137	184	384.2142944	322.9285583	202.8786011	381.0755615	1
214	95	84.85713959	31.8214283	293.8665771	0	5
415	96	91.92857361	73.07142639	22.13221169	190.0010529	3
145	270	452.5714417	357.1071472	371.3293152	408.985321	1
458	99	615.2142944	203.8928528	662.7367554	288.758667	4
276	125	100.1785736	458.4642944	645.5228271	714.9191895	1
306	95	14.14285755	216.8571472	136.4819641	162.0912933	3
239	104	0	559.8214111	505.3521729	690.2297974	1
216	107	0	161.4642792	248.3725891	327.4029236	2
154	30	0	0	0	255.4816437	3
314	115	0	183.8571472	46.72355652	294.1259155	3
111	114	0	20.0357151	0	294.1259155	3
88	25	0	104.8928604	0	290.9055481	3
264	126	68.35713959	251.0357208	138.9411011	377.8551941	2
301	55	82.5	177.9642792	77.46273804	129.8877258	3
94	146	0	53.0357132	124.1862946	145.989502	3
1023	699	525.6428833	711.8571167	881.5997314	748.196228	1
82	155	210.9642792	340.6071472	204.1081696	358.5330505	2
164	66	492.6428528	136.7142792	631.9976196	0	5
142	29	0	43.6071434	57.78966522	119.1531982	3
251	139	99	108.4285736	120.4975967	349.9454346	2
232	368	315.8571472	365.3571472	263.1274109	362.8268738	4
381	97	597.5357056	0	667.6550293	154.5771179	5
86	30	23.5714283	20.0357151	0	301.6400757	3
190	66	259.2857056	109.6071396	352.8858032	255.4816437	2
76	97	16.5	0	0	65.48059082	3
329	139	17.6785717	56.57143021	703.3125	355.3126831	2
86	34	28.2857151	14.14285755	0	273.7303162	3
210	114	136.7142792	227.4642792	148.7776489	206.102829	2
92	44	0	222.75	76.23316956	140.6222382	3
300	135	33	144.9642792	120.4975967	202.8824768	5
400	79	78.9642868	47.1428566	63.9375	275.8772278	3
108	88	176.7857208	242.7857208	49.18269348	159.9443817	5
198	138	64.82142639	186.2142792	206.5673065	276.9506836	2
178	79	74.25	45.9642868	0	346.7250671	3
113	363	5.892857075	0	163.5324554	240.4533081	5
181	100	93.10713959	202.7142792	231.1586609	296.2728271	2
189	118	0	503.25	592.6514282	698.8174438	1
194	104	601.0714111	30.6428566	668.8846436	273.7303162	5
80	109	0	41.25	40.57572174	323.1091309	3
196	93	56.57143021	140.25	169.6802826	72.99475098	3
109	55	10.60714245	51.8571434	0	322.035675	3
524	125	265.1785583	718.9285889	581.5853271	760.0042114	1
368	148	141.4285736	218.0357208	71.31490326	186.7806854	2
150	89	124.9285736	594	697.1646729	674.1279907	1
199	99	0	241.6071472	75.0036087	105.1983185	3
133	389	0	12.96428585	124.1862946	243.6736603	5
65	270	121.3928604	0	124.1862946	212.5435486	5
425	100	592.8214111	70.7142868	650.4411011	0	5
161	57	36.5357132	102.5357132	0	3.220356703	3
152	56	0	0	212.7151489	0	3
254	151	76.60713959	63.6428566	90.9879837	0	5
214	103	134.3571472	618.75	636.9158936	735.3148193	1
319	146	123.75	0	99.59495544	402.5445862	2
140	68	555.1071167	23.5714283	689.7872314	137.401886	5
77	190	31.8214283	0	34.42788315	0	3
201	117	70.7142868	99	86.06970978	450.8499451	2
396	85	596.3571167	0	645.5228271	0	5
77	88	0	155.5714264	0	257.62854	3
109	74	12.96428585	86.0357132	0	0	3
113	56	0	0	50.41225815	0	3
300	203	180.3214264	169.7142792	194.271637	283.3913879	4
234	131	102.5357132	0	188.1237946	274.803772	3
228	85	0	183.8571472	49.18269348	125.5939102	3
227	96	549.2142944	47.1428566	678.7211304	0	5
184	92	9.428571701	95.4642868	0	360.6799622	3
146	229	95.4642868	141.4285736	71.31490326	54.74606323	5
237	52	0	0	147.5480804	0	3
258	101	119.0357132	170.8928528	207.796875	241.5267639	2
272	87	16.5	544.5	616.0132446	696.6705322	1
139	86	532.7142944	69.5357132	651.6706543	125.5939102	5
298	142	154.3928528	199.1785736	199.1899109	254.4081879	2
80	205	25.9285717	51.8571434	143.859375	326.3294983	2
285	50	568.0714111	27.1071434	623.390625	140.6222382	5
202	84	68.35713959	80.14286041	137.7115326	276.9506836	3
94	43	0	179.1428528	60.24879837	250.1143799	3
274	157	165	181.5	180.7463989	313.4480591	2
175	68	0	173.25	13.52523994	185.7072449	3
134	264	227.4642792	251.0357208	207.796875	311.3011475	4
274	154	139.0714264	611.6785889	652.9002686	719.2130127	1
79	38	111.9642868	81.32142639	18.44351006	172.8258057	3
282	93	126.1071396	172.0714264	9.836538315	206.102829	3
70	309	0	0	0	186.7806854	5
193	116	73.07142639	176.7857208	154.9254761	370.3410339	2
233	125	0	0	205.337738	416.4994812	3
202	188	338.25	288.75	194.271637	281.2444763	4
79	29	0	94.2857132	73.77404022	223.2780762	3
185	41	1.178571463	205.0714264	97.13581848	185.7072449	3
148	108	0	665.8928833	727.9038696	753.5634766	1
300	138	123.75	615.2142944	654.1298218	689.1563721	1
231	128	78.9642868	533.8928833	661.5072021	704.1846924	1
433	87	128.4642792	62.4642868	138.9411011	422.9401855	2
306	71	61.2857132	0	0	260.8489075	3
463	87	637.6071167	41.25	676.2620239	203.9559326	5
460	452	330	532.7142944	750.0360718	642.9979248	1
394	136	0	44.7857132	0	308.0808105	3
230	122	0	23.5714283	121.7271652	244.7471161	3
145	456	124.9285736	232.1785736	260.6682739	0	5
148	86	34.17856979	159.1071472	0	85.87618256	3
489	134	61.2857132	0	132.7932739	104.1248703	5
372	124	36.5357132	166.1785736	55.33052826	266.216156	2
423	112	120.2142868	702.4285889	513.9591064	791.1343384	1
167	69	106.0714264	205.0714264	46.72355652	255.4816437	3
163	56	128.4642792	142.6071472	1.229567289	223.2780762	3
73	36	0	0	151.2367859	0	3
455	109	181.5	29.4642849	165.9915924	342.4312744	2
229	123	102.5357132	116.6785736	183.2055359	449.7764893	2
281	155	278.1428528	274.6071472	223.78125	78.36201477	5
331	101	41.25	70.7142868	152.4663391	287.6852112	3
433	100	169.7142792	0	86.06970978	256.5550842	5
352	113	42.42856979	176.7857208	232.3882141	0	5
102	68	106.0714264	490.2857056	623.390625	573.2235107	1
114	131	81.32142639	0	127.875	156.7240295	3
219	135	202.7142792	134.3571472	295.0961609	280.171051	2
81	73	0	0	43.03485489	307.0073547	3
117	237	252.2142792	351.2142944	196.7307739	192.1479492	4
66	118	87.2142868	1.178571463	0	0	3
392	101	2.357142925	642.3214111	579.1262207	705.2581177	1
365	153	17.6785717	258.1071472	92.21754456	395.030426	2
246	170	87.2142868	264	116.8088913	10.73452282	5
265	136	159.1071472	232.1785736	79.921875	276.9506836	2
225	146	142.6071472	152.0357208	243.4543304	296.2728271	2
72	24	0	0	110.6610565	165.3116455	3
282	127	597.5357056	80.14286041	689.7872314	225.4249725	5
72	43	0	0	97.13581848	162.0912933	3
144	67	113.1428604	81.32142639	0	268.3630676	3
264	142	100.1785736	111.9642868	154.9254761	244.7471161	2
61	364	95.4642868	173.25	0	0	5
370	167	0	134.3571472	43.03485489	127.7408218	5
248	94	0	0	323.3761902	266.216156	3
216	85	538.6071167	101.3571396	716.8377686	305.9338989	5
311	120	101.3571396	49.5	212.7151489	192.1479492	5
107	71	27.1071434	183.8571472	0	309.1542358	3
153	44	35.3571434	108.4285736	0	186.7806854	3
150	82	109.6071396	186.2142792	170.9098511	121.3001022	3
236	97	86.0357132	132	132.7932739	299.4931946	3
284	75	183.8571472	248.6785736	67.62620544	238.3063965	2
64	22	0	0	11.06610584	0	3
186	111	187.3928528	360.6428528	216.4038391	353.165802	2
113	122	0	157.9285736	73.77404022	53.67261124	3
159	98	128.4642792	120.2142868	55.33052826	368.1941223	3
74	281	0	22.3928566	0	0	5
122	80	78.9642868	64.82142639	88.52884674	279.0975952	3
196	101	511.5	160.2857208	705.7716064	253.3347321	5
72	65	0	58.92856979	49.18269348	191.0745087	3
236	130	578.6785889	102.5357132	675.0324707	314.5215149	5
206	155	35.3571434	179.1428528	180.7463989	0	5
64	56	0	195.6428528	67.62620544	279.0975952	3
606	164	228.6428528	45.9642868	19.67307663	278.0241394	4
415	99	216.8571472	203.8928528	188.1237946	214.6904449	2
238	162	67.17857361	205.0714264	86.06970978	328.4763794	2
141	80	149.6785736	0	90.9879837	264.0692444	3
266	148	181.5	141.4285736	98.36538696	138.4753418	5
106	49	506.7857056	148.5	684.8690186	119.1531982	5
141	55	109.6071396	0	119.2680283	270.5099792	3
248	174	40.07143021	682.3928833	715.6081543	736.3882446	1
65	11	15.3214283	45.9642868	126.6454315	224.3515167	3
74	43	0	30.6428566	35.65745163	151.3567657	3
71	54	109.6071396	0	56.56009674	236.1595001	3
192	116	153.2142792	546.8571167	639.375	674.1279907	1
334	106	562.1785889	207.4285736	617.2427979	241.5267639	5
121	97	20.0357151	160.2857208	78.69230652	0	3
155	65	36.5357132	67.17857361	87.29927826	287.6852112	3
230	276	124.9285736	149.6785736	119.2680283	173.8992615	5
60	44	0	29.4642849	0	91.24343872	3
418	109	0	236.8928528	81.15144348	253.3347321	2
93	88	192.1071472	137.8928528	164.7620239	264.0692444	3
101	91	0	0	118.0384598	162.0912933	3
61	77	0	137.8928528	18.44351006	0	3
322	84	122.5714264	0	124.1862946	198.5886688	3
77	198	0	9.428571701	68.8557663	166.3851013	3
371	74	596.3571167	22.3928566	592.6514282	7.514165878	5
150	58	141.4285736	144.9642792	259.4386902	76.21511078	5
459	212	192.1071472	328.8214417	120.4975967	172.8258057	5
184	39	42.42856979	0	0	264.0692444	3
190	91	66	179.1428528	88.52884674	315.5949707	3
204	90	516.2142944	0	682.4098511	223.2780762	5
139	248	380.6785583	312.3214417	209.0264435	240.4533081	4
249	126	148.5	162.6428528	227.4699554	272.6568604	2
121	48	109.6071396	0	9.836538315	245.8205719	3
212	154	97.82142639	161.4642792	206.5673065	272.6568604	2
78	36	0	0	0	213.6170044	3
108	66	119.0357132	11.78571415	3.688701868	218.9842529	3
341	123	568.0714111	0	624.6201782	197.515213	5
101	97	0	176.7857208	82.38101196	127.7408218	3
111	41	0	126.1071396	55.33052826	0	3
114	18	0	9.428571701	0	0	3
132	60	43.6071434	10.60714245	67.62620544	273.7303162	3
165	106	119.0357132	219.2142792	284.0300598	240.4533081	2
223	121	61.2857132	282.8571472	178.287262	224.3515167	2
212	88	582.2142944	9.428571701	683.6394043	237.2329559	5
122	115	128.4642792	40.07143021	126.6454315	298.4197388	3
85	110	0	0	152.4663391	130.9611816	3
268	328	291.1071472	397.1785583	184.4350891	397.1773376	4
63	47	0	280.5	39.34615326	161.0178375	3
105	48	70.7142868	97.82142639	0	177.1196289	3
180	90	0	194.4642792	72.54447174	294.1259155	3
322	100	0	17.6785717	141.400238	164.2381897	3
205	170	0	0	143.859375	104.1248703	3
115	47	49.5	0	47.953125	0	3
254	103	0	0	73.77404022	244.7471161	3
114	32	0	0	109.431488	218.9842529	3
172	84	520.9285889	219.2142792	734.0516968	191.0745087	5
210	301	136.7142792	209.7857208	186.8942261	251.1878204	4
133	113	90.75	54.2142868	0	244.7471161	3
110	197	208.6071472	152.0357208	243.4543304	318.8153076	2
279	123	150.8571472	636.4285889	643.0637207	747.1227417	1
439	128	34.17856979	0	129.1045685	641.9244385	2
123	40	66	135.5357208	45.49399185	150.2833099	3
178	77	546.8571167	213.3214264	591.421875	290.9055481	5
104	170	82.5	282.8571472	143.859375	64.40713501	5
351	77	502.0714417	135.5357208	587.7331543	260.8489075	5
277	110	101.3571396	559.8214111	587.7331543	642.9979248	1
410	87	107.25	645.8571167	560.6826782	761.0776367	1
1023	597	596.3571167	548.0357056	688.5576782	666.6138306	1
114	168	0	0	124.1862946	320.9622192	3
449	135	133.1785736	606.9642944	543.46875	837.2927856	1
265	305	401.8928528	357.1071472	184.4350891	385.3693542	4
116	53	62.4642868	0	0	238.3063965	3
130	55	0	200.3571472	165.9915924	176.0461731	3
301	70	97.82142639	149.6785736	51.64182663	182.4868774	3
474	132	156.75	0	143.859375	298.4197388	2
360	71	617.5714111	73.07142639	628.3088989	205.0293884	5
299	87	180.3214264	716.5714111	647.9819946	767.5183716	1
299	71	117.8571396	10.60714245	0	106.2717743	3
93	147	195.6428528	271.0714417	106.9723587	307.0073547	2
140	60	0	0	137.7115326	300.5666199	3
307	185	83.67857361	276.9642944	152.4663391	304.8604431	2
77	69	75.42857361	0	115.5793304	213.6170044	3
79	76	36.5357132	0	185.6646576	275.8772278	3
299	112	549.2142944	132	661.5072021	139.5487976	5
227	112	589.2857056	232.1785736	737.7403564	302.7135315	1
431	146	73.07142639	27.1071434	229.9290924	225.4249725	5
239	139	146.1428528	80.14286041	215.1742859	351.0188904	2
360	112	528	213.3214264	721.7559814	312.3746033	1
530	145	88.39286041	702.4285889	559.453125	769.6652832	1
67	58	0	88.39286041	0	181.4134369	3
183	269	331.1785583	351.2142944	188.1237946	352.0923462	4
86	79	160.2857208	259.2857056	0	339.210907	3
224	99	18.8571434	206.25	409.4459229	202.8824768	5
156	72	133.1785736	578.6785889	687.328125	673.0545654	1
163	258	393.6428528	332.3571472	300.0144348	282.3179321	4
230	133	55.3928566	176.7857208	33.19831848	148.1364136	3
65	1023	264	350.0357056	281.5709229	100.9045105	5
537	126	165	12.96428585	161.0733185	260.8489075	2
69	57	0	64.82142639	184.4350891	155.6505737	3
206	105	41.25	111.9642868	183.2055359	16.10178375	3
102	35	0	21.2142849	0	214.6904449	3
149	132	469.0714417	274.6071472	620.9315186	298.4197388	1
83	103	110.7857132	183.8571472	0	298.4197388	3
300	229	243.9642792	335.8928528	288.9483032	151.3567657	5
100	70	0	43.6071434	75.0036087	0	3
68	34	0	0	0	49.37880325	3
130	50	0	55.3928566	172.1394196	278.0241394	3
102	146	0	0	30.73918343	290.9055481	3
76	88	0	37.7142868	135.2524109	239.3798523	3
329	147	143.7857208	83.67857361	218.8629761	360.6799622	2
224	125	150.8571472	0	193.0420685	351.0188904	3
164	118	17.6785717	120.2142868	143.859375	134.1815338	3
207	100	177.9642792	583.3928833	635.6862793	678.421814	1
81	227	0	0	164.7620239	304.8604431	2
411	114	177.9642792	62.4642868	3.688701868	281.2444763	2
183	126	0	210.9642792	129.1045685	309.1542358	3
213	110	84.85713959	172.0714264	62.70793152	424.0136414	2
240	132	584.5714111	122.5714264	661.5072021	91.24343872	5
284	226	304.0714417	347.6785583	284.0300598	387.5162659	1
256	98	38.8928566	229.8214264	559.453125	360.6799622	2
94	111	44.7857132	192.1071472	0	275.8772278	3
298	66	155.5714264	69.5357132	84.8401413	177.1196289	3
320	85	579.8571167	37.7142868	607.40625	0	5
201	106	38.8928566	558.6428833	688.5576782	626.8961182	1
454	107	40.07143021	152.0357208	118.0384598	139.5487976	5
197	145	517.3928833	0	726.6742554	134.1815338	5
297	155	126.1071396	38.8928566	201.6490326	310.2276917	2
313	156	0	0	135.2524109	397.1773376	2
129	63	129.6428528	525.6428833	668.8846436	632.2633667	1
167	116	558.6428833	254.5714264	747.5769043	129.8877258	5
183	56	114.3214264	0	49.18269348	182.4868774	3
94	51	0	78.9642868	0	0	3
385	104	597.5357056	0	675.0324707	115.9328461	5
209	95	71.89286041	609.3214111	596.3401489	696.6705322	1
67	72	0	143.7857208	0	192.1479492	3
216	104	110.7857132	146.1428528	46.72355652	291.9790039	3
429	103	629.3571167	116.6785736	758.6430054	265.1427002	5
327	73	153.2142792	165	556.9940186	620.4553833	1
200	31	0	0	94.67668152	254.4081879	3
349	83	115.5	57.75	114.349762	261.9223633	3
110	20	126.1071396	0	157.384613	209.3231964	3
329	115	196.8214264	0	188.1237946	310.2276917	2
243	183	585.75	0	602.4879761	138.4753418	5
220	109	186.2142792	510.3214417	597.5697021	649.4385986	1
100	87	484.3928528	141.4285736	665.1959229	61.18677902	5
225	114	62.4642868	190.9285736	158.6141815	68.70094299	5
104	168	242.7857208	215.6785736	162.302887	340.2843628	2
186	276	301.7142944	318.2142944	297.5552979	360.6799622	4
173	157	3.535714388	132	137.7115326	305.9338989	3
202	44	103.7142868	81.32142639	274.193512	0	3
171	162	42.42856979	148.5	0	110.5655823	3
257	129	108.4285736	173.25	205.337738	21.46904564	5
500	121	597.5357056	143.7857208	649.2115479	8.587617874	5
120	67	0	0	233.6177826	153.5036774	3
259	253	196.8214264	342.9642944	146.318512	358.5330505	4
239	82	143.7857208	203.8928528	156.1550446	301.6400757	2
366	111	141.4285736	0	55.33052826	264.0692444	3
146	71	122.5714264	0	0	428.3074646	3
272	88	555.1071167	150.8571472	665.1959229	108.4186783	5
305	104	594	0	534.8617554	279.0975952	5
370	248	183.8571472	306.4285583	284.0300598	282.3179321	4
138	93	0	21.2142849	34.42788315	273.7303162	3
238	89	66	585.75	588.9627686	618.3084717	1
401	128	295.8214417	25.9285717	300.0144348	114.8593903	5
247	200	70.7142868	45.9642868	81.15144348	144.9160614	5
257	169	0	10.60714245	2.459134579	316.6684265	3
203	117	209.7857208	122.5714264	306.162262	309.1542358	2
126	85	483.2142944	54.2142868	677.4915771	235.0860443	5
168	192	194.4642792	318.2142944	188.1237946	334.9171143	4
206	76	120.2142868	75.42857361	146.318512	190.0010529	3
249	126	0	128.4642792	105.7427902	225.4249725	3
216	109	25.9285717	210.9642792	68.8557663	98.75760651	3
198	103	0	194.4642792	119.2680283	226.4984283	3
309	149	165	175.6071472	70.08533478	300.5666199	2
98	82	47.1428566	153.2142792	143.859375	2.146904469	3
234	148	56.57143021	116.6785736	236.0769196	429.3808899	2
258	118	562.1785889	134.3571472	602.4879761	9.66106987	5
136	101	80.14286041	0	254.5204315	125.5939102	3
179	76	487.9285583	130.8214264	695.9351196	202.8824768	5
110	68	0	107.25	78.69230652	209.3231964	3
215	115	81.32142639	0	59.01922989	227.5718842	3
114	84	0	206.25	31.96875	266.216156	3
172	150	187.3928528	152.0357208	231.1586609	179.2665253	5
322	166	0	223.9285736	49.18269348	289.8321228	2
160	75	0	18.8571434	31.96875	0	3
440	87	638.7857056	142.6071472	643.0637207	0	5
238	240	159.1071472	306.4285583	213.9447174	192.1479492	4
151	37	40.07143021	0	39.34615326	226.4984283	3
182	100	551.5714111	87.2142868	741.4290771	272.6568604	5
120	222	0	69.5357132	60.24879837	342.4312744	2
241	102	117.8571396	361.8214417	579.1262207	665.5404053	1
305	126	195.6428528	552.75	575.4375	688.0828857	1
153	213	355.9285583	314.6785583	266.8161011	360.6799622	1
104	21	14.14285755	162.6428528	140.1706696	0	3
335	66	571.6071167	57.75	624.6201782	0	5
434	138	94.2857132	176.7857208	76.23316956	310.2276917	2
333	193	133.1785736	139.0714264	60.24879837	183.5603333	5
368	199	1.178571463	214.5	118.0384598	267.2896118	2
193	107	115.5	106.0714264	129.1045685	224.3515167	3
322	71	582.2142944	129.6428528	638.1454468	243.6736603	5
280	153	66	218.0357208	165.9915924	349.9454346	2
118	78	0	20.0357151	121.7271652	319.8887634	3
320	88	615.2142944	0	593.8809814	208.2497406	5
85	392	0	147.3214264	207.796875	269.4365234	5
301	219	242.7857208	227.4642792	0	317.7418823	4
82	42	0	0	0	0	3
73	80	0	10.60714245	0	21.46904564	3
139	76	121.3928604	110.7857132	184.4350891	335.9905701	3
83	65	1.178571463	129.6428528	0	202.8824768	3
671	570	403.0714417	510.3214417	580.3557739	563.562439	1
315	77	126.1071396	210.9642792	0	0	3
313	106	63.6428566	0	94.67668152	286.6117554	3
261	129	221.5714264	134.3571472	194.271637	174.9727173	5
118	101	77.7857132	340.6071472	221.322113	337.0639954	2
245	89	2.357142925	581.0357056	683.6394043	642.9979248	1
298	105	589.2857056	45.9642868	563.1418457	145.989502	5
68	76	179.1428528	233.3571472	239.765625	123.4470062	5
85	87	127.2857132	0	66.39663696	262.9957886	3
76	64	104.8928604	0	52.87139511	253.3347321	3
413	100	126.1071396	93.10713959	125.415863	272.6568604	2
85	74	0	49.5	81.15144348	0	3
184	82	544.5	170.8928528	751.265625	270.5099792	5
208	101	598.7142944	253.3928528	672.5733032	324.1825867	1
560	112	643.5	198	646.7523804	245.8205719	4
240	106	0	209.7857208	141.400238	287.6852112	3
79	50	100.1785736	17.6785717	0	154.5771179	3
60	23	0	0	25.82091331	242.6002045	3
167	196	278.1428528	357.1071472	274.193512	341.3578186	1
144	215	288.75	332.3571472	162.302887	182.4868774	5
481	125	667.0714111	27.1071434	703.3125	210.396637	5
184	123	100.1785736	236.8928528	280.3413391	324.1825867	2
163	82	97.82142639	4.714285851	19.67307663	364.9737549	3
190	92	0	152.0357208	0	333.8436584	3
182	236	225.1071472	407.7857056	248.3725891	384.2958984	1
347	311	412.5	413.6785583	297.5552979	433.6747131	1
105	92	0	40.07143021	0	253.3347321	3
92	27	34.17856979	35.3571434	173.368988	24.68940163	3
65	37	157.9285736	136.7142792	231.1586609	222.2046204	3
529	237	366.5357056	378.3214417	195.5012054	285.5382996	4
220	180	18.8571434	174.4285736	146.318512	444.4092407	2
122	56	446.6785583	0	689.7872314	254.4081879	5
156	61	513.8571167	43.6071434	756.1838989	242.6002045	5
225	101	55.3928566	179.1428528	157.384613	250.1143799	3
272	117	84.85713959	195.6428528	106.9723587	302.7135315	2
193	65	522.1071167	220.3928528	677.4915771	65.48059082	5
430	94	627	231	604.9471436	300.5666199	1
231	61	18.8571434	135.5357208	20.90264511	179.2665253	3
73	55	0	0	178.287262	224.3515167	3
81	25	25.9285717	0	97.13581848	225.4249725	3
76	87	106.0714264	221.5714264	268.0456848	327.4029236	3
197	133	134.3571472	361.8214417	593.8809814	695.5970459	1
331	127	123.75	74.25	226.240387	376.7817383	2
115	151	116.6785736	170.8928528	132.7932739	283.3913879	2
70	63	9.428571701	0	229.9290924	300.5666199	3
237	175	106.0714264	260.4642944	231.1586609	315.5949707	2
293	164	660	152.0357208	676.2620239	208.2497406	5
235	159	110.7857132	209.7857208	113.1201935	470.1720886	2
201	235	318.2142944	338.25	154.9254761	251.1878204	4
179	67	0	139.0714264	0	250.1143799	3
406	354	330	398.3571472	260.6682739	280.171051	4
215	133	25.9285717	162.6428528	119.2680283	262.9957886	3
167	66	43.6071434	4.714285851	170.9098511	267.2896118	3
140	258	315.8571472	301.7142944	297.5552979	339.210907	4
232	109	159.1071472	462	596.3401489	688.0828857	1
117	141	41.25	0	29.50961494	270.5099792	3
339	112	150.8571472	167.3571472	19.67307663	300.5666199	2
225	115	0	0	41.80529022	213.6170044	3
172	191	330	359.4642944	222.5516815	312.3746033	1
109	69	0	188.5714264	0	240.4533081	3
330	107	127.2857132	103.7142868	667.6550293	271.5834351	5
181	102	88.39286041	509.1428528	597.5697021	660.1731567	1
155	96	0	27.1071434	163.5324554	281.2444763	3
133	60	58.92856979	132	174.5985565	334.9171143	3
127	48	0	0	114.349762	66.554039	3
210	37	68.35713959	57.75	288.9483032	237.2329559	3
254	107	60.1071434	121.3928604	78.69230652	129.8877258	3
412	104	602.25	0	607.40625	55.81951904	5
207	106	142.6071472	304.0714417	228.6995239	260.8489075	2
181	71	36.5357132	585.75	585.2740479	624.7492065	1
289	163	149.6785736	137.8928528	77.46273804	254.4081879	2
129	70	111.9642868	0	0	268.3630676	3
106	107	0	0	145.0889435	211.4700928	3
68	208	0	0	0	193.221405	3
201	121	127.2857132	4.714285851	122.9567337	296.2728271	3
121	106	70.7142868	533.8928833	571.7487793	670.9076538	1
130	64	54.2142868	23.5714283	191.8125	286.6117554	3
179	86	0	617.5714111	635.6862793	652.6589966	1
121	98	71.89286041	0	153.6959076	142.7691498	3
470	117	0	747.2142944	631.9976196	809.3829956	1
108	80	75.42857361	0	142.6298065	266.216156	3
110	27	113.1428604	0	175.828125	153.5036774	3
164	115	48.32143021	0	0	308.0808105	3
252	163	0	160.2857208	114.349762	371.4144897	2
198	142	64.82142639	0	0	282.3179321	3
185	232	255.75	332.3571472	330.7536011	357.4595947	1
60	54	63.6428566	218.0357208	0	0	3
95	103	0	0	20.90264511	207.1762848	3
113	174	0	227.4642792	146.318512	96.61070251	5
96	66	0	0	99.59495544	98.75760651	3
191	154	66	44.7857132	307.3918152	31.13011551	5
508	255	566.8928833	374.7857056	745.1177979	450.8499451	1
326	69	557.4642944	41.25	453.7103271	216.8373566	5
482	134	117.8571396	2.357142925	0	605.427063	2
158	108	33	147.3214264	0	183.5603333	3
231	53	0	183.8571472	0	0	3
478	219	551.5714111	223.9285736	613.5540771	361.753418	1
95	24	88.39286041	89.57142639	0	295.1993713	3
61	83	14.14285755	0	121.7271652	235.0860443	3
212	115	134.3571472	96.64286041	78.69230652	230.7922363	3
199	91	0	134.3571472	68.8557663	195.3683167	3
395	85	37.7142868	622.2857056	527.484375	783.6201172	1
217	110	70.7142868	0	130.334137	227.5718842	3
204	133	505.6071472	110.7857132	616.0132446	301.6400757	5
154	121	129.6428528	165	106.9723587	0	5
268	147	111.9642868	152.0357208	202.8786011	269.4365234	2
214	109	103.7142868	103.7142868	31.96875	63.33368301	3
142	78	0	70.7142868	152.4663391	207.1762848	3
240	148	136.7142792	149.6785736	189.353363	340.2843628	2
243	89	3.535714388	179.1428528	0	195.3683167	3
220	114	147.3214264	45.9642868	30.73918343	264.0692444	3
146	96	115.5	201.5357208	464.7764282	538.8730469	2
210	148	194.4642792	189.75	75.0036087	197.515213	5
74	37	0	0	29.50961494	103.0514145	3
66	29	99	104.8928604	19.67307663	182.4868774	3
227	113	57.75	68.35713959	124.1862946	216.8373566	3
