N0	N1	N2	N3	N4	X	N5	N6	N7	N8	N9	N10	N11	Class
0.446	100.91	3.45	38	21.2	257.4601528	6.3163	2.386	8	1.648	0.329888394	2.92	148.0	85.82005093
0.229	317.83	2.01	65	4.1	203.6043186	5.8115	2.864	27	1.282	0.333366407	2.87	113.0	67.86810621
0.156	569.02	1.52	29	128.0	244.765754	5.9162	1.168	6	1.799	4.688004517	0.44	91.0	81.58858466
0.485	33.37	0.81	82	172.2	12.81219247	8.0317	3.518	14	4.377	4.597568169	2.11	88.0	4.270730823
0.749	764.81	3.82	53	12.7	333.2420536	7.2688	2.107	14	1.538	0.211929965	0.24	19.0	111.0806845
0.976	305.79	3.20	32	10.0	411.4969887	5.2375	0.699	40	2.837	3.591256438	1.52	4.0	137.1656629
0.521	506.73	3.74	91	162.4	303.9884723	7.0607	0.638	41	0.577	4.808951417	4.15	119.0	101.3294908
0.589	796.58	3.62	91	170.0	54.08597051	7.9262	2.840	11	4.034	0.73600987	1.05	134.0	18.02865684
0.276	360.52	1.06	39	32.7	8.660105337	5.5909	4.454	35	4.279	2.780632175	0.87	124.0	2.886701779
0.724	74.47	3.16	64	121.1	163.4689705	1.0211	2.176	36	3.597	2.88136332	3.70	189.0	54.48965684
0.049	612.95	0.25	82	194.2	35.13415033	5.1693	3.781	40	2.312	0.94793586	3.00	19.0	11.71138344
0.496	113.75	2.24	91	181.6	483.1214913	1.4308	3.735	42	3.246	0.874563674	1.45	118.0	161.0404971
0.711	390.56	4.64	19	49.3	75.79099166	6.5720	4.673	48	2.195	4.06629041	3.73	99.0	25.26366389
0.067	267.52	2.46	83	144.1	443.4378942	5.5215	4.993	17	2.692	3.339121666	0.79	54.0	147.8126314
0.441	797.13	4.82	42	33.1	261.3086681	0.9255	1.787	7	1.916	3.296541367	4.01	0.0	87.10288937
0.304	691.71	4.25	63	104.0	489.3685505	8.1969	2.765	27	0.924	0.444177218	3.99	72.0	163.1228502
0.607	495.13	3.34	65	190.7	481.3087158	8.6950	2.900	26	3.906	2.114965371	3.31	129.0	160.4362386
0.857	274.81	0.04	42	3.8	189.4115091	2.2479	0.101	49	4.468	1.780252888	0.82	12.0	63.1371697
0.356	190.86	2.74	9	101.4	78.40681719	5.5276	3.489	9	0.375	1.066444297	0.49	92.0	26.13560573
0.107	177.09	4.71	55	119.9	200.3158935	6.2431	1.140	41	0.890	1.494717012	2.84	71.0	66.77196451
0.039	254.08	2.13	92	98.2	242.9698289	1.8511	1.730	39	0.165	2.311832622	0.78	48.0	80.98994298
0.605	19.79	3.57	58	78.8	208.5158201	6.8387	2.626	7	3.395	1.185366945	3.21	106.0	69.50527338
0.104	64.81	0.20	96	97.1	212.8461119	3.4328	0.665	15	4.583	1.355435762	3.18	67.0	70.94870396
0.619	470.80	4.42	11	86.1	161.3282988	6.2770	1.061	47	0.766	3.541813661	0.20	9.0	53.77609959
0.835	26.94	1.12	82	23.8	52.39229293	7.6839	1.217	49	3.635	1.383125942	0.90	189.0	17.46409764
0.416	42.22	1.30	56	86.5	211.7377166	4.3663	2.350	23	1.125	3.165370306	0.76	65.0	70.57923885
0.297	308.96	2.22	88	52.2	15.12729814	9.3840	4.327	48	1.681	2.835391441	3.02	44.0	5.042432712
0.936	145.58	4.89	93	44.3	445.4197286	2.1649	4.966	35	1.130	3.648329992	0.13	47.0	148.4732429
0.819	58.66	0.97	88	157.2	173.2990571	2.2996	1.424	36	0.186	0.327020539	3.39	105.0	57.76635235
0.803	565.57	0.71	32	186.2	463.8092282	7.8140	1.227	46	3.954	2.383199057	4.85	149.0	154.6030761
0.338	589.41	4.45	78	47.5	68.78049829	5.7649	4.416	40	1.956	4.799120212	4.73	95.0	22.92683276
0.621	483.74	0.42	48	71.1	208.5976947	8.1263	3.764	36	3.459	1.312976312	2.46	109.0	69.53256489
0.412	25.12	1.41	43	150.6	33.26489655	0.1291	3.966	8	3.955	1.816297387	4.12	161.0	11.08829885
0.967	65.07	3.89	60	184.2	176.5963001	9.5927	4.879	44	4.674	4.588527317	3.33	123.0	58.86543336
0.180	447.59	0.22	47	59.7	383.3505975	7.0599	1.781	19	2.979	2.732411567	0.05	2.0	127.7835325
0.450	547.80	4.44	20	173.6	435.3460124	4.5506	4.825	23	2.614	2.84672921	0.91	62.0	145.1153375
0.210	136.38	0.58	25	136.0	26.77227983	3.7142	4.647	9	4.604	1.630099805	3.51	45.0	8.924093278
0.600	653.57	4.21	80	196.3	489.4732379	9.7948	3.303	11	0.106	4.728707927	2.93	171.0	163.157746
0.240	795.16	2.02	42	126.7	252.1827631	4.8671	3.446	12	4.367	3.24342721	3.70	171.0	84.06092102
0.643	74.51	4.43	16	5.3	478.2215177	2.3029	4.861	46	4.278	4.828433998	4.37	104.0	159.4071726
0.279	147.57	0.29	49	63.5	428.0873849	9.7808	0.830	18	1.367	4.286815288	4.20	49.0	142.695795
0.300	125.57	4.07	73	195.9	456.1728482	9.7905	3.246	34	3.015	4.699341887	0.47	167.0	152.0576161
0.167	301.19	2.35	45	120.5	173.1372087	3.8656	1.077	43	4.520	1.965283266	4.59	185.0	57.7124029
0.632	60.49	0.20	77	87.0	433.6606305	1.0874	0.263	8	4.311	1.067601139	3.91	170.0	144.5535435
0.061	391.88	0.96	53	121.3	260.2587057	9.6690	1.387	13	1.015	1.506481319	2.12	160.0	86.75290191
0.334	649.56	2.67	27	131.9	467.667611	3.5688	4.117	31	3.545	0.779651925	0.34	192.0	155.8892037
0.268	336.48	0.45	74	17.7	110.9047598	4.0292	2.092	38	1.309	0.013813792	4.57	186.0	36.96825325
0.080	456.51	0.35	83	48.0	238.6875826	2.8111	2.363	48	2.246	1.630653543	1.20	163.0	79.56252755
0.971	57.23	0.33	79	97.0	84.86956129	3.9781	0.572	21	2.028	1.232956015	3.33	120.0	28.28985376
0.813	753.79	2.28	96	122.7	288.2985944	1.0837	0.002	20	1.397	2.285841534	3.04	6.0	96.09953145
0.132	40.00	0.25	94	130.7	159.1460033	6.6862	4.256	35	4.611	4.282162679	0.59	130.0	53.04866777
0.907	671.72	2.61	31	165.5	479.179221	0.7419	2.473	30	2.547	0.18036069	2.54	55.0	159.726407
0.363	33.70	1.56	67	98.7	403.6655697	6.6860	4.575	38	1.084	0.783487233	1.64	66.0	134.5551899
0.673	502.44	1.65	78	106.8	439.4035702	3.7121	0.513	33	2.697	2.223415483	1.05	171.0	146.4678567
0.181	687.83	0.64	44	168.4	282.5925238	4.4803	0.665	8	4.857	3.575530621	1.64	84.0	94.19750793
0.483	590.94	0.28	55	145.6	428.8354558	2.7432	2.831	32	1.892	1.880886241	2.41	160.0	142.9451519
0.423	99.92	1.09	37	20.1	35.63135927	2.3265	2.675	31	0.466	4.397323661	3.64	130.0	11.87711976
0.102	340.82	0.98	17	97.8	392.7324566	2.9428	1.807	38	2.200	0.366133237	2.02	38.0	130.9108189
0.975	68.39	1.15	64	52.3	356.1491518	3.7832	0.195	39	1.645	1.699486657	0.37	116.0	118.7163839
0.137	35.50	2.05	91	126.0	243.3816226	9.6318	3.574	22	1.002	3.33673827	3.69	123.0	81.12720754
0.065	416.62	1.26	97	149.9	194.9659514	3.2283	1.546	16	4.436	1.520452992	1.28	79.0	64.98865046
0.281	500.49	3.87	25	142.2	338.0431003	0.5462	4.177	36	0.481	3.382173928	4.74	116.0	112.6810334
0.368	9.29	4.83	37	33.8	410.0849093	9.8856	2.660	39	0.317	4.86305239	4.41	68.0	136.6949698
0.438	21.12	4.52	53	116.1	418.2596342	3.0988	0.115	11	3.125	3.462763396	0.15	58.0	139.4198781
0.212	650.05	1.88	68	187.0	368.1851395	7.1382	0.009	7	2.108	3.604852895	1.26	178.0	122.7283798
0.672	69.08	0.14	9	126.3	255.224061	6.7550	4.457	49	4.813	1.636439303	2.60	69.0	85.07468699
0.516	127.18	3.58	65	81.2	411.0442154	4.4686	4.619	17	3.144	3.506775231	2.33	50.0	137.0147385
0.923	269.49	1.94	100	58.5	46.97271501	4.3948	4.469	28	1.999	4.123695851	3.93	108.0	15.65757167
0.881	10.15	3.92	81	179.0	184.0475341	1.9916	4.571	23	3.309	4.242343134	2.72	132.0	61.34917803
0.854	3.32	3.85	91	19.3	216.6465319	7.1937	1.057	36	0.591	1.592890867	2.19	50.0	72.21551062
0.262	282.72	1.22	47	182.1	377.746213	5.9996	0.705	22	0.109	2.790830267	3.11	94.0	125.9154043
0.934	15.36	2.23	92	2.6	94.34161085	7.4760	3.468	38	3.224	2.935693728	4.45	65.0	31.44720362
0.618	247.86	2.89	36	26.6	86.78451502	8.2379	0.882	29	3.443	2.231633741	4.15	122.0	28.92817167
0.696	505.06	3.09	16	35.5	319.0679573	6.7429	3.400	44	3.564	1.440702452	2.08	48.0	106.3559858
0.277	87.61	0.55	40	82.8	224.4101796	5.8222	0.741	19	4.246	3.574385851	3.03	92.0	74.80339319
0.640	423.54	2.48	54	154.1	190.0058408	0.3966	1.072	43	4.791	4.298017023	2.34	120.0	63.33528026
0.808	483.69	0.12	25	41.1	339.595814	3.7667	3.267	46	0.556	2.053072938	2.36	64.0	113.1986047
0.842	563.65	4.23	43	193.8	77.12689775	2.3889	0.332	28	3.807	4.342811938	2.87	6.0	25.70896592
0.973	664.05	3.29	37	7.1	450.9770226	4.6614	1.419	24	0.609	0.972990203	4.24	8.0	150.3256742
0.746	16.18	3.39	23	49.1	208.9911444	8.3935	4.693	12	1.564	2.724438419	4.16	143.0	69.6637148
0.621	626.05	4.55	37	43.5	181.7622724	1.3005	0.738	16	4.534	3.916217785	2.04	116.0	60.58742415
0.536	383.72	4.63	7	34.6	47.23048845	6.2468	4.524	14	1.500	2.366778541	2.45	166.0	15.74349615
0.332	306.36	3.76	51	45.2	255.7099727	0.7223	4.145	49	3.965	2.517947002	2.59	131.0	85.23665758
0.461	563.94	4.06	31	176.7	425.2915937	8.1851	1.268	5	3.633	1.578297759	1.83	80.0	141.7638646
0.523	535.22	3.35	92	9.3	299.4074838	5.9409	0.886	18	0.753	1.417783031	3.09	85.0	99.80249461
0.581	398.66	1.90	78	161.3	337.6133206	4.8907	1.537	8	1.426	3.818651992	4.23	87.0	112.5377735
0.709	312.27	3.50	7	191.5	25.2604373	7.9918	0.292	16	0.395	3.236371861	4.22	75.0	8.420145767
0.333	663.24	0.87	17	25.3	430.6863509	4.3197	4.484	15	2.627	2.796420389	0.34	76.0	143.562117
0.476	587.27	3.15	47	178.7	435.4436222	2.0620	3.301	24	1.331	3.241090003	4.36	148.0	145.1478741
0.114	738.91	3.27	46	190.5	461.3312875	2.8076	0.296	5	2.809	0.488716754	4.36	90.0	153.7770958
0.887	371.54	0.52	63	197.4	221.8896272	7.0462	4.762	46	0.316	3.267871043	0.88	160.0	73.96320908
0.632	408.75	4.01	77	88.4	89.74478186	1.2824	1.813	32	4.831	1.998442131	3.77	126.0	29.91492729
0.998	560.66	1.31	78	161.3	318.2519272	3.2236	3.330	11	2.462	0.330250106	2.20	51.0	106.0839757
0.150	613.65	0.63	59	131.8	359.5005105	3.7730	2.529	23	2.016	3.150259219	0.22	15.0	119.8335035
0.888	280.42	1.29	36	176.3	41.36943822	6.7259	2.546	26	0.228	2.680510227	1.03	62.0	13.78981274
0.891	435.97	0.81	21	123.2	5.731944657	1.0838	0.685	10	1.130	3.606297738	4.29	38.0	1.910648219
0.248	143.42	1.95	80	100.7	109.373715	0.8271	1.151	17	1.058	3.566541194	1.31	112.0	36.45790501
0.804	194.34	2.71	32	20.0	175.3057899	2.0266	0.891	39	1.393	0.779153163	4.64	46.0	58.43526331
0.523	94.39	4.62	34	38.4	161.4642648	1.2722	4.327	8	1.165	1.729774532	4.35	165.0	53.8214216
0.357	488.40	1.94	46	66.3	452.9478878	8.3542	0.437	18	1.564	3.222513438	2.35	36.0	150.9826293
0.881	642.40	3.19	30	35.7	358.3831241	6.3679	3.346	33	0.708	3.475508722	3.84	25.0	119.4610414
0.127	465.27	1.74	10	194.5	291.6905077	5.6464	2.946	17	0.304	4.265798778	1.10	1.0	97.23016923
0.814	226.21	1.96	69	137.8	85.33542161	2.2063	2.543	14	1.898	4.749874066	2.04	14.0	28.44514054
0.398	797.61	3.02	66	124.4	332.6983079	8.7379	4.197	20	0.379	0.503875218	4.45	97.0	110.899436
0.906	438.51	3.32	97	132.9	328.6491431	1.3530	2.930	23	0.101	3.10960622	2.45	175.0	109.5497144
0.793	491.18	1.63	85	136.5	104.9265599	9.7193	3.812	26	4.479	1.890530379	1.86	183.0	34.97551995
0.951	229.12	3.17	76	68.7	110.5977798	1.6100	2.319	13	4.967	1.960679137	3.93	138.0	36.86592661
0.693	657.92	2.38	77	101.8	78.05133379	3.9498	2.107	44	2.672	1.972200406	0.85	65.0	26.01711126
0.905	47.82	0.97	46	88.8	44.41147774	2.3675	0.666	49	2.519	0.344292012	4.18	138.0	14.80382591
0.246	632.12	1.46	96	60.6	286.3011146	7.7924	4.884	26	4.074	4.038435654	4.69	5.0	95.43370486
0.210	674.77	0.48	57	152.9	153.0627579	9.6605	0.400	11	0.730	1.816072805	4.64	116.0	51.02091931
0.696	184.74	0.93	89	76.2	344.7001514	8.3919	3.470	27	1.860	4.457608124	0.25	169.0	114.9000505
0.287	544.74	3.02	40	5.1	86.96221956	5.0663	1.822	18	4.060	1.981057795	1.33	114.0	28.98740652
0.399	176.47	3.36	40	161.0	150.3154845	0.0340	2.746	49	1.831	2.150874716	1.50	75.0	50.10516149
0.899	43.32	2.06	24	91.7	154.5673173	9.8777	3.612	47	0.074	2.730795442	3.68	138.0	51.5224391
0.978	3.59	1.57	99	51.4	308.58672	4.8270	1.893	40	2.009	0.695898777	0.05	177.0	102.86224
0.381	239.29	1.04	24	179.7	115.344661	0.9621	4.385	30	3.512	2.660399849	0.12	75.0	38.44822034
0.236	44.24	0.04	25	196.5	74.9857712	8.4667	0.452	32	4.759	3.412770478	0.19	83.0	24.99525707
0.689	437.04	2.09	34	138.4	244.1623012	3.9696	2.638	35	2.541	2.073363679	3.52	127.0	81.38743372
0.913	622.13	3.79	76	84.8	346.416766	2.1084	3.065	9	2.266	1.417384922	4.11	98.0	115.4722553
0.047	286.36	1.62	68	99.2	357.6022117	1.6454	0.540	13	4.359	2.296212484	4.77	151.0	119.2007372
0.229	783.34	3.86	20	39.7	212.8780192	6.6426	2.662	32	1.599	1.213045399	4.95	109.0	70.95933973
0.970	705.56	4.17	44	188.2	267.8393274	6.4301	1.401	36	0.168	0.015018924	3.06	108.0	89.27977581
0.741	233.19	0.91	41	107.8	217.0932208	7.6518	1.552	32	4.346	3.832069616	4.71	189.0	72.36440693
0.083	31.34	2.52	88	57.7	57.97092813	6.4528	4.650	41	2.517	4.387999103	2.76	7.0	19.32364271
0.716	681.63	3.49	62	160.3	404.0425693	8.5461	1.913	25	4.289	2.617156339	4.28	174.0	134.6808564
0.090	765.53	3.46	26	128.6	114.4154173	4.0512	0.307	47	2.228	3.402655369	1.72	134.0	38.13847244
0.233	8.73	4.89	67	39.8	451.9430033	4.1651	3.217	48	0.998	1.758359304	1.49	52.0	150.6476678
0.599	322.62	3.40	26	147.4	192.1181706	8.2983	1.129	33	1.487	4.312877668	1.93	73.0	64.03939021
0.333	208.95	1.71	6	23.7	73.59124241	0.0409	1.622	41	3.585	4.531162294	0.35	185.0	24.53041414
0.882	367.37	3.99	56	156.2	128.217018	3.5816	2.001	42	2.524	3.326796633	4.66	19.0	42.73900601
0.069	5.61	2.78	96	123.4	123.535952	2.8064	3.276	22	0.493	2.203867026	2.26	65.0	41.17865065
0.448	739.31	1.48	54	174.9	422.5948965	6.3665	4.602	47	4.914	3.622481559	0.29	40.0	140.8649655
0.877	540.86	4.71	79	25.9	264.2888668	5.5150	4.680	35	0.657	0.066961271	0.78	121.0	88.09628893
0.326	390.27	3.70	47	170.2	74.61490518	1.1458	0.382	30	0.753	4.83833986	3.80	74.0	24.87163506
0.907	405.07	0.01	59	8.1	190.2210054	8.4003	4.073	32	4.185	0.035727184	1.66	106.0	63.4070018
0.794	53.60	4.18	0	167.0	431.1190023	3.8914	0.897	29	0.314	0.686587713	3.42	199.0	143.7063341
0.748	483.42	4.50	58	55.6	147.8269551	6.0542	1.473	5	1.901	1.657622296	0.67	135.0	49.2756517
0.224	116.51	2.81	28	54.9	368.10822	3.4915	1.553	14	3.531	1.002767313	0.14	110.0	122.70274
0.186	79.93	3.30	52	60.1	493.301323	3.7934	4.788	22	4.475	3.954936105	3.29	17.0	164.4337743
0.280	612.08	4.08	10	116.3	385.5621483	3.1449	2.876	32	1.439	2.878981887	0.26	187.0	128.5207161
0.334	613.69	4.94	21	44.2	429.5372826	9.8579	4.583	50	4.969	2.5062797	4.67	130.0	143.1790942
0.237	61.34	4.92	68	9.1	247.1815968	2.1568	4.098	25	1.021	1.112941347	4.30	79.0	82.39386559
0.879	678.73	4.66	10	58.4	386.0896527	5.4956	3.177	45	0.893	0.679776966	3.14	119.0	128.6965509
0.821	526.48	1.11	37	59.3	79.90984424	0.9700	0.316	15	2.966	2.399960682	1.57	134.0	26.63661475
0.581	227.69	1.99	81	51.1	75.38549653	7.3051	4.361	45	4.202	1.681650054	0.16	12.0	25.12849884
0.804	313.95	3.53	85	88.0	405.7881264	6.0530	0.058	14	1.085	3.982880207	4.95	195.0	135.2627088
0.860	437.48	4.61	68	124.3	237.8148579	3.7509	1.898	33	1.718	4.648538747	3.47	200.0	79.2716193
0.263	262.09	0.58	28	177.9	442.5893827	8.0744	1.473	46	1.344	1.60961516	1.31	110.0	147.5297942
0.406	384.38	1.52	73	28.2	179.1121363	5.9424	3.931	8	4.417	3.222414675	4.44	35.0	59.70404545
0.203	728.93	1.93	59	14.3	442.343403	2.3768	1.232	26	0.460	2.74528329	4.20	161.0	147.447801
0.662	622.24	3.73	74	126.8	329.133754	0.0798	3.092	28	1.663	0.463232469	1.03	80.0	109.7112513
0.361	203.49	1.23	81	185.8	406.2385797	7.5735	1.050	18	0.460	3.052654991	4.09	54.0	135.4128599
0.141	357.61	4.96	72	97.4	295.8134779	9.7516	1.358	33	4.388	2.646387129	0.78	78.0	98.60449262
0.309	39.37	0.78	29	176.3	441.4968796	6.2298	2.219	41	2.740	1.550101999	1.94	130.0	147.1656265
0.832	441.45	0.15	75	44.7	201.4534885	6.7956	1.150	16	1.483	2.896596486	1.71	151.0	67.15116283
0.886	768.18	3.72	33	155.1	229.9506647	8.7820	0.940	36	3.462	3.843689462	0.69	38.0	76.65022156
0.547	217.77	4.79	95	20.2	105.9752864	8.3331	3.562	9	3.004	2.146502519	2.43	97.0	35.32509548
0.713	547.98	0.88	39	156.2	377.2018972	7.0154	0.066	28	2.386	4.465479122	1.26	15.0	125.7339657
0.876	572.19	2.62	59	93.8	302.9289698	8.2114	2.671	35	3.452	1.309202266	3.88	182.0	100.9763233
0.721	579.82	0.83	64	38.7	156.4214882	4.0344	4.347	5	1.113	4.65399624	2.06	26.0	52.14049608
0.908	231.01	4.12	30	48.9	272.8793966	6.6519	3.684	7	3.496	4.701613987	3.76	192.0	90.95979887
0.310	683.91	3.62	61	46.3	195.501522	1.1107	0.904	11	0.170	4.690802722	1.90	179.0	65.16717401
0.535	353.00	2.78	23	2.0	254.1633543	8.4171	4.606	9	3.588	1.557469029	2.96	85.0	84.7211181
0.084	713.11	2.18	95	129.5	121.103644	1.1855	0.672	25	1.134	0.331869967	2.46	152.0	40.36788134
0.281	639.71	1.84	30	166.2	490.6510598	5.2745	2.565	7	0.988	2.473525801	0.75	82.0	163.5503533
0.989	573.45	2.74	23	28.1	178.979362	0.0732	1.826	31	2.025	2.718037088	3.83	59.0	59.65978734
0.921	661.82	1.66	81	81.6	319.2338083	7.6989	0.992	19	3.583	1.635011413	1.26	167.0	106.4112694
0.406	778.92	3.17	20	83.0	317.0127583	3.8390	0.168	45	4.526	0.392638291	4.76	173.0	105.6709194
0.409	551.18	0.45	40	160.4	287.9119999	1.8151	0.109	20	4.259	1.95026246	2.41	168.0	95.97066663
0.337	516.86	1.53	11	17.0	56.72375438	2.1380	4.626	33	0.095	4.354866105	3.06	132.0	18.90791813
0.853	88.04	4.39	50	72.1	27.89588055	8.8075	1.372	35	2.603	2.653681492	3.02	165.0	9.29862685
0.963	217.71	1.88	54	2.1	57.50258742	4.4447	3.601	14	3.422	1.584290721	4.90	171.0	19.16752914
0.359	772.00	1.90	69	50.4	311.7070155	3.8268	2.008	32	1.762	0.230808099	0.91	153.0	103.9023385
0.182	440.79	3.80	86	102.9	191.9888183	6.5162	3.858	15	2.045	4.768172117	2.45	88.0	63.99627278
0.163	127.04	1.58	59	15.0	481.8107335	2.9381	1.063	28	1.237	1.268864078	2.04	76.0	160.6035778
0.360	275.82	4.31	14	29.0	60.57294362	3.1596	3.740	34	0.030	2.895274204	4.07	88.0	20.19098121
0.022	540.37	2.98	74	162.7	273.5834754	0.9667	2.996	34	3.017	0.412424662	3.99	185.0	91.1944918
0.807	598.15	2.47	13	11.1	227.5274353	4.3600	1.849	29	1.986	2.051456467	0.35	138.0	75.84247843
0.240	749.58	4.53	69	157.9	8.663391953	4.7907	1.270	39	1.922	4.720066304	2.60	98.0	2.887797318
0.572	508.84	2.61	86	36.9	93.6174735	7.8181	2.608	9	3.796	4.93889503	4.96	178.0	31.2058245
0.386	712.98	1.51	88	195.8	29.82544661	9.6548	0.362	39	2.557	0.566085412	3.43	129.0	9.941815537
0.210	578.52	2.69	74	110.2	241.4793435	5.5621	1.021	18	0.477	3.717738415	1.51	74.0	80.49311449
0.217	394.34	2.90	37	56.2	265.580556	5.0391	2.702	16	4.154	3.195474697	3.90	121.0	88.52685201
0.524	683.90	0.37	68	34.0	116.1970369	9.5592	1.110	14	2.554	3.811846346	3.22	10.0	38.73234565
0.702	368.22	3.02	68	111.3	291.4911489	3.8331	2.176	27	0.590	3.64553568	1.75	24.0	97.16371629
0.475	393.66	4.25	25	119.3	158.903572	2.0339	0.112	25	2.681	3.347734045	4.86	188.0	52.96785732
0.398	390.36	3.32	86	26.3	402.5332398	1.2135	3.839	18	2.299	2.572631529	4.18	144.0	134.1777466
0.045	623.08	4.68	89	179.2	16.85165841	6.9733	4.245	29	2.614	1.453506237	3.24	121.0	5.61721947
0.123	222.41	3.07	32	184.9	160.083435	8.0586	3.467	29	2.177	4.289507713	2.64	104.0	53.36114499
0.458	714.78	2.69	90	174.3	454.1568434	1.9331	0.997	12	3.829	1.021485697	0.30	15.0	151.3856145
0.132	663.56	4.91	40	140.3	331.413259	1.9499	0.414	48	0.083	0.198903516	1.53	143.0	110.4710863
0.189	597.22	4.86	87	63.4	424.8194553	8.1690	3.224	8	4.900	4.85278381	3.50	178.0	141.6064851
0.066	621.16	4.22	42	98.5	208.8031274	2.5203	3.654	33	4.639	2.50864046	3.35	87.0	69.60104247
0.281	568.82	2.67	57	32.3	1.4033941	1.5955	2.417	50	0.253	3.033762871	1.57	189.0	0.467798033
0.521	73.20	1.85	80	148.1	406.8587995	5.5919	4.449	28	0.456	1.274605222	4.98	147.0	135.6195998
0.824	488.89	0.98	26	113.1	52.45227245	9.1047	1.123	30	0.003	4.83755367	1.20	192.0	17.48409082
0.051	676.54	0.62	39	67.1	171.0112878	1.9661	3.980	17	4.905	4.242457056	1.41	33.0	57.00376259
0.667	366.58	4.41	61	161.0	227.4242628	0.3090	4.110	41	0.737	3.330991123	1.79	99.0	75.8080876
0.702	662.96	2.85	86	123.0	306.7631896	8.0378	2.276	41	1.908	3.13956348	2.60	159.0	102.2543965
0.770	201.04	4.00	98	68.7	426.0955548	9.5615	1.550	6	3.095	2.486963181	4.27	118.0	142.0318516
0.082	429.77	4.27	91	151.8	205.2428472	0.6301	3.073	24	0.023	2.261402504	1.30	44.0	68.41428242
0.668	447.82	3.95	35	8.2	283.9694686	5.4166	0.680	50	0.977	1.591854229	2.06	54.0	94.65648954
0.654	111.61	1.86	67	102.2	286.2661921	1.4177	2.043	29	3.256	0.664379955	1.83	194.0	95.42206404
0.143	666.74	2.19	69	112.9	207.4969243	2.4759	0.172	28	4.242	1.087728801	0.00	20.0	69.16564142
0.187	521.75	2.83	57	179.7	244.1470058	8.8359	0.626	21	2.285	2.565986921	1.30	42.0	81.38233527
0.472	166.17	4.84	87	179.0	234.4937851	3.2587	1.585	21	1.761	2.847407283	0.79	113.0	78.16459503
0.824	457.01	2.44	12	125.0	350.4534193	8.8593	2.373	39	3.785	1.079577441	0.96	197.0	116.8178064
0.824	253.85	3.11	99	111.7	453.2620658	3.0096	2.635	45	0.645	4.087161079	0.57	50.0	151.0873553
0.235	382.70	0.31	59	23.0	433.5257529	1.3070	1.224	8	2.748	0.34710017	1.01	180.0	144.5085843
0.790	489.96	3.89	91	180.2	239.0172721	6.1074	2.938	41	3.115	0.318891123	4.62	97.0	79.67242405
0.551	423.04	0.36	70	10.2	142.5277077	2.8629	0.267	17	3.885	4.851126959	0.46	193.0	47.5092359
0.680	354.75	1.85	41	183.5	235.8291358	7.0602	2.250	45	2.249	1.298611533	2.92	57.0	78.60971195
0.468	362.29	1.54	30	190.0	299.8549947	7.4410	2.135	44	4.056	2.711920527	1.08	182.0	99.95166489
0.054	634.66	0.03	78	186.1	249.5624757	2.3387	3.117	28	1.878	4.84880305	4.73	3.0	83.18749191
0.465	333.46	4.42	79	178.6	467.5927161	4.3891	1.663	49	4.324	3.069074772	4.44	27.0	155.8642387
0.185	713.88	3.87	0	152.5	499.6291889	7.6306	0.588	5	3.499	1.043786258	4.51	6.0	166.543063
0.953	330.46	4.74	85	97.2	467.9448901	5.1312	1.862	9	3.911	4.451516233	4.04	120.0	155.98163
0.286	661.85	0.61	74	70.2	130.6823824	7.9254	2.524	22	2.617	1.329428171	1.86	84.0	43.56079414
0.847	785.02	1.55	13	0.7	143.7012319	0.9583	3.642	44	3.023	0.302900601	4.75	66.0	47.90041062
0.306	555.78	2.72	60	95.9	466.6006446	8.1284	3.725	34	1.589	1.876473846	2.71	31.0	155.5335482
0.009	34.41	0.12	59	145.0	47.4032362	6.7689	1.837	43	4.070	0.201775653	0.25	182.0	15.80107873
0.630	135.26	2.88	13	70.7	255.8775298	2.0979	4.571	9	3.508	3.152076897	4.97	180.0	85.29250993
0.505	1.26	4.60	71	30.0	409.2056416	7.7089	1.567	28	0.728	1.173318112	4.71	149.0	136.4018805
0.312	109.70	4.10	100	124.8	397.6267064	7.3756	1.972	41	0.929	0.289505941	1.63	80.0	132.5422355
0.401	523.07	2.73	3	84.4	288.8962467	5.1201	1.844	41	3.993	2.71824208	1.21	32.0	96.29874889
0.389	654.06	4.80	46	95.1	19.98883417	4.0910	1.435	26	3.811	1.931208412	2.48	64.0	6.662944723
0.091	267.77	3.19	69	163.6	319.8898536	7.7047	4.384	31	1.714	1.930679177	0.81	69.0	106.6299512
0.475	365.73	4.77	43	149.7	181.7911561	9.9187	4.624	18	0.370	2.581732853	2.94	157.0	60.59705204
0.109	620.49	1.21	50	153.8	143.8502815	7.2545	0.419	13	3.784	1.989415155	0.98	36.0	47.95009384
0.676	558.50	3.46	85	164.1	220.5952952	2.2784	0.975	36	2.203	4.300821649	3.58	66.0	73.53176507
0.582	639.64	3.22	39	72.1	45.84681817	9.7608	2.596	45	0.337	1.544498212	0.16	6.0	15.28227272
0.069	702.80	4.90	94	163.3	221.6487153	7.1103	2.656	33	1.591	3.309741279	4.82	57.0	73.88290512
0.736	712.61	2.17	48	60.4	155.3526986	5.2353	0.854	13	4.897	1.955461464	4.03	6.0	51.78423286
0.960	277.48	1.42	19	137.4	482.3897191	8.3087	0.972	20	3.163	3.024185698	0.50	65.0	160.796573
0.332	647.24	3.31	39	12.5	464.0548784	5.2904	0.665	25	0.270	1.064724734	3.23	191.0	154.6849595
0.288	98.90	2.05	77	146.4	470.6336809	2.1181	0.802	9	1.068	1.452105044	2.26	10.0	156.8778936
