N0	N1	N2	X	N3	N4	N5	N6	N7	N8	N9	N10	N11	Class
0.626	27.64188128	4.5	97.4	168	4.824990788	4.488	3.902772798	0.7	2.590	3.627118245	4.90	4.125295624	-0.0456166851
0.158	24.80249656	3.2	96.1	27	0.322952208	8.817	1.733333176	2.2	1.770	2.876828474	0.12	4.214500113	0.9504834991
0.113	25.33690886	0.0	4.9	128	1.102389062	9.682	1.02285523	1.4	3.136	4.296987019	4.08	3.738229863	-0.9750828052
0.655	46.48998276	3.8	11.7	14	0.336157141	6.020	4.172805759	4.9	1.838	3.687104746	1.14	0.243460293	-0.7918434865
0.042	26.02995011	4.6	8.1	110	4.74492486	2.976	2.233221644	0.0	2.696	3.222653976	2.60	3.890290206	0.9698399684
0.259	19.95692035	1.0	46.9	15	2.351955654	1.177	0.545775815	4.3	0.894	1.841451124	2.20	3.731167895	0.2234624965
0.352	33.48787632	0.1	81.9	18	2.169407476	4.191	3.87218693	2.7	3.874	0.43763109	4.23	4.284624493	0.2284542015
0.198	30.23847433	0.7	33.2	88	3.898017536	7.025	4.782334098	1.4	3.191	0.225924008	4.24	3.46881239	0.9848022397
0.983	38.8394832	2.0	19.1	105	0.518281577	6.059	2.702458961	0.9	0.396	0.175497732	1.07	4.563371247	0.2666765904
0.369	45.15099218	0.3	79.2	9	3.38344603	9.937	1.065447314	1.0	3.269	1.64069124	4.39	1.873430796	-0.6155987882
0.118	13.42378947	4.1	4.2	90	1.727653486	8.066	0.128200975	2.5	3.944	0.956081952	1.85	3.913627301	-0.8752637508
0.650	35.14965814	4.3	6.8	69	3.105593244	8.223	1.853757331	3.5	2.028	1.307250124	1.12	0.332733992	0.4999773081
0.504	13.62936178	4.1	65.9	158	1.015431609	2.538	3.095333536	4.3	2.499	1.061408985	2.56	3.647273441	0.0516616742
0.348	10.08805282	1.5	39.8	194	0.683602706	6.598	1.079461395	4.1	4.437	1.069720153	4.26	3.81513438	0.8827767688
0.306	12.59922376	2.9	72.0	67	2.88589769	7.068	0.458784749	2.8	4.267	2.137916607	1.22	3.596114916	0.2215951365
0.381	33.38128052	2.2	53.1	134	2.142234107	5.528	1.911454315	1.4	2.992	3.389402566	4.12	0.425939843	0.2924520424
0.888	4.151952327	1.7	63.4	16	2.629161889	9.538	1.110374094	2.5	4.295	4.599936982	3.25	3.214422609	0.5567683705
0.842	29.41509024	1.8	46.4	66	0.176360939	6.493	3.749334619	2.6	4.516	2.857085841	1.77	2.751956243	0.6900055789
0.768	14.34099761	3.6	11.7	45	1.809857368	1.064	2.997885687	0.0	3.522	3.791688545	4.99	4.680363891	-0.7355337211
0.978	21.75508385	2.8	96.7	67	3.633925508	2.863	0.204109609	3.6	1.232	4.691769129	1.88	3.723285349	0.6082658998
0.183	31.96939551	3.5	11.9	95	4.692446107	1.835	1.013364508	0.6	2.494	0.033523767	3.19	0.391303137	-0.6238778979
0.994	22.38321812	0.3	11.7	188	1.944540855	6.075	0.658023925	3.4	2.890	1.49649591	1.08	1.134230931	-0.7392900651
0.885	38.42674103	2.1	49.1	35	3.813659568	9.691	0.649232666	4.8	4.149	1.813810027	2.27	3.35691064	-0.8990197086
0.667	10.74024432	2.6	50.9	58	1.716266152	9.384	4.257501768	3.8	2.542	0.050230626	1.06	0.922369926	0.6299124801
0.536	23.54725264	5.0	39.2	130	1.212616214	3.484	0.93690143	4.9	2.895	2.853988621	0.96	3.422200449	0.9929055213
0.877	39.97803113	1.5	35.5	127	1.830481557	0.609	0.833007905	0.3	1.285	4.752167266	2.43	4.209343709	-0.7934568844
0.563	7.761683427	4.8	30.6	129	4.347079217	1.369	4.872827168	1.2	4.530	4.231625685	3.79	0.813221459	-0.7153090281
0.822	27.27314717	0.1	57.3	67	4.240505915	0.157	3.736357826	4.0	1.966	3.672284809	0.07	0.487375538	0.6716383160
0.037	41.29388732	3.9	92.8	28	2.095603609	3.464	2.919967593	0.8	4.274	0.177864056	3.88	0.594371779	-0.9911523714
0.104	38.75512904	0.6	91.8	44	2.053118959	4.372	1.840456762	2.6	1.920	2.991298801	4.41	4.797896678	-0.6309348549
0.874	27.71842152	0.5	17.1	143	1.086541754	3.171	2.021105746	3.6	0.692	0.212813855	4.69	0.494470201	-0.9856972774
0.865	12.2239861	4.7	94.4	112	1.504164532	2.969	3.382363679	1.5	3.764	0.583869095	1.65	0.991921296	0.1167191398
0.341	29.52044175	3.7	70.7	198	1.896621172	9.099	1.35827767	3.6	1.432	2.748936965	4.04	4.392215792	0.9998472854
0.801	33.54711355	1.6	0.7	132	4.69609807	4.559	1.562764996	3.6	0.824	1.072229826	0.77	1.751602488	0.6379132789
0.567	22.53238014	4.6	78.5	62	0.034650998	9.399	2.449928411	2.9	3.138	1.13590534	2.00	0.903269313	0.0573250066
0.787	32.83248886	0.4	6.7	159	1.366821118	7.095	3.85826497	0.6	4.048	3.742495777	4.58	3.134431308	0.3607664183
0.491	1.336247911	0.6	58.5	169	0.413297469	8.801	1.588679522	2.4	0.199	3.620693231	1.64	0.794874485	0.9438787597
0.272	44.64175179	1.7	20.7	80	4.426543809	8.820	1.913007972	1.5	2.090	1.694215239	3.47	0.512932883	0.9647617863
0.579	11.0431025	1.1	46.4	77	1.703059436	2.386	1.25483738	1.1	3.128	4.409253893	1.78	4.480390452	0.6838256059
0.680	8.767085712	4.7	86.0	9	3.803737019	4.264	4.575550651	4.6	3.641	0.276303889	2.02	1.1678614	-0.9117700284
0.143	28.69222723	4.5	40.3	8	0.97699399	6.187	0.464555939	1.2	3.321	2.488814513	1.02	0.753532539	0.4925003351
0.028	25.11745278	0.3	75.3	34	3.411376271	0.371	1.462583086	1.2	3.582	0.209265595	3.81	0.716532766	-0.0671158098
0.871	36.34958956	4.5	23.5	80	3.165431373	2.660	3.502480671	3.5	0.187	3.255902254	2.11	2.022872667	-0.9981796856
0.908	30.41414005	4.1	41.4	110	2.32996691	4.737	2.530099698	1.2	1.318	4.295547976	3.28	0.462724114	-0.5588099394
0.376	11.61305482	3.7	81.2	13	4.883382962	4.096	4.829117177	3.4	1.090	4.796914222	2.89	3.777774689	-0.4792480850
0.800	3.372517805	0.1	19.0	146	2.541161881	1.593	0.336717269	4.8	2.804	3.56820565	4.71	3.128045463	0.1005865418
0.351	29.91068966	1.7	27.1	69	4.317162077	8.015	3.405057017	2.8	4.313	0.758559024	3.92	1.038061659	0.9216688319
0.325	33.62880945	4.4	96.0	120	1.807867236	4.908	0.080071956	1.1	2.897	1.161636249	0.67	3.83612749	0.9847209821
0.755	2.056161612	4.5	58.7	191	1.893876994	3.149	2.014344719	1.6	4.637	4.555556288	4.69	0.532316208	0.8508769903
0.934	37.09689994	4.5	45.7	170	4.519435872	4.845	1.347689322	3.4	3.456	3.642516468	1.86	1.322618377	0.9950047504
0.615	2.206666509	0.7	85.3	80	1.948832089	8.064	2.898723698	4.5	3.127	4.638878219	0.75	4.099231724	-0.4968117265
0.380	43.90822059	3.4	63.4	197	4.729759448	8.861	4.284251604	0.7	2.518	0.093165415	2.80	2.127472996	0.5475560812
0.177	21.57216214	1.7	56.2	155	1.080272432	2.263	1.387343851	0.6	1.793	4.319384472	4.18	0.41291363	-0.3809975211
0.053	24.99826187	2.4	49.7	9	1.366838801	4.062	0.431645826	4.3	4.317	4.606895767	0.26	4.242223605	-0.5622623602
0.806	32.47818672	3.3	57.2	88	3.482580353	8.232	4.705703079	4.1	1.945	2.958126003	4.35	0.867954551	0.5943076560
0.628	11.33374187	4.9	45.1	73	0.690033227	0.146	1.827971171	0.3	2.539	1.404870125	0.18	3.546076117	0.9108277818
0.831	3.016490388	4.9	51.4	141	3.624627456	7.067	4.063492952	3.0	0.959	4.357678762	4.55	3.480762256	0.8992403460
0.604	1.687869116	2.7	79.8	134	3.714477748	9.998	3.375805447	0.8	3.703	2.369673137	1.67	2.282047556	-0.9637923833
0.515	20.13380859	1.7	94.1	55	0.12741552	9.019	3.404871297	3.7	2.248	4.704228487	1.53	3.609642259	-0.1099911289
0.125	40.00103367	2.1	49.8	196	1.236680543	4.210	2.520349881	2.7	1.065	3.102988936	1.34	3.095638059	-0.4577690344
0.085	44.40218252	1.6	17.3	58	3.247561635	6.900	2.288291639	4.8	0.354	1.312602176	4.62	4.18448917	-0.9994656300
0.431	14.74263454	1.0	25.5	53	2.138922462	5.291	4.796423636	4.9	2.080	0.152729205	4.12	3.055002811	0.3891777496
0.432	38.33223576	2.9	40.8	165	4.517902538	7.538	1.824432807	3.1	1.826	2.329891809	3.03	0.934986089	0.0309451537
0.538	35.93573343	0.4	89.5	26	3.085001162	3.473	3.75275143	2.7	1.811	1.758127733	2.03	3.903926349	0.9992956186
0.533	5.984977545	1.5	36.6	198	1.537477152	7.805	1.346345435	3.1	3.203	2.763540546	0.05	3.576209625	-0.8706882508
0.879	3.884352792	0.8	37.3	193	0.349547649	1.668	4.292393391	2.9	3.598	3.667039986	0.16	1.809628825	-0.4331923709
0.011	10.09970991	2.7	69.2	154	3.150678478	5.801	4.483098281	1.2	4.445	3.294438025	4.93	0.017347535	0.0963330864
0.184	22.55057335	2.7	98.1	147	3.741723398	6.256	1.790738919	4.3	3.627	2.800930458	0.90	1.442157058	-0.6520967408
0.232	28.54261328	1.3	14.9	164	2.80580276	0.264	4.980134826	2.3	1.031	0.70618218	0.52	0.941716464	0.7109069739
0.197	19.31700747	3.4	87.6	108	2.103909815	6.998	4.504005648	2.6	1.567	3.671832227	0.96	3.58604011	-0.3826949425
0.296	7.572732739	3.4	4.8	194	4.510561456	9.912	3.648353111	1.7	1.285	0.503414577	4.68	1.723227598	-0.9945630226
0.009	11.99118181	2.0	75.2	151	0.38183194	3.152	3.888830644	1.3	2.812	0.47638689	0.29	0.889394195	-0.2231754927
0.372	3.937822656	4.6	70.8	105	4.777047008	0.138	3.556556922	2.7	3.489	3.573266105	4.79	2.566264858	0.9951015545
0.826	14.8596029	1.6	81.3	105	1.372448114	6.739	1.958571375	1.3	0.047	0.678824833	4.29	0.132933234	-0.3873621342
0.685	21.06548165	2.9	75.2	147	2.955429067	1.905	3.329525173	1.5	4.716	1.192293254	3.08	4.950216878	-0.2137684113
0.014	24.87934933	1.7	70.1	50	2.234940843	1.383	2.898316236	2.1	1.990	3.483994607	4.58	1.39882671	0.8538035746
0.848	16.37699473	3.3	41.6	183	3.726796801	2.511	4.79431108	2.3	3.128	3.99551457	2.82	3.779370136	-0.6527936226
0.403	45.18154369	4.6	77.1	18	2.678568828	7.045	2.745259905	1.2	3.673	2.043855601	4.97	4.86107302	0.9915702411
0.302	14.51948748	2.4	42.3	22	3.812654758	4.647	3.198772117	3.4	3.286	3.5488475	0.40	4.906756137	-0.9925615857
0.396	37.01437076	2.8	74.4	95	0.457180328	5.977	1.567988362	2.2	4.791	1.553241187	4.67	3.922013928	-0.8341871250
0.454	48.55626943	0.3	68.4	45	1.091596994	4.291	3.864757994	0.7	4.429	1.965115267	0.77	0.77120483	-0.6312273062
0.991	12.05443491	0.6	76.3	30	0.564420688	2.408	1.503317636	0.6	3.261	1.212310353	2.12	4.8691451	0.8042891441
0.977	18.03246838	3.6	69.1	12	4.50676481	4.730	4.59768183	2.7	2.075	3.574097693	4.13	3.898235713	-0.0139684667
0.879	12.70937526	1.5	72.7	174	0.098341527	3.907	0.213276021	1.0	2.468	4.662670661	1.83	2.498191051	-0.3950593525
0.718	2.679661581	2.9	28.4	196	3.71204296	4.647	0.854503244	1.7	3.506	0.691637726	4.71	0.195861524	-0.0805188813
0.395	11.37470753	2.8	94.5	68	4.547422514	1.867	1.060516048	2.8	0.681	1.884783398	4.62	0.944183938	0.2233104138
0.346	36.05318209	1.9	20.7	120	0.235357368	4.291	0.708441955	4.0	1.271	1.621044765	3.75	4.080520251	0.9542158450
0.553	49.38127444	3.8	54.2	184	3.343546935	3.866	3.403340735	1.6	2.052	2.952121329	2.11	3.775817147	-0.6768683298
0.645	4.605824228	2.2	20.5	170	0.997588183	4.947	4.533962945	3.4	2.789	2.992447804	3.58	4.972804238	0.9991249826
0.109	44.46622665	1.1	91.7	189	2.104392715	3.176	4.317828517	0.1	2.722	2.087002662	1.58	1.892185407	-0.5822465135
0.929	39.53195089	4.1	4.2	58	4.326776999	6.691	4.054398778	0.3	3.092	0.077182556	3.13	0.138513827	-0.8866522252
0.123	14.18775189	4.6	55.0	58	0.769202386	7.955	2.823836224	2.2	0.801	1.769468878	1.41	2.554565477	-0.9990441497
0.099	29.28571803	4.7	7.4	35	1.409499104	7.968	3.386497635	2.5	3.354	3.341111792	2.24	1.490157738	0.8890026379
0.057	4.401541427	3.1	83.8	200	3.163677599	2.635	2.471561242	3.0	2.048	3.819463566	2.28	0.69183037	0.8691957890
0.092	27.99178737	3.7	70.6	13	2.563034257	2.387	3.792402905	3.4	4.917	0.656838918	4.80	1.209906524	0.9984723642
0.205	34.30092951	0.3	82.6	113	1.762388791	5.854	0.705269629	0.4	4.946	3.413538257	4.70	0.515034614	0.7943666611
0.336	3.155563734	1.5	6.4	115	1.756188274	0.459	1.747691754	3.8	0.852	1.212760231	0.86	0.037893308	0.1032793332
0.496	22.60688414	4.5	52.0	176	2.446704084	1.764	0.766449294	3.3	1.509	3.050921432	4.26	3.295383134	0.9817859687
0.181	20.19643986	4.2	19.7	94	2.149851837	4.356	4.721904179	2.1	1.921	0.140079507	3.49	2.318977994	0.7729616374
0.976	21.68974076	0.1	10.8	116	1.394608098	1.916	2.702778686	0.5	2.969	0.516337156	3.49	0.239908619	-0.9763897414
0.861	36.00244119	2.8	62.6	94	4.442725393	9.589	3.295809267	2.1	2.421	4.225117783	1.89	2.020136958	-0.1934553176
0.094	23.73707483	2.1	25.5	3	3.089599133	4.237	0.49494109	1.4	0.353	0.398004791	2.34	0.068702388	0.4025994320
0.021	10.58904624	4.9	96.5	40	4.947604667	1.858	0.260872497	4.1	1.683	1.040898296	2.77	0.062809253	0.7972259905
0.322	15.55226132	4.6	90.6	146	0.692927534	0.529	0.644960527	3.8	0.705	4.850104069	2.40	4.460486403	0.5008420159
0.898	10.99296802	1.4	64.3	175	0.603627259	2.540	1.278843054	3.1	3.005	2.006474379	4.94	0.216383153	0.9913286256
0.893	9.919213646	0.4	68.6	42	0.617314538	8.407	1.00886375	0.6	3.375	3.784857962	4.10	4.283710911	-0.5281956675
0.360	19.63159497	2.0	54.8	70	3.889570476	6.229	3.622781462	1.4	3.943	4.741234094	0.76	0.634849268	-0.9824077464
0.899	12.87639722	1.5	70.7	167	1.633830925	6.261	2.690341214	1.9	2.253	2.444136192	2.08	0.976788245	0.9998013807
0.276	2.876548869	3.1	65.7	20	2.320109517	8.368	1.856763189	4.5	0.826	3.05057223	0.81	2.84213543	0.3087249896
0.922	15.18794183	4.6	11.9	138	3.580171206	3.437	1.064989808	4.7	3.460	0.467930805	3.66	4.239859731	-0.5863629062
0.761	3.664037156	0.2	73.2	88	2.772037501	4.373	4.406298309	4.1	2.693	3.661047206	2.37	3.07437639	-0.8164274996
0.908	10.89921763	5.0	11.5	106	0.48421542	1.114	0.788715965	0.9	1.661	0.923851893	4.75	4.132887178	-0.8938732817
0.676	6.851846312	1.8	90.1	161	3.333058125	8.201	1.656408483	2.3	3.241	4.608693252	3.68	3.030543944	0.8316702792
0.652	48.69183101	4.8	99.3	190	2.53725076	7.483	2.172317016	2.5	4.533	3.635129165	1.55	3.422023388	-0.9537339114
0.635	5.50892798	2.3	25.2	5	4.612355196	6.391	3.083669584	2.9	1.189	3.434408418	4.74	3.111125299	0.0410355742
0.763	48.04727129	2.4	51.0	198	3.468052113	5.966	3.819484075	0.6	2.429	2.982168873	4.68	3.826219619	0.6496552812
0.946	20.96953773	1.9	47.2	66	3.868211711	5.964	0.073198802	1.0	0.272	4.482023961	1.88	2.795551752	-0.0457683367
0.176	14.46556092	1.4	90.2	110	4.382750477	9.256	3.515899385	2.7	4.268	0.794424806	2.88	4.394626641	0.8052191552
0.620	44.45899399	0.3	53.6	174	3.189369887	1.150	0.675775204	1.4	4.383	0.40727805	2.54	3.236188425	-0.1660086132
0.060	16.01781799	0.5	16.3	7	1.510605602	8.444	1.876163386	3.5	0.624	0.88193484	2.66	1.927428743	-0.5885010667
0.404	3.01994268	4.9	74.9	110	2.958634504	9.480	0.813687255	4.1	2.771	1.411300833	3.33	4.07330535	-0.5204085665
0.636	14.37237993	2.1	95.9	178	0.12600526	8.477	3.659189273	0.8	4.005	3.812971157	0.07	3.301820265	0.9982466767
0.948	39.36062062	3.5	8.0	131	2.42451174	2.291	2.241548006	1.4	0.572	0.843668747	1.54	3.534216771	0.9948943574
0.613	23.33401613	4.9	67.4	41	0.16459736	8.936	0.975395274	4.1	3.084	1.976198944	2.75	3.998238748	-0.9912597206
0.561	19.72326357	0.5	22.6	59	2.701485541	6.483	4.200659439	4.8	2.872	4.679908633	0.49	2.689371586	-0.5363826942
0.667	41.48070771	4.4	25.1	160	2.250409399	1.945	0.599895501	1.0	1.285	4.500921761	4.47	3.557289019	-0.0075059404
0.730	8.347910607	3.6	89.8	180	0.100718963	6.238	4.937044511	0.6	3.817	3.100765863	3.44	1.312888731	0.9555258002
0.424	2.903057971	1.0	47.8	86	2.50984219	6.479	4.392594436	1.9	0.124	3.641171248	4.32	0.058714862	-0.6065948545
0.514	6.798595471	1.8	26.1	157	3.017057865	9.564	3.412497968	0.5	3.001	0.638627846	2.39	3.388274843	0.8019059771
0.913	0.485653061	4.3	68.3	189	4.378116033	9.131	0.857278981	3.4	4.564	4.018382101	0.61	2.529520046	-0.7068929618
0.571	36.07935333	0.9	37.6	179	0.49990551	9.266	4.584989344	3.2	3.731	0.646501747	3.04	4.242144944	-0.0707423447
0.166	28.09693807	4.7	74.0	94	3.253494294	4.692	0.208488197	1.6	0.640	0.51017219	0.57	1.843626715	-0.9924615171
0.030	14.13521918	0.5	48.8	82	2.28499941	2.672	2.643699637	0.1	3.222	4.134028986	1.23	0.116380803	-0.9981586199
0.653	35.67818714	3.3	20.5	18	2.440621174	1.003	3.305302958	4.7	3.906	2.884288599	2.79	3.107854815	0.9988736312
0.806	48.51382009	0.2	58.4	26	3.364732861	8.825	2.941115428	2.4	0.496	1.125133336	2.25	0.385669925	0.9571613237
0.764	18.81354754	1.8	90.2	155	0.972622645	1.621	4.611521807	3.1	1.819	1.875844452	1.02	2.270624068	0.7569970401
0.900	15.9113538	3.3	16.3	142	4.479875539	0.354	3.723919316	1.6	4.173	3.562531684	4.70	2.406178259	-0.5161927933
0.322	14.42363016	4.7	24.8	193	3.025269303	4.339	2.636361423	3.3	1.064	0.172221929	0.30	0.783216696	-0.3164041482
0.740	3.845202048	0.8	86.8	141	2.315768979	6.044	1.490636049	1.9	0.249	1.404825052	3.79	3.308740885	-0.9095604314
0.048	27.45928532	0.0	9.6	32	4.826828548	1.772	3.264487898	3.7	0.878	2.210752764	3.17	4.050152164	-0.1539111483
0.563	17.04547056	1.2	29.1	110	1.176975282	3.933	2.438222857	0.5	4.250	0.924045794	0.06	3.642468595	-0.7649444505
0.906	18.84036609	3.4	39.6	178	4.035535048	9.182	3.573502114	3.1	2.216	3.407228597	3.59	2.47681772	0.9313283862
0.822	0.228353232	4.7	75.7	159	0.008131957	0.833	2.677708889	1.2	1.101	0.590345531	0.41	1.92373915	0.3314584495
0.844	26.52424618	1.9	85.2	156	4.40936073	5.009	3.920084961	0.1	2.699	0.229887518	0.07	2.727721337	-0.3629788542
0.829	6.026966971	0.7	74.1	63	4.141801162	8.702	4.697406367	3.1	3.585	2.408432301	0.37	3.085149153	-0.9616397773
0.784	33.91343429	3.5	2.8	63	0.994348964	9.073	4.228029776	3.6	1.527	1.734055605	2.17	1.317387292	0.3207073162
0.670	5.444099516	2.3	46.6	159	4.840742488	5.170	4.716287259	2.1	2.821	1.874580502	3.16	4.586698896	0.4622131876
0.082	37.93092343	2.4	66.1	3	2.621936313	0.239	4.598879401	1.9	0.743	1.124773282	4.87	4.641340992	-0.0905450798
0.596	13.64478486	1.9	15.7	29	2.285132264	9.879	0.726978275	4.4	1.082	2.646218247	3.65	1.182915786	0.0196730628
0.508	43.88935311	1.9	22.2	26	4.289222643	4.792	3.823774049	4.7	2.125	4.906226066	4.32	1.222541872	-0.2479279006
0.996	5.859636263	1.2	9.1	73	2.793078336	5.157	3.391568326	3.3	4.353	3.752980308	2.02	4.093589849	0.3027258684
0.794	16.30664261	3.2	80.1	161	1.206989612	6.799	0.870022288	3.3	4.847	2.046630793	4.80	0.565705958	-0.9996893238
0.136	0.984658757	3.4	23.6	37	0.638998218	1.362	4.245481965	2.2	0.747	4.111630017	3.34	3.755615024	-0.9999951161
0.387	16.38744219	0.5	69.0	48	2.124877125	7.092	4.291879648	0.9	1.946	3.328587461	0.79	0.115293212	-0.0807484204
0.867	20.49040821	1.5	31.8	182	2.732443501	0.883	1.772639984	4.2	2.043	1.308527398	2.88	4.103245519	0.3743513071
0.691	6.723048838	2.9	70.2	89	1.505154079	8.316	1.062711964	1.1	2.291	1.132217923	0.38	0.637375134	0.8997269307
0.227	20.34476094	3.8	78.3	176	1.717407612	5.801	3.207220822	4.9	0.672	4.520326985	4.28	4.237282173	0.2363669452
0.562	8.846552237	5.0	23.8	142	0.112593733	2.555	4.190882365	2.5	0.872	2.386696263	1.49	2.773554488	-0.9609124282
0.546	47.20615508	1.7	77.4	155	2.143919218	0.312	3.915062431	2.9	2.906	2.623546273	4.71	3.480277784	0.9081235517
0.895	11.90386118	1.6	66.2	145	2.862006907	7.571	4.80317335	3.2	3.625	0.312645553	0.50	1.16578922	-0.1961556036
0.226	35.21127018	3.1	77.6	41	2.155225893	4.078	1.337603022	2.1	0.486	1.795280192	2.06	4.013308693	0.8327542888
0.096	13.13798798	2.8	74.1	186	2.351663159	4.309	0.461451566	3.0	4.123	0.405347163	4.73	1.065599332	-0.9648233863
0.013	6.73239199	4.8	94.9	126	2.063494985	3.484	1.898767501	2.5	0.510	4.567150172	3.89	1.961513473	0.5992287404
0.776	36.38401878	1.0	75.5	1	0.680255745	9.406	4.512690024	2.5	0.867	0.195111094	0.23	0.023183264	0.1171359730
0.511	27.49362424	1.2	47.7	84	0.482849471	6.629	3.411165797	0.0	3.416	4.097228512	4.43	3.218158086	-0.5390269858
0.307	20.71364605	1.5	25.4	15	2.516997701	8.055	2.574989237	1.6	4.469	2.119418174	1.53	1.618495896	0.2315869079
0.098	46.13906214	4.8	55.0	45	3.731867691	7.924	2.521796282	4.0	0.080	0.618569755	2.09	3.365132417	-0.9985488568
0.682	39.04359777	4.5	18.1	120	3.343590228	1.129	1.657216764	1.6	3.560	2.790220396	0.10	3.84791249	-0.6829673624
0.586	2.316114408	4.9	65.9	178	3.81955851	8.236	4.291844496	4.2	3.206	4.095011858	1.21	1.092175542	0.0816088318
0.314	1.224112458	3.0	75.3	96	1.038990445	2.942	3.580652475	1.2	4.416	3.054940518	2.01	1.042594358	-0.1454032590
0.453	3.947070275	1.3	17.4	90	1.452194996	1.649	1.622596849	4.2	3.152	2.898501803	2.49	1.549918839	-0.9959170787
0.258	28.32489352	2.3	23.8	53	2.741118678	1.176	0.727511632	2.5	4.687	3.741125384	1.40	2.322269341	-0.9675189403
0.589	20.91866822	1.1	74.2	11	2.799820226	8.932	3.812755501	4.5	2.474	0.541118458	4.21	2.470379388	-0.9380543667
0.532	28.86439284	1.8	19.6	178	4.227341475	2.391	2.174020147	1.7	1.263	1.59407818	3.19	0.952091219	0.6932572288
0.632	36.2294441	2.0	35.5	169	1.573349301	4.161	4.289657909	2.2	1.517	0.231116912	2.32	0.782165671	-0.8254745773
0.702	1.543012742	1.1	39.0	196	4.594929296	2.419	0.715491222	4.9	4.388	0.173178402	1.35	0.755817267	0.9622803951
0.270	27.34300334	1.0	47.2	59	3.626902086	3.192	3.462685097	2.2	3.273	2.084192687	3.74	3.748325008	-0.0660318541
0.904	18.26216959	0.9	15.3	74	3.423481525	0.797	3.462674591	1.0	2.097	3.584429234	2.53	2.345269144	0.3713727002
0.378	22.65800599	4.3	63.4	52	4.091974575	4.082	0.569286377	2.8	1.561	2.383222345	4.61	4.970777956	0.5404809687
0.251	30.35266516	5.0	93.7	142	3.015647776	3.907	2.305778798	3.3	0.260	4.263051994	2.35	0.365693853	-0.5151999371
0.584	34.73764305	2.6	87.0	5	1.583131199	5.224	0.494137742	4.8	1.463	1.94929544	3.05	2.732621685	-0.8065640588
0.011	35.50671431	3.8	13.3	40	3.612676149	2.216	4.008556589	1.9	3.580	1.288535726	0.30	2.874483615	0.6508884107
0.198	11.60801378	4.8	61.5	9	1.411414645	6.611	0.757933655	0.9	4.339	4.053962484	2.72	4.764614999	-0.9622695538
0.345	23.16042228	1.0	65.0	96	1.458097358	0.380	2.888657599	2.1	0.904	4.77854374	2.88	4.179514225	0.8200081766
0.534	33.65918064	0.9	95.7	42	4.130773676	3.791	0.725058591	0.8	1.028	3.381740541	0.19	3.107747001	0.9967074715
0.481	22.66495764	4.8	49.1	50	1.646063319	1.340	3.799446341	3.7	3.442	1.381743626	2.64	4.125889383	-0.9364313211
0.688	12.8806005	2.7	66.2	63	2.162627674	5.722	3.665472274	4.9	0.798	2.592597441	3.38	3.601211749	-0.2545604428
0.308	29.15128206	1.2	91.6	168	4.1478487	0.021	2.491391486	3.5	4.730	0.120973585	0.12	0.680491879	-0.4310108149
0.060	45.98431549	1.9	16.4	67	1.057259888	7.575	1.238643728	0.1	4.894	0.643445514	4.21	2.676424064	-0.6288810786
0.559	46.73730341	3.1	24.5	191	0.547640588	2.411	3.001152679	1.9	1.563	4.577029981	1.56	2.569970452	-0.6169112359
0.674	23.4606762	2.9	92.5	8	4.695043357	6.506	0.34687381	3.3	2.670	0.45465721	0.04	0.763368473	-0.9853579115
0.560	14.61023317	3.9	60.8	112	2.56291832	7.674	1.798089425	3.9	4.720	4.224057372	2.35	0.461011302	-0.8840784770
0.387	15.62771497	1.6	3.5	160	1.129663994	7.177	3.117782552	4.2	3.902	0.297168356	4.49	0.815064227	-0.3611603147
0.133	32.87415537	0.9	9.4	98	0.198898008	5.538	3.171334559	0.8	3.975	4.238495163	2.75	0.424093275	-0.0111567508
0.515	44.4577636	2.5	82.2	153	2.704968783	4.327	1.205833817	1.1	3.205	3.507780115	3.45	1.678641176	0.5209688444
0.608	34.49276509	1.6	87.4	153	1.265425639	6.399	1.005435311	0.9	4.845	0.361900675	3.61	1.837037754	-0.5415333258
0.241	17.45416356	1.5	30.4	154	3.753405826	1.700	0.689582214	4.3	0.756	4.85459129	1.29	3.356804011	-0.8338396347
0.825	11.46476149	2.0	34.3	192	0.709894413	3.628	0.531418244	0.2	1.208	1.800993341	0.90	3.885660549	0.2351652843
0.607	23.16622862	0.7	62.9	111	0.964003037	7.036	3.300507664	4.0	4.528	0.485121272	3.93	4.509107575	0.0895097720
0.943	38.22661976	0.4	70.2	166	1.984690726	0.728	0.710476372	4.2	2.965	0.860136353	4.82	0.700116796	0.8885813623
0.260	29.49437745	1.7	95.6	11	0.342139289	1.814	3.785414417	3.2	0.599	2.071950865	1.02	0.690818022	0.9826519234
0.037	21.17245717	3.2	1.3	33	0.982356489	9.101	4.452865964	2.8	2.778	3.097679581	4.11	1.729814865	0.9521715574
0.108	48.37165312	4.0	99.1	34	2.297048971	6.241	0.483554492	4.8	0.224	0.603392741	2.86	4.663810178	-0.9829697585
0.398	22.16069902	2.2	65.4	24	3.203558007	8.954	3.150905855	2.9	4.419	3.881193174	4.96	4.659313017	0.5130903369
0.090	19.82231777	3.9	94.8	153	4.075522254	1.531	3.379819066	4.4	1.636	0.045475872	2.05	4.574061448	0.5628086990
0.215	40.91299737	1.2	28.2	135	4.265400144	7.538	4.965525161	0.8	3.936	2.291419072	3.73	0.601115073	0.1090284195
