N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	X	Class
0.551	199.14	2.44	18	2.3	1.555284843	9.7491	0.031	46	1.792	0.149263102	495.9571	13.998491803	2743.1132758049
0.779	340.90	1.72	23	36.4	1.288555462	5.5341	4.657	14	0.880	0.683533801	12.4738	6.399642540	262.1000777894
0.481	394.50	3.72	16	2.4	4.239040045	2.4888	4.572	25	3.330	3.374438131	76.3153	1.985046715	7.8218988416
0.657	141.32	4.32	89	109.8	2.137796342	4.8673	0.992	7	4.159	3.408829555	226.0822	16.628166028	4597.6198220363
0.996	780.58	4.85	86	33.0	4.02100452	7.9941	0.785	46	1.387	1.379550844	147.0179	3.302444247	36.0169126992
0.967	38.45	1.56	21	81.3	3.212922236	2.1625	0.651	43	3.471	2.079391788	249.9281	19.194143498	7071.4131529342
0.300	254.97	1.62	7	23.1	3.244166136	3.3996	1.727	27	1.942	2.510742724	269.6740	1.832268671	6.1513079213
0.852	403.24	2.69	50	73.4	1.785499308	0.5644	4.784	45	0.358	2.977106448	380.8452	1.869743828	6.5365159450
0.047	593.80	3.00	82	4.6	0.149748561	6.4265	4.707	42	3.135	2.596663023	441.7390	11.406224049	1483.9719574597
0.335	76.22	4.52	63	22.7	3.600436613	6.7701	2.810	8	2.736	1.659708969	344.3749	15.607938336	3802.2145699201
0.247	65.32	2.38	12	90.8	0.164571329	4.9411	1.924	39	0.213	0.709486151	478.8754	8.214828912	554.3647009051
0.055	168.39	3.30	82	40.9	4.787854591	2.9727	1.023	31	0.995	4.945174313	355.9084	9.752425350	927.5512264749
0.902	435.03	4.11	3	95.1	3.079751283	4.9535	1.192	20	3.814	1.740136346	1.4146	7.676639306	452.3904268672
0.365	737.55	0.26	9	150.0	4.584658133	9.3389	2.198	48	1.537	0.098711076	333.2879	13.588530479	2509.0971578516
0.776	719.77	3.66	49	43.4	4.026103413	4.6342	0.451	15	4.810	0.858897381	59.1182	10.360787754	1112.1883233838
0.872	299.10	2.80	87	46.2	4.287184973	6.5328	0.428	44	3.935	1.098398328	495.3901	2.781090272	21.5102400795
0.191	430.71	4.37	90	174.7	2.470605708	4.3713	3.989	10	0.175	0.170483063	87.5081	6.007584915	216.8202068382
0.851	256.16	2.64	10	36.8	4.495189724	0.6650	0.653	6	3.193	4.641244479	310.2370	13.998777952	2743.2814986162
0.795	145.15	0.47	24	15.2	3.10939832	3.2261	4.394	46	0.657	0.002732557	93.4552	5.965805952	212.3280490337
0.403	71.20	1.67	82	179.2	1.772706572	4.5324	3.083	32	3.253	2.58898067	159.4008	0.175689562	0.0054229785
0.946	740.80	3.14	21	183.8	1.935384918	9.0472	3.021	30	0.227	3.581983365	103.7134	11.834655319	1657.5507767307
0.326	792.14	2.59	63	103.4	4.890604935	2.0972	2.715	6	3.563	1.796154557	319.2648	15.139587473	3470.1010740976
0.345	41.66	1.77	33	33.9	3.292198011	7.8726	2.519	12	4.191	3.931577559	370.0896	6.232174056	242.0575995821
0.060	263.50	3.20	34	67.5	3.225613286	6.5648	3.278	15	3.052	2.640644456	447.3086	1.407573246	2.7887720094
0.236	356.40	1.92	59	47.9	0.302546922	8.3868	3.299	10	2.331	1.875454987	81.6126	8.763136468	672.9436896004
0.833	635.42	2.23	25	37.4	4.336797324	4.9228	0.465	27	2.713	0.997724515	130.8136	3.395263877	39.1399799431
0.041	192.90	0.49	56	141.6	3.460317444	9.8942	0.045	13	2.264	0.276478929	193.8117	7.664100048	450.1772006525
0.086	603.19	0.14	98	11.2	1.167866423	6.8956	0.548	21	3.485	4.306918127	263.8950	18.534472787	6367.0859298961
0.153	67.59	2.24	52	99.7	0.793463247	4.3274	1.694	11	2.748	4.50339158	288.6216	5.459640480	162.7391845178
0.309	564.47	3.35	8	43.3	4.053420711	8.8144	3.048	44	1.227	4.400980372	203.1752	9.351243771	817.7266190394
0.223	490.29	1.57	57	55.1	0.12965666	2.8896	4.141	34	2.218	0.126370985	376.9047	10.292332047	1090.2883371313
0.369	212.99	4.32	27	192.5	2.218702201	6.8319	2.841	49	3.696	2.431268431	434.3857	12.956133721	2174.8347576984
0.276	168.25	4.30	85	105.3	2.531539005	5.0562	1.423	17	2.698	1.258189645	385.1177	2.038894939	8.4758750057
0.646	673.20	1.35	71	196.9	1.102574617	7.5180	0.313	50	0.452	4.073101143	412.0644	10.526221496	1166.3194361903
0.163	662.06	3.37	31	149.0	1.801688	7.4406	4.343	25	0.372	3.522422246	441.8258	8.790875614	679.3544198367
0.083	542.76	1.54	87	34.4	2.713949875	2.3270	4.502	46	2.959	0.031222614	466.1552	12.891031046	2142.2145414794
0.261	146.51	0.49	67	22.7	4.22991009	4.5732	2.748	26	1.092	0.976904255	448.8662	11.122539161	1375.9790782246
0.786	371.65	2.34	1	123.6	3.841339674	9.0226	3.140	19	4.657	0.565216559	206.7196	19.190701908	7067.6100329984
0.941	487.77	2.04	91	82.3	4.042266683	7.8165	3.361	23	1.556	0.595925743	471.8949	5.987497007	214.6524886967
0.350	379.09	3.61	36	0.1	0.000480785	1.2699	1.107	41	0.950	0.727650436	288.7385	4.137294393	70.8189158127
0.383	195.19	4.84	49	47.9	0.806391872	2.4668	0.781	8	1.170	1.776429491	252.8608	6.927238060	332.4147899178
0.469	300.97	3.39	46	167.6	2.217274444	0.1814	3.364	17	0.714	4.961483966	487.0371	0.212928531	0.0096538728
0.994	763.42	1.17	87	108.4	1.535742216	7.8905	2.299	26	4.923	1.16324759	397.4824	0.582082422	0.1972211346
0.757	612.22	4.09	57	187.7	0.038019783	5.2426	0.395	14	0.270	1.786951672	62.3980	2.126963328	9.6223246685
0.282	724.92	4.93	53	167.7	1.144536349	5.8985	0.366	5	2.070	2.729851464	394.2053	15.524804467	3741.7814443173
0.116	505.42	4.09	81	77.9	1.162481235	9.5726	0.189	30	0.952	1.376677034	50.4774	5.935389026	209.0968874350
0.291	642.90	4.78	32	170.7	1.474402614	4.3736	2.816	40	1.134	2.958050223	426.6235	11.260347710	1427.7606360863
0.673	675.17	1.64	83	102.1	4.446712926	2.3016	0.015	46	1.380	2.617566739	208.6645	2.250896364	11.4042439499
0.343	573.78	4.15	32	36.0	3.474108023	5.5684	3.733	6	2.683	1.881099401	440.6933	13.739869377	2593.8676445151
0.534	493.04	2.88	33	112.1	3.668509102	9.0018	2.061	12	3.899	1.610195356	488.7270	8.229355435	557.3108023868
0.453	131.33	4.22	19	26.7	0.738213033	6.0598	1.631	47	2.380	4.831026759	20.2094	18.598595770	6433.3986879591
0.311	362.34	4.97	74	16.6	0.874981716	2.2291	3.705	47	3.815	2.446222609	436.8115	0.400438736	0.0642108242
0.872	119.42	4.01	23	140.4	3.32838807	2.1602	0.030	49	3.932	4.510592456	337.7608	15.165792614	3488.1514951951
0.461	358.24	4.99	27	10.2	4.726213535	3.3821	1.072	11	3.274	3.807309549	314.2143	14.024029024	2758.1533308207
0.638	613.92	3.51	78	164.5	1.621135709	1.7593	0.931	7	2.218	0.350665397	345.6848	2.539592790	16.3791837956
0.693	632.70	0.68	76	169.9	4.078227303	0.4754	3.671	11	3.781	2.227295601	89.4212	5.661532994	181.4688670090
0.928	597.17	3.34	55	30.9	3.702559473	7.4746	1.270	40	4.901	4.387404034	41.6399	6.103446768	227.3659801497
0.139	624.35	1.66	93	152.6	4.589115506	5.2218	0.558	30	2.103	4.136036272	408.2792	4.677950474	102.3686223354
0.068	328.52	3.45	52	27.9	3.461676133	2.2648	4.116	43	1.053	4.968136569	429.5587	10.341227043	1105.9009209696
0.598	599.88	3.22	96	69.0	3.538359932	1.7488	3.876	21	2.865	2.994404286	297.9127	12.989240453	2191.5494233989
0.678	274.86	1.78	12	99.5	3.799930407	4.9708	4.495	29	0.482	2.459480031	28.9444	9.862489309	959.3114681403
0.225	62.11	0.69	23	89.9	2.388311804	8.1014	3.763	45	2.260	2.946531555	142.6275	11.587962385	1556.0416965430
0.619	269.20	2.17	61	153.5	1.48390532	7.6087	0.397	30	4.749	1.750657974	393.2324	13.124625387	2260.7927348882
0.441	532.50	1.99	63	166.4	0.451803853	5.8864	3.121	9	2.876	3.115116957	128.6766	0.776827157	0.4687844524
0.140	445.89	3.67	19	159.9	1.254651383	6.1937	1.597	45	1.495	4.559630315	231.1343	9.571281006	876.8195026602
0.212	666.96	1.48	16	188.3	1.219600452	4.2499	4.863	13	1.651	2.962577724	146.0129	19.153298788	7026.3657194368
0.099	713.04	4.88	53	118.4	3.911590233	2.2135	3.097	30	4.738	3.182422329	93.4296	2.590922901	17.3925583626
0.935	780.12	0.91	19	177.5	4.568511691	0.1064	1.953	18	2.848	2.955461731	351.0423	14.381728285	2974.6319482051
0.640	673.15	0.02	45	147.7	0.721714944	8.2981	2.157	39	4.409	4.331827425	478.1902	1.299120035	2.1925415947
0.601	672.76	0.62	88	131.8	3.564268582	6.3537	3.033	34	0.688	1.498760199	399.5107	2.276559112	11.7987716098
0.949	728.01	2.83	5	33.6	0.774562205	8.7431	0.352	28	2.223	0.207441341	8.4367	0.755437194	0.4311169420
0.940	494.74	2.90	46	190.6	4.061217277	6.4185	1.392	34	4.688	4.855549022	71.2608	17.294358114	5172.6529720475
0.085	687.96	0.18	31	102.4	4.51386597	7.7038	0.369	27	0.271	0.427543048	54.0411	18.819637977	6665.5162975013
0.937	438.10	4.57	74	73.8	4.059917152	9.4338	2.713	24	1.022	2.768978653	482.7325	1.421919453	2.8749148548
0.557	248.41	1.51	97	123.2	3.566281349	7.5610	0.654	30	0.104	0.356014924	467.7153	1.117646912	1.3960914508
0.900	190.76	4.99	56	26.4	2.951388718	6.2266	1.006	25	3.217	0.188697867	1.4197	14.843238644	3270.2880679707
0.027	276.16	1.79	90	10.9	2.131692995	3.5913	0.914	35	4.412	2.055558463	144.8464	4.597820491	97.1977103326
0.890	653.96	1.24	23	126.3	3.611060649	1.6276	2.729	28	2.218	3.09704722	59.8661	3.456578163	41.2989629195
0.825	73.94	0.91	25	151.6	0.409100587	8.1685	2.944	31	3.195	2.047127214	124.9291	6.902324385	328.8411038042
0.469	15.55	1.00	25	97.3	1.68632223	3.7056	2.765	50	0.429	3.76750819	177.3429	12.733689652	2064.7276931904
0.313	638.56	0.90	35	151.7	0.657541607	3.6607	2.173	6	1.178	0.75834532	494.8919	16.285124434	4318.9009500738
0.769	550.83	4.83	57	69.2	4.583412284	3.5572	4.703	23	0.045	2.213640863	208.9141	1.204893516	1.7492263152
0.055	703.10	4.03	88	22.1	0.78652627	4.8009	2.627	39	3.208	3.112437338	417.3180	5.703564249	185.5406245973
0.023	361.39	4.18	2	78.4	4.20505542	2.0947	2.225	9	0.356	4.320193779	276.2924	6.803151321	314.8693539354
0.078	103.32	1.36	10	151.9	4.150874411	4.9564	2.903	19	2.371	4.92440148	108.0300	6.967007187	338.1728796333
0.741	524.83	1.82	86	182.1	4.414695327	3.1644	4.946	27	3.846	3.806177147	241.6209	0.967522356	0.9056972036
0.526	477.63	4.91	72	38.1	2.083923451	9.7446	2.398	27	4.817	3.780437364	230.3691	3.910928413	59.8190621047
0.289	157.42	1.44	65	125.1	3.81642949	7.0147	4.307	14	2.556	4.864486261	234.4760	0.657898902	0.2847590174
0.342	635.91	0.17	29	68.0	0.983689173	9.1437	1.727	31	2.722	0.508566096	479.7511	14.564344061	3089.3903800405
0.418	158.91	0.60	92	129.7	0.819767802	3.3631	2.033	12	1.084	3.138017284	26.7476	12.052523271	1750.7895111549
0.114	388.45	0.92	32	183.0	2.499449242	9.9412	0.104	10	2.290	3.280104189	102.2004	11.788958646	1638.4241198177
0.481	126.39	2.57	35	66.6	0.674754302	8.9407	1.990	47	2.629	1.455219646	321.5728	18.261978624	6090.3673742038
0.263	3.26	3.72	63	28.7	0.398741278	8.7223	2.561	20	2.153	2.15978782	39.9134	10.763669207	1247.0418464820
0.741	617.88	1.97	26	76.9	0.293679647	4.2894	0.131	31	2.294	2.00222552	355.4261	16.676105939	4637.5001459597
0.835	225.52	0.01	12	18.5	1.150901094	5.8517	3.564	41	1.815	0.15605756	41.7703	13.563473151	2495.2423689465
0.921	46.53	3.19	90	134.1	3.005065819	7.5661	1.643	23	4.248	1.435770996	122.3053	4.099440006	68.8927633401
0.313	436.57	0.88	53	132.5	0.894755784	8.2131	3.947	17	1.194	3.865340204	380.1001	16.785434246	4729.3095744084
0.551	558.51	2.80	46	83.2	2.215996008	7.3142	2.487	40	4.925	4.653916011	381.9292	3.551091227	44.7801442447
0.398	462.83	0.99	60	86.9	0.809972272	1.6681	1.047	8	0.803	0.954642504	52.6751	7.596379052	438.3488609954
0.161	161.69	0.18	59	76.3	0.308639638	5.6270	4.332	22	3.370	4.365187552	9.1310	3.430669139	40.3772286639
0.580	753.99	0.15	8	93.8	3.84457736	3.4079	0.963	35	4.129	0.54673427	99.9257	19.379154451	7277.8729885958
0.117	121.22	1.50	61	133.6	4.916918539	9.8700	1.371	10	0.381	2.147329252	13.4708	19.321369990	7212.9637743315
0.796	298.02	1.08	56	63.7	2.3064425	1.6421	3.630	6	3.589	0.642153963	371.8419	17.401623589	5269.4988111177
0.023	268.48	3.77	53	143.1	2.810678966	7.2987	2.480	19	2.975	1.100326353	145.9429	5.432320920	160.3083910260
0.337	728.52	1.87	79	165.8	3.620371685	0.9828	0.767	47	0.847	3.695418489	497.6480	3.857741771	57.4115749361
0.028	642.48	0.95	76	19.9	0.072408808	5.4279	4.586	48	3.929	0.791420824	493.4052	13.407920602	2410.3731921358
0.275	653.11	2.88	83	126.2	2.29759767	1.0340	2.704	42	4.670	3.909839586	384.9360	13.693037091	2567.4343871569
0.156	80.33	2.51	70	2.6	3.749727384	8.2888	1.031	15	4.121	2.301897895	246.1683	5.862951624	201.5342819878
0.481	35.15	0.17	19	198.4	4.291855159	7.1951	0.222	43	2.705	0.479504451	195.7804	5.195248095	140.2228775880
0.457	597.78	3.46	9	157.9	2.250902789	4.1796	1.238	40	4.042	3.443391858	199.4021	4.550819666	94.2472915765
0.939	504.14	1.47	64	50.3	0.637630103	3.8056	2.998	36	1.224	3.057142545	328.2313	18.481567578	6312.7183612234
0.260	546.60	1.77	21	186.2	4.216588549	0.5272	0.079	47	4.235	2.533775892	142.2716	14.666474091	3154.8386892118
0.987	104.68	1.13	43	65.4	0.24526563	7.5365	0.205	39	2.401	4.968736144	452.3745	4.873513102	115.7514429935
0.575	642.27	4.78	70	14.0	3.877287385	9.7342	2.889	49	4.387	3.618297639	233.0208	8.814682514	684.8887361359
0.967	519.20	1.42	63	165.0	1.812492993	4.3452	1.152	23	2.614	3.466624903	355.2156	17.798124052	5637.9690619328
0.060	607.40	1.25	36	191.7	4.142134848	4.3440	0.177	43	1.438	4.450423416	40.4031	6.419211684	264.5118253461
0.726	672.19	2.02	55	118.6	4.963342566	4.6639	0.372	20	4.288	2.829061217	393.6408	6.882571321	326.0259442696
0.748	654.58	2.44	46	104.9	1.690576183	3.8536	0.734	15	1.953	1.886819653	86.4925	17.665632221	5512.9944334389
0.412	9.85	0.27	11	134.9	4.718807036	0.6616	0.905	19	1.652	4.946698248	74.1832	5.002225708	125.1670024331
0.427	580.41	1.72	20	27.1	1.236115838	0.5962	4.051	46	4.896	1.021874951	496.2420	4.759300853	107.8026600250
0.360	559.41	2.67	90	109.9	1.572331227	3.9291	4.077	21	2.805	4.732425579	477.1675	3.701010794	50.6945246457
0.064	563.11	0.42	12	196.2	3.833506118	0.7169	4.138	40	3.942	4.903318245	376.3609	9.444125929	842.3358953509
0.142	71.48	0.84	70	151.6	0.700212912	7.8073	3.650	49	0.350	0.666013931	211.9051	19.375171814	7273.3868527328
0.050	157.32	3.15	35	126.5	0.184680807	2.6007	4.854	28	1.287	0.243921032	448.8238	6.946711810	335.2261169904
0.129	290.40	4.73	76	184.5	1.786204252	4.1456	4.567	17	1.829	1.733466432	38.8207	17.958113980	5791.3814543231
0.232	486.90	0.63	17	68.5	3.999029292	1.4978	0.087	33	0.610	4.671701469	43.8163	5.237126367	143.6412445812
0.042	209.08	4.43	63	34.8	4.861325643	5.2614	1.489	44	4.226	0.377815916	243.0364	5.907582759	206.1718856413
0.154	757.12	0.89	77	131.5	3.581485972	4.6487	3.736	31	0.077	3.109822079	336.2726	11.979546515	1719.1791462700
0.813	132.25	4.60	62	78.4	4.834979481	7.6369	4.340	27	0.613	2.357440667	350.1133	14.607484394	3116.9245742870
0.994	704.55	4.49	30	173.1	4.657919731	6.7279	1.017	16	0.611	3.647416817	477.4674	3.655111138	48.8316905961
0.526	722.49	3.63	46	183.9	0.475703705	3.2140	1.771	34	3.960	2.177635294	361.9994	13.374732191	2392.5183865792
0.615	41.32	3.88	40	84.3	3.065535158	1.1464	4.199	30	4.915	1.471176636	355.9577	6.306308308	250.7988826402
0.184	568.98	0.06	78	88.3	1.201413911	7.6096	2.856	34	1.461	1.002714656	53.8846	2.302009446	12.1989177816
0.468	495.32	2.46	8	82.9	1.929758345	7.9768	4.442	21	4.144	2.078342391	51.3485	6.376823108	259.3063247431
0.180	675.10	4.92	10	64.0	1.953033033	8.4648	2.565	10	1.057	2.858940551	359.2305	11.608480276	1564.3218210399
0.112	484.57	3.98	89	115.9	4.018762115	4.5916	0.357	30	0.417	2.503515317	225.5678	13.733003446	2589.9810535642
0.496	221.09	0.88	30	161.6	0.446842337	6.4943	3.606	46	0.914	4.452208224	465.0775	17.987161026	5819.5294166991
0.051	696.87	2.08	67	79.4	3.561958712	5.8194	1.099	10	4.668	0.557328606	45.1093	3.104514564	29.9213445193
0.192	429.07	0.62	29	114.9	1.854035159	0.0045	1.936	31	1.209	1.075672041	169.5428	1.764617567	5.4947988018
0.479	606.36	1.31	69	17.2	4.138491535	0.5654	2.090	12	3.078	4.045595858	477.1294	17.429834347	5295.1684295489
0.244	329.14	2.85	66	158.5	1.441623096	8.6863	1.981	50	3.429	3.713762685	258.7159	7.837862333	481.4962325844
0.298	720.49	1.26	28	69.5	4.298791371	1.6900	3.849	9	2.507	3.644770184	392.4871	8.539933230	622.8212551079
0.670	20.37	3.18	17	136.9	2.965673968	9.2562	3.552	48	2.336	4.519973368	31.0765	4.809765403	111.2683588423
0.839	639.24	2.58	64	3.5	4.45201636	2.4494	3.495	27	0.335	1.810986885	218.8205	10.710108099	1228.5181096660
0.487	783.00	4.24	82	28.2	1.821165873	4.5388	2.726	12	3.898	2.682147687	72.3306	12.618563411	2009.2304137780
0.030	316.91	2.66	46	23.8	2.24179483	1.1431	0.615	48	4.144	3.65575281	297.7777	19.419758038	7323.7151332006
0.117	558.12	3.48	92	29.2	4.691375602	5.8760	4.078	20	1.544	4.094417698	425.3079	0.976408191	0.9308811621
0.130	335.44	2.61	19	72.0	0.575562698	8.4694	2.083	37	4.846	2.323255344	319.2786	5.598167849	175.4436875830
0.518	191.78	2.31	15	131.4	1.023451285	9.0858	2.497	21	2.758	0.355705333	172.0032	6.560676533	282.3877659654
0.653	311.50	3.17	7	21.6	0.872856838	4.7105	2.001	12	0.441	0.825506877	130.6921	1.689864102	4.8256446812
0.386	653.64	3.72	22	44.2	1.839760574	2.0919	3.348	14	1.404	0.808914688	176.7908	9.496140099	856.3303564575
0.594	125.49	3.83	3	160.0	3.762050694	2.2134	0.689	20	3.330	2.780017835	367.9007	18.966511893	6822.7962649140
0.110	537.38	0.28	35	149.5	4.960188331	2.8883	1.725	50	2.320	2.821618354	333.8107	15.131458108	3464.5141501284
0.461	752.61	0.63	81	75.6	4.17527969	1.7501	2.278	48	0.082	4.077188935	358.2054	15.697710282	3868.2000690147
0.645	741.93	0.94	20	1.6	1.54040748	6.4180	2.852	30	3.932	3.379717099	113.9310	16.856196696	4789.3742103295
0.889	187.16	2.76	73	126.5	4.123124976	5.1048	0.064	37	1.156	0.478836594	89.3014	0.864674142	0.6464834560
0.565	162.82	3.30	14	120.8	2.248222223	1.3573	3.961	35	4.600	3.954890841	217.6466	2.695727970	19.5897184453
0.487	595.32	3.42	53	123.6	3.78758375	4.1796	2.657	41	4.877	0.415797396	381.7422	15.122203499	3458.1612029094
0.022	179.02	4.81	31	18.7	3.618007093	0.7576	3.041	33	2.497	4.010271794	493.3117	18.520043303	6352.2267651723
0.230	416.62	3.36	61	130.3	2.990386763	0.6419	0.766	50	4.020	3.08352254	202.4923	10.520784625	1164.5131316783
0.992	118.89	1.16	96	160.6	0.248917077	1.1187	2.368	46	2.124	0.356117136	295.0698	6.988237244	341.2737788762
0.147	121.77	0.47	52	188.6	4.962556303	7.8689	0.733	39	1.666	0.064538407	85.4673	1.155164424	1.5414570059
0.127	549.35	2.72	40	142.9	1.803051982	7.3212	2.376	21	4.853	1.76695198	290.2021	17.127081514	5024.0053598043
0.525	161.94	2.20	18	1.2	3.218590613	4.1164	2.310	22	2.810	1.738993054	266.7982	19.246309814	7129.2265775834
0.226	533.82	1.95	79	40.2	2.541022104	8.7139	3.066	19	2.170	2.504919357	250.1748	2.163072373	10.1207605909
0.509	341.45	4.14	26	180.6	1.901115767	5.2421	4.629	24	0.726	2.605707109	269.4024	7.501535016	422.1340870531
0.571	648.86	2.05	63	39.9	4.502296686	2.0281	4.780	23	1.517	1.680832001	399.2395	8.011699467	514.2495843166
0.974	86.60	3.03	8	17.5	4.527578444	6.9967	0.787	17	1.514	1.631444559	153.9873	19.324674530	7216.6653135633
0.830	502.47	2.24	63	55.3	2.330546913	6.5484	0.716	22	4.237	3.957278784	375.4895	10.242455800	1074.5145372601
0.889	609.58	1.98	54	45.2	1.604217467	9.8170	0.486	27	0.029	2.670633958	454.8957	2.643838700	18.4801233697
0.090	468.83	0.20	83	32.7	4.800789432	3.7529	0.229	38	1.554	0.031358532	209.2363	19.126094253	6996.4683670962
0.365	732.74	4.21	18	57.3	0.281907487	5.8431	2.519	8	0.201	4.271958353	209.5755	7.585151028	436.4079940849
0.015	692.69	0.01	34	165.2	0.285561375	9.5893	1.183	33	2.920	3.767790677	340.7919	7.832829272	480.5692537671
0.907	478.95	2.98	73	95.6	3.630829028	6.0919	2.450	47	2.669	4.536969856	358.2966	9.382866579	826.0505460831
0.691	783.61	0.58	13	72.3	0.995816342	6.6873	0.637	8	1.774	2.601132938	153.2886	4.345754808	82.0721211855
0.455	227.12	1.50	78	180.6	0.413912524	2.5317	0.296	34	1.379	3.038121688	275.4523	3.014279233	27.3873772697
0.320	491.72	0.82	66	89.6	3.527552704	6.5474	3.847	5	3.074	0.524955111	204.9439	4.676207942	102.2542683469
0.585	566.07	2.77	80	73.4	3.183926435	2.2510	4.607	11	4.537	3.016794791	425.3029	7.796637998	473.9386318310
0.073	122.68	3.05	67	10.4	2.149046786	2.2930	3.664	37	1.240	0.011221468	276.3812	13.571206094	2499.5126406155
0.089	372.75	0.16	25	3.6	3.421800965	2.6875	4.757	23	2.411	1.828502983	8.7225	8.711016843	661.0077636927
0.370	564.28	0.49	4	72.0	1.722897634	0.7180	4.978	8	0.384	0.248255964	71.4010	14.707588194	3181.4447381257
0.662	317.93	2.01	94	51.4	3.405340719	3.7614	4.642	19	4.241	3.220717902	206.0238	15.161294651	3485.0488040093
0.410	445.23	0.27	72	115.0	1.006791222	6.3735	2.888	46	3.180	0.672335142	239.0333	9.467729691	848.6674593508
0.565	438.21	4.53	36	163.9	3.868138645	8.5619	0.674	21	3.398	4.523914059	116.0983	11.145732532	1384.6048573737
0.685	303.53	4.74	54	37.8	4.409176994	9.0979	3.368	24	1.969	1.075721241	231.9293	6.812028702	316.1035749967
0.241	331.32	3.89	70	3.4	0.561891411	1.6923	4.854	32	1.656	3.019737382	291.7209	12.810406184	2102.2710067716
0.661	138.46	3.83	16	117.5	1.704736064	4.3047	0.056	44	2.798	0.420649066	121.3418	7.524234975	425.9778812688
0.916	375.81	2.44	76	9.2	0.584507706	5.9358	1.588	7	3.468	4.104308494	140.5205	10.626810046	1200.0760067322
0.044	596.66	4.29	54	39.6	4.400703947	9.5904	2.229	46	2.544	4.653052641	270.0121	14.241867393	2888.6891696104
0.019	152.95	1.96	86	64.8	4.997273765	5.9006	3.551	13	2.276	4.222275155	254.4047	16.518986730	4507.6502630984
0.288	531.45	3.21	22	180.6	1.653095668	4.6074	0.395	26	1.133	0.65260093	144.3538	18.087185052	5917.1550002196
0.607	585.47	1.03	9	73.1	0.179441658	7.4346	0.017	46	1.099	2.505948106	274.9389	6.259244360	245.2255516066
0.862	76.31	0.43	77	1.8	4.285394619	9.5151	2.397	49	3.088	3.038383745	152.4624	12.006195387	1730.6777893042
0.283	543.49	2.39	85	142.6	3.623320915	3.3373	0.561	41	1.050	2.981454822	0.3470	15.683668120	3857.8286234561
0.926	215.52	2.44	37	113.8	2.557895907	0.1910	2.880	43	2.018	1.570663199	431.0176	0.979693285	0.9403085681
0.094	187.82	3.07	72	191.9	1.2438788	8.5894	4.939	50	1.143	2.827562022	149.9180	5.654971287	180.8386317309
0.682	575.38	2.83	14	140.0	1.462397606	2.5144	3.535	8	2.913	2.498657571	425.4257	19.088389346	6955.1716749650
0.221	765.24	3.41	72	93.6	3.14320504	2.9757	3.420	11	2.619	4.633279272	57.7872	15.268149005	3559.2555339912
0.002	205.49	4.41	21	128.7	1.750824439	3.0894	3.625	12	0.672	2.266362712	247.5587	2.350776128	12.9907377453
0.284	255.59	2.67	85	83.7	1.728742491	3.9166	0.393	34	2.437	3.746462996	93.0216	15.138079242	3469.0640856461
0.746	75.45	0.49	16	118.2	0.48504934	6.6681	0.601	46	1.740	4.621213625	354.7112	0.159640894	0.0040684825
0.639	34.98	3.19	83	58.9	0.142009818	4.3958	2.382	37	2.065	4.358395226	35.3525	18.422032731	6251.9090112812
0.259	308.39	0.88	45	177.2	1.84187921	8.5907	1.346	45	1.579	3.830598072	159.4873	5.382414037	155.9305846412
0.533	481.16	3.23	91	77.9	3.076016088	2.3691	0.104	46	1.524	0.565271402	444.1911	4.547205841	94.0229433107
0.966	366.23	3.52	3	197.5	4.809100993	7.5444	3.839	44	4.440	2.712992348	155.4660	11.074483816	1358.2211171515
0.843	349.80	0.20	1	167.0	2.462706952	4.2523	1.556	43	2.290	1.33823044	161.0274	8.415619043	596.0163904297
0.026	767.54	1.67	75	186.5	2.891909985	6.3400	2.156	9	4.567	3.991935471	307.5357	17.105542272	5005.0744230236
0.312	619.54	0.83	78	188.6	2.24351733	4.6163	0.353	28	4.006	4.100878041	161.6993	12.706240237	2051.4039474673
0.837	11.71	2.03	97	197.4	2.539137511	6.6992	1.241	34	4.919	4.283233464	253.0894	9.820689364	947.1656131788
0.090	509.49	2.59	37	87.1	1.599003601	7.5624	1.920	25	4.823	4.127599117	188.3435	16.915401800	4840.0177549507
0.021	112.45	1.34	7	104.0	2.183630206	6.2351	2.663	25	1.229	3.751278118	348.0195	9.182431695	774.2355692361
0.010	742.00	2.16	9	94.0	0.043622046	5.6521	2.889	44	0.804	0.787887808	406.3626	12.626121913	2012.8431557731
0.223	464.82	1.48	99	95.5	3.967077596	9.6685	1.865	46	3.786	4.80204414	123.8757	8.323127510	576.5800934854
0.420	279.81	1.12	83	121.4	2.273734758	2.3314	0.532	29	4.308	4.839350138	373.2151	0.530240278	0.1490795741
0.878	650.39	4.30	20	1.5	1.145792087	5.0136	1.128	34	4.157	4.319578019	165.2273	16.309013228	4337.9351472814
0.358	359.88	2.65	95	83.7	0.966068304	9.2567	0.657	42	1.063	1.326613044	445.6566	6.023618868	218.5608921891
0.017	564.95	0.48	40	10.5	2.928441429	7.1890	0.583	28	3.382	4.374043537	59.4673	0.608109459	0.2248771227
0.366	158.53	0.43	64	135.5	2.988623256	9.6683	0.676	6	4.859	3.010242717	340.8835	15.603230138	3798.7747478500
0.151	673.73	2.15	33	193.3	3.502881016	7.7915	4.596	31	0.073	4.06847739	282.1077	2.125225295	9.5987554948
0.696	714.21	0.81	15	82.7	0.428417356	4.8151	4.027	45	3.483	4.454365038	383.8702	5.963501241	212.0820642583
