TrueSize	FrontLength	WorstCover	BestCover	AccBound	CovBound	CovMaxPhenFreq	CovMaxStateFreq	CovMinPhenFreq	CovMinStateFreq	Acc_CovRatio	Cov_AccRatio	Length_SS	FrontDiff	Diff_SS	BayesMaxCov	BayesMin	BayMax__BestCov	BestCov_BayMax	WorstCov_BayesMin	BayDiff_SS	phenotype
720	7	14.5	49.5	0.292929293	0.299093656	0.5	0.410493827	0.5	0.041986319	0.979389858	1.021043859	0.009722222	35	0.048611111	147.7777778	15.11507476	98.27777778	0.334962406	0.959307197	0.136496914	0
720	13	11	28	0.392857143	0.197183099	0.5	0.350704606	0.5	0.044572367	1.992346939	0.501920615	0.018055556	17	0.023611111	126.253658	16.04605208	98.25365799	0.221775752	0.685526879	0.136463414	0
1440	17	8.5	31.5	0.26984127	0.137254902	0.5	0.316674383	0.5	0.007383635	1.965986395	0.508650519	0.011805556	23	0.015972222	228.0055556	5.316217448	196.5055556	0.138154528	1.598881175	0.136462191	0
1440	14	10.5	30	0.35	0.133333333	0.5	0.31458995	0.5	0.01280865	2.625	0.380952381	0.009722222	19.5	0.013541667	226.5047639	9.22222826	196.5047639	0.132447545	1.138553471	0.136461642	0
1440	20	9.5	41	0.231707317	0.177489177	0.5	0.329813406	0.5	0.015520092	1.305472933	0.766005924	0.013888889	31.5	0.021875	237.4656521	11.1744659	196.4656521	0.172656549	0.850152489	0.136434481	0
1440	11	23	83.5	0.275449102	0.270664506	0.5	0.388832465	0.5	0.046026077	1.01767722	0.982629836	0.007638889	60.5	0.042013889	279.959375	33.13877563	196.459375	0.29825756	0.694050989	0.136430122	0
360	11	7.5	19	0.394736842	0.253333333	0.5	0.378251608	0.5	0.032648003	1.558171745	0.641777778	0.030555556	11.5	0.031944444	68.08528935	5.876640625	49.08528935	0.27906175	1.276239348	0.136348026	0
180	6	6	9.5	0.631578947	0.28358209	0.5	0.378249486	0.5	0.096663002	2.227146814	0.449004975	0.033333333	3.5	0.019444444	34.0424537	8.699670163	24.5424537	0.279063316	0.68968132	0.136346965	0
720	10	16	47.5	0.336842105	0.290519878	0.5	0.40458912	0.5	0.061678723	1.159445983	0.862480887	0.013888889	31.5	0.04375	145.6520833	22.20434028	98.15208333	0.326119606	0.720579842	0.136322338	0
180	5	7	10	0.7	0.285714286	0.5	0.383641975	0.5	0.073242134	2.45	0.408163265	0.027777778	3	0.016666667	34.52777778	6.591792029	24.52777778	0.289621883	1.061926707	0.136265432	0
720	11	12.5	45	0.277777778	0.296052632	0.5	0.397505787	0.5	0.031665654	0.938271605	1.065789474	0.015277778	32.5	0.045138889	143.1020833	11.39963551	98.10208333	0.314460831	1.096526287	0.136252894	0
720	13	8	24	0.333333333	0.184615385	0.5	0.339129715	0.5	0.021672463	1.805555556	0.553846154	0.018055556	16	0.022222222	122.0866975	7.802086724	98.08669753	0.196581614	1.025366711	0.136231524	0
1440	18	19.5	92	0.211956522	0.273809524	0.5	0.400227623	0.5	0.041506464	0.774102079	1.291819292	0.0125	72.5	0.050347222	288.1638889	29.8846543	196.1638889	0.319262765	0.652508803	0.136224923	0
720	14	17	49.5	0.343434343	0.306501548	0.5	0.409861111	0.5	0.032263601	1.120497908	0.89246039	0.019444444	32.5	0.045138889	147.55	11.61489642	98.05	0.335479498	1.463637676	0.136180556	0
720	14	7	22	0.318181818	0.178861789	0.5	0.333428241	0.5	0.023125199	1.77892562	0.56213705	0.019444444	15	0.020833333	120.0341667	8.325071673	98.03416667	0.183281149	0.840833602	0.136158565	0
1440	10	9	23.5	0.382978723	0.106575964	0.5	0.304870274	0.5	0.010024233	3.593481213	0.278281683	0.006944444	14.5	0.010069444	219.5065972	7.217447917	196.0065972	0.107058286	1.246978171	0.136115693	0
720	10	16	52	0.307692308	0.320987654	0.5	0.416666667	0.5	0.049583333	0.958579882	1.043209877	0.013888889	36	0.05	150	17.85	98	0.346666667	0.896358543	0.136111111	0
360	4	10	13.5	0.740740741	0.216	0.5	0.347222222	0.5	0.060331983	3.429355281	0.2916	0.011111111	3.5	0.009722222	62.5	10.85975694	49	0.216	0.920830922	0.136111111	0
720	12	14.5	39.5	0.367088608	0.235820896	0.5	0.381944444	0.5	0.053420659	1.556641564	0.642408646	0.016666667	25	0.034722222	137.5	19.23143716	98	0.287272727	0.753973813	0.136111111	0
180	6	5.5	9.5	0.578947368	0.301587302	0.5	0.377736626	0.5	0.073067901	1.91966759	0.520923521	0.033333333	4	0.022222222	33.9962963	6.576111111	24.4962963	0.279442205	0.836360564	0.136090535	0
720	16	13	36.5	0.356164384	0.252595156	0.5	0.373517602	0.5	0.034794801	1.410020642	0.709209476	0.022222222	23.5	0.032638889	134.4663368	12.52612819	97.96633681	0.271443403	1.037830669	0.136064357	0
1440	18	28	102.5	0.273170732	0.317829457	0.5	0.414375	0.5	0.045727512	0.8594884	1.163482835	0.0125	74.5	0.051736111	298.35	32.92380871	195.85	0.343556226	0.850448387	0.136006944	0
720	12	12.5	24.5	0.510204082	0.176895307	0.5	0.340051113	0.5	0.048037853	2.88421491	0.346714801	0.016666667	12	0.016666667	122.4184007	17.29362711	97.91840068	0.200133312	0.722809617	0.135997779	0
720	14	12.5	27	0.462962963	0.195652174	0.5	0.346948771	0.5	0.045331163	2.366255144	0.422608696	0.019444444	14.5	0.020138889	124.9015577	16.31921875	97.90155768	0.216170242	0.76596804	0.135974386	0
180	5	9	13	0.692307692	0.333333333	0.5	0.416362826	0.5	0.121193826	2.076923077	0.481481481	0.027777778	4	0.022222222	37.47265432	10.90744433	24.47265432	0.346919647	0.825124541	0.135959191	0
1440	16	22	93	0.23655914	0.275147929	0.5	0.401041667	0.5	0.04391091	0.859752573	1.163125336	0.011111111	71	0.049305556	288.75	31.61585522	195.75	0.322077922	0.695853389	0.1359375	0
360	6	8.5	13.5	0.62962963	0.212598425	0.5	0.346867284	0.5	0.041056997	2.961591221	0.337656322	0.016666667	5	0.013888889	62.43611111	7.390259482	48.93611111	0.216221026	1.150162592	0.135933642	0
360	6	7	15	0.466666667	0.230769231	0.5	0.355039419	0.5	0.052194518	2.022222222	0.494505495	0.016666667	8	0.022222222	63.90709534	9.395013218	48.90709534	0.234715722	0.74507612	0.135853043	0
360	8	8.5	14.5	0.586206897	0.221374046	0.5	0.352237654	0.5	0.053455326	2.64803805	0.377638078	0.022222222	6	0.016666667	63.40277778	9.621958591	48.90277778	0.228696605	0.883396028	0.135841049	0
720	9	17.5	52.5	0.333333333	0.319148936	0.5	0.417472994	0.5	0.056871052	1.044444444	0.957446809	0.0125	35	0.048611111	150.2902778	20.47357889	97.79027778	0.349323993	0.854760181	0.13581983	0
1440	17	26	101.5	0.256157635	0.311827957	0.5	0.412596933	0.5	0.039620888	0.821471038	1.217328371	0.011805556	75.5	0.052430556	297.0697917	28.52703921	195.5697917	0.341670553	0.911416001	0.135812355	0
1440	16	7.5	30	0.25	0.128755365	0.5	0.313261304	0.5	0.008715605	1.941666667	0.515021459	0.011111111	22.5	0.015625	225.5481391	6.275235759	195.5481391	0.1330093	1.195174219	0.135797319	0
180	4	7.5	11.5	0.652173913	0.283950617	0.5	0.399355453	0.5	0.06912915	2.296786389	0.435390947	0.022222222	4	0.022222222	35.94199074	6.221623457	24.44199074	0.319960018	1.205473146	0.135788837	0
720	13	12.5	44	0.284090909	0.282051282	0.5	0.39374473	0.5	0.046132189	1.007231405	0.992820513	0.018055556	31.5	0.04375	141.7481028	16.60758796	97.74810282	0.310409798	0.752667999	0.135761254	0
720	13	12	43.5	0.275862069	0.287128713	0.5	0.392332176	0.5	0.037196693	0.960760999	1.040841584	0.018055556	31.5	0.04375	141.2395833	13.39080963	97.73958333	0.307987315	0.896137002	0.135749421	0
720	12	15	48.5	0.309278351	0.296636086	0.5	0.40617284	0.5	0.061347339	1.042618769	0.959123344	0.016666667	33.5	0.046527778	146.2222222	22.08504187	97.72222222	0.33168693	0.679192735	0.135725309	0
180	3	10	11	0.909090909	0.282051282	0.5	0.393611111	0.5	0.089722222	3.223140496	0.31025641	0.016666667	1	0.005555556	35.425	8.075	24.425	0.310515173	1.238390093	0.135694444	0
1440	22	22	78	0.282051282	0.254071661	0.5	0.379611529	0.5	0.04412972	1.110124918	0.900799526	0.015277778	56	0.038888889	273.3203012	31.77339875	195.3203012	0.28537946	0.692403106	0.135639098	0
180	5	6	11	0.545454545	0.297297297	0.5	0.393487654	0.5	0.065966049	1.834710744	0.545045045	0.027777778	5	0.027777778	35.41388889	5.936944444	24.41388889	0.310612597	1.010620877	0.135632716	0
1440	14	24	79	0.303797468	0.265100671	0.5	0.380959118	0.5	0.039772554	1.145970197	0.872623043	0.009722222	55	0.038194444	274.2905647	28.63623875	195.2905647	0.28801574	0.838098893	0.135618448	0
1440	14	13	29.5	0.440677966	0.12967033	0.5	0.312167188	0.5	0.016438079	3.398448722	0.294251902	0.009722222	16.5	0.011458333	224.7603751	11.83541667	195.2603751	0.131250893	1.098398169	0.135597483	0
180	4	6.5	12	0.541666667	0.342857143	0.5	0.404487654	0.5	0.08198706	1.579861111	0.632967033	0.022222222	5.5	0.030555556	36.40388889	7.378835391	24.40388889	0.329635112	0.880897819	0.13557716	0
360	8	10.5	21.5	0.488372093	0.267080745	0.5	0.390594136	0.5	0.067396356	1.828555976	0.546879621	0.022222222	11	0.030555556	70.30694444	12.13134402	48.80694444	0.30580194	0.865526522	0.135574846	0
360	11	9	14.5	0.620689655	0.218045113	0.5	0.351697531	0.5	0.054940543	2.846611177	0.351294904	0.030555556	5.5	0.015277778	63.30555556	9.889297763	48.80555556	0.229047828	0.910074731	0.135570988	0
360	10	9	21.5	0.418604651	0.281045752	0.5	0.390501543	0.5	0.046671381	1.489453759	0.671387073	0.027777778	12.5	0.034722222	70.29027778	8.400848508	48.79027778	0.305874449	1.071320354	0.135528549	0
720	14	16.5	46.5	0.35483871	0.289719626	0.5	0.400192901	0.5	0.070424854	1.224765869	0.816482583	0.019444444	30	0.041666667	144.0694444	25.35294755	97.56944444	0.322761014	0.650811901	0.135513117	0
1440	16	27.5	101	0.272277228	0.314641745	0.5	0.411284722	0.5	0.045135376	0.865356338	1.155593316	0.011111111	73.5	0.051041667	296.125	32.49747078	195.125	0.341072182	0.846219701	0.135503472	0
1440	11	27.5	81	0.339506173	0.26910299	0.5	0.383490388	0.5	0.044508153	1.261621704	0.792630625	0.007638889	53.5	0.037152778	276.1130796	32.04587025	195.1130796	0.29335807	0.858144896	0.135495194	0
1440	14	10	31	0.322580645	0.137168142	0.5	0.31404321	0.5	0.010689803	2.351716961	0.425221239	0.009722222	21	0.014583333	226.1111111	7.696657986	195.1111111	0.137100737	1.299265216	0.135493827	0
180	5	7	12	0.583333333	0.307692308	0.5	0.404259259	0.5	0.091795782	1.895833333	0.527472527	0.027777778	5	0.027777778	36.38333333	8.26162037	24.38333333	0.329821347	0.847291413	0.135462963	0
180	6	5.5	10.5	0.523809524	0.313432836	0.5	0.387555556	0.5	0.038836296	1.671201814	0.598371777	0.033333333	5	0.027777778	34.88	3.495266667	24.38	0.30103211	1.573556619	0.135444444	0
1440	17	21	92.5	0.227027027	0.277361319	0.5	0.399322917	0.5	0.042970282	0.81852447	1.221710573	0.011805556	71.5	0.049652778	287.5125	30.93860301	195.0125	0.321725142	0.678763679	0.135425347	0
720	13	13.5	45	0.3	0.296052632	0.5	0.395802469	0.5	0.027668234	1.013333333	0.986842105	0.018055556	31.5	0.04375	142.4888889	9.960564112	97.48888889	0.315814099	1.355344923	0.135401235	0
360	7	6.5	13	0.5	0.213114754	0.5	0.343003858	0.5	0.055667301	2.346153846	0.426229508	0.019444444	6.5	0.018055556	61.74069444	10.02011423	48.74069444	0.210558046	0.6486952	0.135390818	0
720	11	16	48.5	0.329896907	0.291291291	0.5	0.405497685	0.5	0.053095259	1.132532681	0.882976727	0.015277778	32.5	0.045138889	145.9791667	19.11429326	97.47916667	0.332239189	0.837069924	0.135387731	0
360	5	11	20	0.55	0.25	0.5	0.381876543	0.5	0.084972222	2.2	0.454545455	0.013888889	9	0.025	68.73777778	15.295	48.73777778	0.290960817	0.719189278	0.135382716	0
180	5	7	9	0.777777778	0.257142857	0.5	0.370740741	0.5	0.084314472	3.024691358	0.330612245	0.027777778	2	0.011111111	33.36666667	7.588302469	24.36666667	0.26973027	0.922472454	0.13537037	0
180	6	7	13	0.538461538	0.288888889	0.5	0.415185185	0.5	0.112213306	1.863905325	0.536507937	0.033333333	6	0.033333333	37.36666667	10.09919753	24.36666667	0.347903657	0.693124377	0.13537037	0
720	12	16.5	52	0.317307692	0.311377246	0.5	0.415152392	0.5	0.048880825	1.019045858	0.981310107	0.016666667	35.5	0.049305556	149.4548611	17.59709715	97.45486111	0.347931139	0.937654652	0.135353974	0
180	6	7	12	0.583333333	0.333333333	0.5	0.404013032	0.5	0.093120407	1.75	0.571428571	0.033333333	5	0.027777778	36.36117284	8.380836591	24.36117284	0.330022358	0.835238812	0.135339849	0
180	8	6	10.5	0.571428571	0.265822785	0.5	0.387316529	0.5	0.050570067	2.149659864	0.465189873	0.044444444	4.5	0.025	34.85848765	4.551306019	24.35848765	0.301217887	1.318302917	0.135324931	0
360	10	8.5	15	0.566666667	0.245901639	0.5	0.353888889	0.5	0.046699734	2.304444444	0.433944069	0.027777778	6.5	0.018055556	63.7	8.405952161	48.7	0.235478807	1.011188243	0.135277778	0
720	13	8	21	0.380952381	0.169354839	0.5	0.328873306	0.5	0.022743343	2.249433107	0.444556452	0.018055556	13	0.018055556	118.3943902	8.187603627	97.39439017	0.177373269	0.97708687	0.135269986	0
360	10	9	25	0.36	0.324675325	0.5	0.409398148	0.5	0.051308426	1.1088	0.901875902	0.027777778	16	0.044444444	73.69166667	9.235516622	48.69166667	0.339251385	0.974498815	0.13525463	0
180	4	10.5	14	0.75	0.35	0.5	0.426018519	0.5	0.134850823	2.142857143	0.466666667	0.022222222	3.5	0.019444444	38.34166667	12.13657407	24.34166667	0.365138013	0.865153538	0.135231481	0
180	7	7	13.5	0.518518519	0.369863014	0.5	0.420395024	0.5	0.084562835	1.401920439	0.713307241	0.038888889	6.5	0.036111111	37.83555213	7.610655178	24.33555213	0.356807268	0.919763126	0.135197512	0
360	7	11	20	0.55	0.243902439	0.5	0.381462191	0.5	0.084507802	2.255	0.44345898	0.019444444	9	0.025	68.66319444	15.21140432	48.66319444	0.291276865	0.723141649	0.13517554	0
720	10	16.5	45.5	0.362637363	0.276595745	0.5	0.396701389	0.5	0.052148612	1.311073542	0.76273372	0.013888889	29	0.040277778	142.8125	18.77350023	97.3125	0.318599562	0.878898436	0.13515625	0
360	6	10.5	21	0.5	0.276315789	0.5	0.386967593	0.5	0.070497157	1.80952381	0.552631579	0.016666667	10.5	0.029166667	69.65416667	12.68948833	48.65416667	0.301489502	0.827456532	0.135150463	0
720	11	13	49	0.265306122	0.331081081	0.5	0.406398534	0.5	0.04521658	0.801332778	1.247920998	0.015277778	36	0.05	146.3034722	16.27796881	97.30347222	0.334920281	0.79862544	0.135143711	0
360	12	6.5	17	0.382352941	0.257575758	0.5	0.364560828	0.5	0.023614365	1.484429066	0.673659674	0.033333333	10.5	0.029166667	65.62094907	4.25058575	48.62094907	0.259063611	1.529201005	0.135058192	0
720	12	13.5	37.5	0.36	0.259515571	0.5	0.374272548	0.5	0.035868657	1.3872	0.720876586	0.016666667	24	0.033333333	134.7381173	12.9127165	97.23811728	0.278317678	1.045481019	0.135052941	0
180	5	6.5	9	0.722222222	0.272727273	0.5	0.370096022	0.5	0.059932307	2.648148148	0.377622378	0.027777778	2.5	0.013888889	33.30864198	5.393907613	24.30864198	0.270200148	1.20506328	0.135048011	0
360	11	9	16.5	0.545454545	0.25984252	0.5	0.361751543	0.5	0.037501924	2.099173554	0.476377953	0.030555556	7.5	0.020833333	65.11527778	6.75034627	48.61527778	0.253396754	1.333264938	0.135042438	0
1440	14	35.5	86.5	0.410404624	0.2768	0.5	0.39015625	0.5	0.053345401	1.482675666	0.674456338	0.009722222	51	0.035416667	280.9125	38.40868899	194.4125	0.307925066	0.924270027	0.135008681	0
360	5	9.5	13	0.730769231	0.213114754	0.5	0.342222222	0.5	0.068156379	3.428994083	0.291630716	0.013888889	3.5	0.009722222	61.6	12.26814815	48.6	0.211038961	0.774363	0.135	0
1440	13	10	31.5	0.317460317	0.139072848	0.5	0.31371665	0.5	0.018332483	2.282690854	0.43807947	0.009027778	21.5	0.014930556	225.8759877	13.19938746	194.3759877	0.139457055	0.757610914	0.134983325	0
1440	20	26	99.5	0.261306533	0.307573416	0.5	0.40812066	0.5	0.040083209	0.849574506	1.177059803	0.013888889	73.5	0.051041667	293.846875	28.85991025	194.346875	0.338611734	0.900903703	0.134963108	0
360	10	9.5	19	0.5	0.279411765	0.5	0.375429384	0.5	0.069160775	1.789473684	0.558823529	0.027777778	9.5	0.026388889	67.57728909	12.44893956	48.57728909	0.281159547	0.763117208	0.134936914	0
360	10	9.5	25.5	0.37254902	0.324840764	0.5	0.411498971	0.5	0.052512701	1.14686659	0.871940999	0.027777778	16	0.044444444	74.06981481	9.452286187	48.56981481	0.344269796	1.00504786	0.134916152	0
360	10	9	23	0.391304348	0.298701299	0.5	0.397569444	0.5	0.039998286	1.310018904	0.763347763	0.027777778	14	0.038888889	71.5625	7.199691415	48.5625	0.32139738	1.250053576	0.134895833	0
180	4	7.5	11.5	0.652173913	0.283950617	0.5	0.397530864	0.5	0.103543381	2.296786389	0.435390947	0.022222222	4	0.022222222	35.77777778	9.318904321	24.27777778	0.321428571	0.804815646	0.134876543	0
1440	17	21.5	95.5	0.22513089	0.282962963	0.5	0.402388117	0.5	0.042876657	0.795619638	1.256881998	0.011805556	74	0.051388889	289.7194444	30.87119311	194.2194444	0.329629239	0.696442147	0.134874614	0
360	7	9.5	16.5	0.575757576	0.234042553	0.5	0.361406036	0.5	0.039776808	2.460055096	0.406494961	0.019444444	7	0.019444444	65.05308642	7.159825403	48.55308642	0.253639003	1.326847998	0.134869684	0
720	10	15.5	52	0.298076923	0.322981366	0.5	0.414158951	0.5	0.043124589	0.922892012	1.083550391	0.013888889	36.5	0.050694444	149.0972222	15.52485211	97.09722222	0.34876572	0.998399205	0.134857253	0
1440	12	12	30	0.4	0.133333333	0.5	0.311314469	0.5	0.014083063	3	0.333333333	0.008333333	18	0.0125	224.1464175	10.13980517	194.1464175	0.133841086	1.183454692	0.134823901	0
1440	23	25.5	102	0.25	0.312883436	0.5	0.411270255	0.5	0.040885959	0.799019608	1.251533742	0.015972222	76.5	0.053125	296.1145833	29.43789063	194.1145833	0.344461252	0.866230544	0.134801794	0
360	8	8.5	16.5	0.515151515	0.255813953	0.5	0.361238988	0.5	0.041203752	2.013774105	0.496580027	0.022222222	8	0.022222222	65.02301783	7.416675412	48.52301783	0.253756294	1.146066064	0.134786161	0
360	7	7.5	18.5	0.405405405	0.26618705	0.5	0.372345679	0.5	0.055859542	1.523009496	0.656594724	0.019444444	11	0.030555556	67.02222222	10.05471759	48.52222222	0.276027851	0.745918513	0.134783951	0
1440	10	7	25	0.28	0.114678899	0.5	0.304245274	0.5	0.008658854	2.4416	0.409567497	0.006944444	18	0.0125	219.0565972	6.234375	194.0565972	0.114125757	1.122807018	0.134761526	0
1440	21	25.5	97	0.262886598	0.302180685	0.5	0.404189815	0.5	0.03927787	0.869964927	1.149471627	0.014583333	71.5	0.049652778	291.0166667	28.28006663	194.0166667	0.333314243	0.901695188	0.134733796	0
720	8	21.5	45.5	0.472527473	0.274924471	0.5	0.395842978	0.5	0.083574554	1.718753774	0.581816904	0.011111111	24	0.033333333	142.5034722	30.08683943	97.00347222	0.319290466	0.714598157	0.134727045	0
1440	13	27.5	83	0.331325301	0.274834437	0.5	0.384691923	0.5	0.044864078	1.205545072	0.829500301	0.009027778	55.5	0.038541667	276.9781844	32.3021365	193.9781844	0.29966259	0.851336877	0.134707073	0
180	7	6.5	10.5	0.619047619	0.272727273	0.5	0.386049383	0.5	0.049822222	2.26984127	0.440559441	0.038888889	4	0.022222222	34.74444444	4.484	24.24444444	0.302206588	1.449598573	0.134691358	0
720	13	7	21	0.333333333	0.175	0.5	0.32765721	0.5	0.016509131	1.904761905	0.525	0.018055556	14	0.019444444	117.9565955	5.943287037	96.9565955	0.178031588	1.177799416	0.134661938	0
360	9	6.5	16.5	0.393939394	0.255813953	0.5	0.360912136	0.5	0.02912076	1.539944904	0.649373882	0.025	10	0.027777778	64.96418448	5.241736771	48.46418448	0.253986102	1.240047008	0.134622735	0
720	18	11	27	0.407407407	0.2	0.5	0.344212136	0.5	0.041205244	2.037037037	0.490909091	0.025	16	0.022222222	123.9163689	14.83388801	96.91636887	0.217888889	0.741545304	0.134606068	0
180	7	8.5	12	0.708333333	0.315789474	0.5	0.402507289	0.5	0.089823251	2.243055556	0.445820433	0.038888889	3.5	0.019444444	36.22565604	8.084092593	24.22565604	0.331256941	1.05144763	0.134586978	0
180	5	7	10	0.7	0.294117647	0.5	0.380277778	0.5	0.07423125	2.38	0.420168067	0.027777778	3	0.016666667	34.225	6.6808125	24.225	0.292184076	1.047776749	0.134583333	0
720	15	14.5	47.5	0.305263158	0.294117647	0.5	0.401103395	0.5	0.05598537	1.037894737	0.963488844	0.020833333	33	0.045833333	144.3972222	20.15473329	96.89722222	0.328953696	0.719433981	0.134579475	0
1440	18	25.5	92.5	0.275675676	0.295055821	0.5	0.397599826	0.5	0.04038987	0.93431702	1.070300529	0.0125	67	0.046527778	286.271875	29.08070664	193.771875	0.323119412	0.876870027	0.134563802	0
720	16	8	21	0.380952381	0.176470588	0.5	0.327449846	0.5	0.015478395	2.158730159	0.463235294	0.022222222	13	0.018055556	117.8819444	5.572222222	96.88194444	0.17814433	1.435692921	0.134558256	0
360	11	11	22.5	0.488888889	0.279503106	0.5	0.394074074	0.5	0.079210185	1.749135802	0.571710898	0.030555556	11.5	0.031944444	70.93333333	14.25783333	48.43333333	0.317199248	0.771505722	0.134537037	0
1440	15	9.5	24.5	0.387755102	0.111617312	0.5	0.303016975	0.5	0.012782533	3.47396918	0.287855173	0.010416667	15	0.010416667	218.1722222	9.203423758	193.6722222	0.112296606	1.032224556	0.134494599	0
360	10	8	20	0.4	0.24691358	0.5	0.380084877	0.5	0.030281701	1.62	0.617283951	0.027777778	12	0.033333333	68.41527778	5.450706192	48.41527778	0.292332366	1.467699729	0.134486883	0
180	7	7	13	0.538461538	0.317073171	0.5	0.413416667	0.5	0.06793398	1.698224852	0.588850174	0.038888889	6	0.033333333	37.2075	6.114058213	24.2075	0.349391924	1.144902413	0.134486111	0
1440	18	27	106	0.254716981	0.325153374	0.5	0.416155961	0.5	0.045166916	0.783374867	1.276528062	0.0125	79	0.054861111	299.6322917	32.52017981	193.6322917	0.353766944	0.830253712	0.134466869	0
1440	9	10.5	32	0.328125	0.140969163	0.5	0.313362534	0.5	0.01356901	2.327636719	0.429620306	0.00625	21.5	0.014930556	225.6210244	9.7696875	193.6210244	0.141830754	1.074752903	0.134459045	0
180	4	7.5	13.5	0.555555556	0.341772152	0.5	0.418888889	0.5	0.09845679	1.625514403	0.615189873	0.022222222	6	0.033333333	37.7	8.861111111	24.2	0.358090186	0.846394984	0.134444444	0
360	7	7	16.5	0.424242424	0.251908397	0.5	0.360537304	0.5	0.027447955	1.684113866	0.593784079	0.019444444	9.5	0.026388889	64.89671475	4.940631904	48.39671475	0.254250158	1.416822815	0.134435319	0
720	16	14.5	46	0.315217391	0.2875	0.5	0.396643519	0.5	0.048209975	1.096408318	0.912068966	0.022222222	31.5	0.04375	142.7916667	17.35559105	96.79166667	0.322147651	0.835465641	0.13443287	0
360	11	9	21.5	0.418604651	0.300699301	0.5	0.388233453	0.5	0.04551627	1.39210384	0.718337218	0.030555556	12.5	0.034722222	69.8820216	8.192928546	48.3820216	0.307661391	1.098508299	0.134394504	0
720	11	16.5	47	0.35106383	0.29375	0.5	0.399322917	0.5	0.049385424	1.19511091	0.836742424	0.015277778	30.5	0.042361111	143.75625	17.77875265	96.75625	0.326942307	0.928074107	0.134383681	0
720	10	16	52	0.307692308	0.322981366	0.5	0.413142361	0.5	0.054156032	0.952662722	1.049689441	0.013888889	36	0.05	148.73125	19.49617154	96.73125	0.349623902	0.820673945	0.134348958	0
720	10	16.5	50.5	0.326732673	0.305135952	0.5	0.408892747	0.5	0.053839042	1.070777375	0.933900943	0.013888889	34	0.047222222	147.2013889	19.38205515	96.70138889	0.343067415	0.851302913	0.134307485	0
180	6	9	14.5	0.620689655	0.358024691	0.5	0.429722222	0.5	0.095431413	1.733650416	0.576817558	0.033333333	5.5	0.030555556	38.675	8.58882716	24.175	0.374919198	1.04787299	0.134305556	0
180	3	8.5	10	0.85	0.277777778	0.5	0.379712791	0.5	0.104336443	3.06	0.326797386	0.016666667	1.5	0.008333333	34.17415123	9.390279835	24.17415123	0.292618826	0.905191341	0.13430084	0
720	8	18	45.5	0.395604396	0.28	0.5	0.394938272	0.5	0.053382627	1.412872841	0.707777778	0.011111111	27.5	0.038194444	142.1777778	19.21774563	96.67777778	0.320021882	0.936634314	0.134274691	0
360	12	9	24	0.375	0.311688312	0.5	0.401842936	0.5	0.032666103	1.203125	0.831168831	0.033333333	15	0.041666667	72.3317284	5.87989854	48.3317284	0.331804597	1.530638656	0.134254801	0
720	12	12.5	37	0.337837838	0.262411348	0.5	0.37124271	0.5	0.032229933	1.287436085	0.776737589	0.016666667	24.5	0.034027778	133.6473756	11.60277578	96.64737558	0.276847935	1.077328412	0.134232466	0
360	7	9	15	0.6	0.245901639	0.5	0.351782407	0.5	0.051112864	2.44	0.409836066	0.019444444	6	0.016666667	63.32083333	9.200315501	48.32083333	0.23688886	0.978227323	0.134224537	0
1440	21	11	33.5	0.328358209	0.146608315	0.5	0.31497162	0.5	0.014180866	2.239697037	0.44648896	0.014583333	22.5	0.015625	226.7795667	10.21022377	193.2795667	0.14772054	1.077351511	0.134221921	0
720	9	11.5	46.5	0.247311828	0.275964392	0.5	0.397582948	0.5	0.047910743	0.896172968	1.115856019	0.0125	35	0.048611111	143.1298611	17.24786747	96.62986111	0.324879795	0.666749094	0.13420814	0
720	12	13	45.5	0.285714286	0.302325581	0.5	0.394803241	0.5	0.025539648	0.945054945	1.058139535	0.016666667	32.5	0.045138889	142.1291667	9.194273196	96.62916667	0.320131336	1.413923616	0.134207176	0
360	8	8	12	0.666666667	0.19047619	0.5	0.335030864	0.5	0.039603443	3.5	0.285714286	0.022222222	4	0.011111111	60.30555556	7.128619685	48.30555556	0.198986642	1.122236892	0.134182099	0
180	5	10	12.5	0.8	0.324675325	0.5	0.407253086	0.5	0.144820602	2.464	0.405844156	0.027777778	2.5	0.013888889	36.65277778	13.03385417	24.15277778	0.341038272	0.767232767	0.134182099	0
1440	19	26	105.5	0.246445498	0.325115562	0.5	0.414861111	0.5	0.043291225	0.758024303	1.319218917	0.013194444	79.5	0.055208333	298.7	31.16968207	193.2	0.353197188	0.834143895	0.134166667	0
720	13	11.5	29	0.396551724	0.208633094	0.5	0.348885351	0.5	0.045590084	1.900713436	0.526118236	0.018055556	17.5	0.024305556	125.5987264	16.41243007	96.59872642	0.230894061	0.700688438	0.134164898	0
720	11	7	17.5	0.4	0.154185022	0.5	0.316886574	0.5	0.018941731	2.594285714	0.385462555	0.015277778	10.5	0.014583333	114.0791667	6.819023277	96.57916667	0.153402243	1.026539977	0.134137731	0
1440	24	27	102	0.264705882	0.314814815	0.5	0.409938272	0.5	0.04077596	0.84083045	1.189300412	0.016666667	75	0.052083333	295.1555556	29.35869133	193.1555556	0.345580485	0.919659521	0.134135802	0
360	11	10	25.5	0.392156863	0.351724138	0.5	0.409861111	0.5	0.065838106	1.114955786	0.896896552	0.030555556	15.5	0.043055556	73.775	11.85085905	48.275	0.345645544	0.843820685	0.134097222	0
