N0	N1	N2	N3	N4	X	N5	N6	N7	N8	N9	N10	N11	Class
0.433	362.81	4.85	59	6.5	79.00783269	2.2981	1.170	23	1.867	2.225436743	4.87	69.0	31.33594423
0.236	338.99	4.63	28	179.2	406.3161218	4.7491	3.908	40	2.275	2.052545341	3.84	61.0	140.4387073
0.565	315.43	1.51	95	199.9	176.1375498	2.8041	2.419	38	3.481	2.806682644	3.03	79.0	63.7125166
0.019	18.32	4.50	3	140.3	475.4930064	1.1797	3.299	37	2.650	1.580698641	4.26	162.0	163.4976688
0.160	438.11	4.09	1	48.5	375.0970591	3.7695	4.582	37	3.475	0.984882255	0.29	41.0	130.032353
0.134	1.46	1.81	52	130.6	33.26193689	7.1423	4.365	48	4.600	0.169991293	0.54	156.0	16.0873123
0.592	307.08	4.58	52	107.0	242.5099627	9.2161	2.732	14	1.452	0.964561665	2.02	59.0	85.83665425
0.696	743.33	3.50	87	154.1	420.9633497	1.8573	3.730	37	3.370	3.88444747	1.97	118.0	145.3211166
0.953	8.39	3.04	84	68.5	132.7646522	7.5315	1.321	47	4.643	0.947558258	3.14	39.0	49.25488408
0.694	565.01	3.49	45	31.8	178.7139895	5.0935	2.723	9	3.027	2.487953095	4.75	195.0	64.57132984
0.107	605.27	2.55	87	2.2	206.183258	4.9559	1.903	23	1.353	1.840242957	1.95	53.0	73.72775267
0.838	205.95	1.66	97	66.7	422.3263715	1.2332	3.664	17	0.825	3.495501563	0.33	125.0	145.7754572
0.046	653.31	1.33	35	141.3	239.3983411	8.5024	1.488	43	4.686	0.374682944	0.66	95.0	84.79944704
0.545	325.75	2.58	27	90.7	389.1677065	0.0348	3.339	43	0.201	0.659807699	2.42	191.0	134.7225688
0.609	768.06	2.67	50	82.5	176.6340747	7.0317	4.020	32	3.434	0.731487414	4.36	41.0	63.8780249
0.108	789.35	3.40	46	144.7	301.3279175	5.0360	2.977	14	4.697	3.42571481	1.57	61.0	105.4426392
0.680	166.44	3.68	9	56.4	323.0151707	7.5445	4.253	19	3.605	1.136158282	3.36	121.0	112.6717236
0.407	256.07	2.77	65	198.8	182.5248217	5.5963	3.809	49	1.372	0.079208719	2.34	46.0	65.84160723
0.844	754.66	0.86	54	163.5	19.17450048	2.5434	1.609	25	3.436	4.500343475	1.10	80.0	11.39150016
0.259	472.13	2.35	50	170.2	490.0887617	8.2943	2.642	39	0.290	2.11305384	2.54	160.0	168.3629206
0.826	93.46	3.67	42	106.5	497.9793979	2.8271	2.117	39	0.176	2.195304604	3.86	76.0	170.9931326
0.527	524.42	2.18	1	142.7	378.1861141	1.3016	1.371	14	3.465	0.196506094	2.46	18.0	131.062038
0.121	212.86	3.75	89	95.2	443.4762636	2.9828	4.433	47	0.649	2.792537722	2.13	147.0	152.8254212
0.797	26.63	0.59	63	118.9	314.9887022	6.4356	1.294	50	3.844	3.253187822	0.35	153.0	109.9962341
0.308	58.31	2.46	72	52.0	281.4496241	3.6361	4.693	34	2.403	1.508893518	4.17	72.0	98.81654136
0.277	290.74	1.48	49	95.5	456.1188232	8.2537	1.662	50	4.061	1.621418629	0.04	43.0	157.0396077
0.808	284.19	0.38	50	141.9	418.8937912	1.1073	3.874	9	1.626	2.161402984	2.48	41.0	144.6312637
0.005	756.37	4.37	77	108.5	286.1505879	4.6771	4.533	12	1.774	4.147487482	1.60	127.0	100.3835293
0.910	595.75	4.94	32	91.6	121.3824676	3.9342	3.921	13	2.363	2.810060876	1.12	66.0	45.46082254
0.385	463.02	1.22	20	187.5	45.27179127	1.2019	0.346	50	2.452	1.239366201	1.24	9.0	20.09059709
0.454	195.74	4.55	37	137.1	31.24988205	2.3669	3.355	28	3.133	1.270974162	0.37	55.0	15.41662735
0.835	436.53	3.68	56	170.0	392.5452251	6.1587	1.333	27	2.919	3.748113231	4.49	12.0	135.8484084
0.135	114.18	0.33	80	173.2	454.3594352	9.7919	2.306	27	4.229	0.781828286	3.04	22.0	156.4531451
0.515	295.43	2.45	10	113.6	460.5236258	9.8034	1.783	24	1.061	1.609359594	4.69	177.0	158.5078753
0.782	624.93	3.66	99	95.7	149.4426995	0.9591	1.544	28	4.740	3.361571011	1.56	194.0	54.81423318
0.197	733.04	3.30	37	112.8	396.9874626	4.7432	4.049	18	4.267	4.742573097	2.64	123.0	137.3291542
0.534	286.35	0.26	16	26.9	396.1457977	9.3736	3.306	19	2.043	0.454208863	4.24	35.0	137.0485992
0.498	389.51	4.15	67	91.2	209.5371022	2.2488	1.385	44	3.807	1.842516945	3.21	143.0	74.84570074
0.731	747.42	1.01	69	60.2	373.1040002	9.5298	3.576	32	3.697	0.740019044	0.33	43.0	129.3680001
0.715	606.89	2.55	83	52.2	478.8302901	7.4223	2.131	43	0.132	2.435383827	4.46	93.0	164.6100967
0.610	674.87	1.25	44	65.4	127.7538106	9.5194	3.781	28	2.533	1.312893162	1.43	191.0	47.58460353
0.739	67.78	0.55	12	68.3	210.3482247	9.6906	0.797	22	0.647	3.299489032	3.72	183.0	75.11607489
0.517	33.67	3.03	76	10.4	264.0054527	8.2376	0.523	34	0.587	4.173969762	3.32	146.0	93.00181758
0.002	107.68	4.22	96	49.3	62.68865479	4.5906	4.445	12	2.144	4.754840212	4.90	26.0	25.89621826
0.130	311.72	4.63	1	8.7	435.3760405	0.9997	3.994	42	1.662	1.923951547	3.21	98.0	150.1253468
0.112	309.72	3.64	41	72.0	383.470495	1.9133	3.884	10	4.583	2.507473867	1.86	199.0	132.8234983
0.476	638.40	0.39	50	138.5	208.7000934	4.1033	1.543	27	1.463	0.68180372	0.48	165.0	74.56669781
0.920	723.59	0.39	47	114.4	200.8854696	5.3536	1.196	31	0.908	1.149079691	0.93	138.0	71.96182321
0.064	498.96	2.81	79	152.9	183.71087	6.7411	0.014	40	3.525	2.929051668	1.71	165.0	66.23695667
0.575	45.53	1.27	54	112.4	260.2272346	9.6969	2.928	36	2.055	2.872244842	2.97	23.0	91.74241152
0.222	480.27	3.28	26	153.0	77.16302696	4.8832	1.822	27	0.661	1.78727297	4.14	197.0	30.72100899
0.770	284.53	0.44	53	155.1	409.2559906	8.7130	1.313	47	3.710	1.097356003	2.91	63.0	141.4186635
0.670	243.01	4.10	71	137.7	275.9835066	7.4559	0.340	49	4.226	1.518465127	1.33	175.0	96.9945022
0.963	646.90	3.58	92	77.0	301.1716037	5.1989	3.712	29	0.951	0.902350796	1.04	7.0	105.3905346
0.849	415.57	0.56	73	46.4	232.1993924	8.3485	4.169	42	1.983	4.492029262	2.56	53.0	82.39979748
0.864	265.63	0.72	31	143.5	173.0211009	5.6272	3.077	45	4.001	0.044658498	4.92	140.0	62.67370028
0.087	145.25	2.26	4	133.8	35.44343003	5.9356	3.756	30	3.160	0.721354157	2.56	150.0	16.81447668
0.718	586.37	0.78	92	148.1	281.1875446	7.2769	2.080	13	3.499	0.324440196	0.26	161.0	98.72918152
0.687	106.65	0.50	42	172.5	309.7749801	8.4858	2.806	36	0.071	3.745687427	4.06	99.0	108.2583267
0.100	554.10	3.53	96	192.3	229.5113959	6.9708	4.697	6	2.936	1.011464245	2.03	59.0	81.50379863
0.689	777.26	1.09	77	132.5	315.6569392	2.1159	2.030	41	2.132	0.374611596	1.40	29.0	110.2189797
0.704	526.25	1.82	80	163.9	220.4565434	7.3513	4.174	6	4.968	2.018771952	0.28	134.0	78.48551446
0.817	755.89	3.59	56	112.2	490.0281333	4.6291	1.165	10	1.329	4.025419445	0.76	47.0	168.3427111
0.971	101.93	0.01	38	50.6	239.823294	7.1689	0.607	16	1.556	1.506883583	1.41	84.0	84.94109801
0.219	373.53	0.62	16	31.1	29.19690928	3.4326	4.053	21	0.123	3.952902623	2.62	127.0	14.73230309
0.772	774.46	0.68	92	45.2	187.8954056	9.1168	0.704	21	3.522	3.797232309	1.68	3.0	67.63180185
0.999	538.11	2.47	5	106.0	152.6099119	1.8784	2.317	6	0.014	1.829262275	3.28	17.0	55.86997064
0.052	624.08	0.06	31	163.2	497.4344558	2.7904	4.774	48	3.925	3.486621408	3.28	117.0	170.8114853
0.542	22.87	4.13	71	128.6	316.7422553	9.7166	3.032	50	1.571	0.399417476	4.07	5.0	110.5807518
0.507	739.00	2.15	42	33.6	422.7029519	9.6869	2.673	35	1.823	1.182884411	1.49	166.0	145.900984
0.575	403.48	4.84	35	80.7	157.1881536	4.6740	3.588	34	2.800	0.09461944	1.07	166.0	57.39605121
0.172	287.06	2.29	3	37.2	219.4922085	0.4628	1.774	25	2.046	3.723413257	2.46	167.0	78.16406951
0.199	35.74	2.15	34	101.9	161.1471993	2.6929	1.809	24	1.085	0.431066656	4.66	197.0	58.71573312
0.361	147.67	3.50	46	54.8	395.4750133	3.1745	2.940	49	2.833	3.021715262	4.55	76.0	136.8250044
0.615	228.91	1.99	67	25.8	56.29842178	0.5044	4.176	27	2.055	3.322425074	4.68	56.0	23.76614059
0.815	256.93	0.75	15	158.1	140.8280461	0.9005	3.661	40	1.340	2.372692055	3.60	141.0	51.94268203
0.111	730.28	0.42	86	25.5	105.1218017	8.2128	3.387	41	2.376	2.019301164	0.18	57.0	40.04060057
0.342	175.36	3.50	0	18.0	88.8844737	6.3356	2.309	49	4.848	4.269581058	3.75	59.0	34.6281579
0.628	175.63	1.50	10	61.9	144.0395917	0.6412	1.580	45	1.889	4.639593721	4.31	138.0	53.01319724
0.061	243.22	1.98	100	65.0	266.831963	2.4216	2.601	31	3.657	4.776906736	4.11	129.0	93.94398766
0.671	410.50	0.09	70	173.8	230.0083704	3.5161	4.374	26	0.652	1.985295425	4.90	47.0	81.66945679
0.239	345.75	0.18	42	78.6	354.5926072	9.2815	2.953	24	0.034	3.028687979	2.95	34.0	123.1975357
0.743	539.72	0.78	56	147.0	438.0774522	0.0789	0.390	29	4.227	1.859400833	3.57	123.0	151.0258174
0.745	541.86	0.67	4	191.9	391.8626652	1.9358	1.355	24	1.886	1.962535016	0.24	121.0	135.6208884
0.803	603.90	1.88	59	86.3	329.5978901	5.1767	3.430	32	2.228	0.146269771	4.28	114.0	114.8659634
0.401	225.46	3.90	3	37.6	87.40198194	5.2054	0.455	18	3.430	0.583109223	1.86	109.0	34.13399398
0.304	402.90	4.69	83	76.3	470.6049404	4.3338	3.739	49	3.594	4.499647427	0.81	38.0	161.8683135
0.782	775.02	4.89	19	37.0	196.7459681	8.3360	4.999	39	2.273	4.859097937	0.84	108.0	70.58198937
0.973	198.53	4.57	55	38.0	393.486878	7.7910	1.495	22	2.034	2.524466047	2.21	38.0	136.1622927
0.890	616.32	1.01	67	111.7	26.61737154	3.8647	0.753	22	0.136	0.983354994	0.54	12.0	13.87245718
0.008	168.23	1.80	62	185.3	134.0025337	6.9179	1.891	42	2.311	4.950256663	1.95	127.0	49.66751124
0.002	257.73	0.89	100	24.0	77.91895889	0.1619	2.681	45	3.213	1.595838641	4.44	174.0	30.9729863
0.084	121.38	2.04	58	174.3	176.469409	6.7379	4.488	37	4.263	0.084066341	4.85	133.0	63.82313633
0.720	39.99	3.12	14	174.9	42.21158668	2.2178	0.801	34	2.674	3.038908833	3.61	126.0	19.07052889
0.690	171.24	2.28	82	168.6	154.8269731	4.9341	3.392	19	3.347	3.315359546	3.68	29.0	56.60899103
0.023	744.65	0.78	62	86.2	336.2162148	9.4277	0.662	11	0.491	1.973522023	2.35	70.0	117.0720716
0.873	130.98	3.50	26	171.7	177.4640442	5.9670	1.723	49	0.609	3.370327144	4.78	48.0	64.15468141
0.196	34.38	2.59	75	126.7	400.2330344	8.7710	0.899	45	1.489	2.98525259	0.58	110.0	138.4110115
0.707	220.91	3.55	60	82.6	14.67726544	2.4055	4.172	11	1.554	1.14481134	2.14	102.0	9.892421813
0.909	265.96	1.13	61	150.6	402.7645445	8.8796	3.216	43	4.415	0.673766905	1.90	197.0	139.2548482
0.188	598.21	0.19	25	176.9	357.574668	8.0325	3.424	5	2.370	0.276824759	0.10	143.0	124.191556
0.977	578.82	3.76	98	116.4	228.9448157	9.4768	3.371	36	4.643	0.786401668	2.09	41.0	81.31493855
0.353	552.68	2.36	39	191.9	480.3175055	2.5968	3.686	31	3.567	3.973435012	1.14	57.0	165.1058352
0.131	379.92	4.28	51	50.0	305.8887804	3.1283	0.143	45	2.286	4.678875175	2.83	152.0	106.9629268
0.558	370.78	5.00	87	69.5	452.6729087	3.8542	1.113	17	2.911	3.187491992	2.91	130.0	155.8909696
0.380	123.49	3.67	5	64.8	2.54559609	7.4679	4.077	32	0.558	0.56980272	1.24	127.0	5.84853203
0.852	182.10	1.39	29	90.0	207.6086072	3.2466	3.630	20	4.612	4.098327073	3.77	29.0	74.20286907
0.437	361.76	1.14	99	182.0	150.7718864	8.7857	1.233	49	1.022	4.060313364	0.18	156.0	55.25729548
0.194	230.93	0.24	87	9.7	209.5179524	0.8936	1.061	40	4.465	2.621153523	2.62	19.0	74.83931748
0.874	386.24	1.48	87	178.6	271.9612733	2.1646	3.706	9	0.941	1.237624714	4.79	121.0	95.65375777
0.701	513.84	1.49	46	69.5	485.2124752	5.8082	2.280	33	0.535	2.97469508	2.31	147.0	166.7374917
0.043	554.96	1.78	43	118.3	369.5179972	8.3714	0.139	32	1.291	0.959388068	4.47	3.0	128.1726657
0.358	137.30	2.44	97	1.5	433.0273942	8.0260	1.941	44	1.695	0.304381513	3.74	180.0	149.3424647
0.281	473.06	4.47	32	59.1	309.4119189	1.8220	0.946	38	4.480	1.509051084	2.90	88.0	108.1373063
0.594	4.91	4.03	7	79.3	213.0538681	2.6715	1.405	48	4.484	0.833336182	0.72	112.0	76.01795603
0.750	538.30	2.81	18	2.7	320.1993982	6.6556	3.824	15	0.080	3.688800547	3.80	13.0	111.7331327
0.089	90.81	1.12	97	124.9	282.3820815	5.0054	1.481	42	3.311	2.183913144	0.06	157.0	99.12736051
0.874	571.18	2.07	93	128.6	279.5515694	5.2368	1.829	29	4.760	3.520000199	1.77	173.0	98.18385645
0.554	312.54	2.06	35	198.3	283.6372403	5.5878	1.113	38	3.118	3.413816834	0.29	57.0	99.54574678
0.592	144.37	2.15	66	186.9	37.41470341	9.5391	3.607	32	3.225	1.1667267	2.04	88.0	17.4715678
0.945	330.62	4.97	45	177.1	420.0701948	9.8315	4.221	20	0.459	0.934537157	0.80	154.0	145.0233983
0.276	330.90	2.14	49	5.4	68.44599783	2.8150	1.847	14	4.135	1.738010521	5.00	50.0	27.81533261
0.322	176.90	4.89	75	162.4	256.9807309	7.7943	3.032	35	4.725	3.489515676	0.99	25.0	90.66024363
0.903	171.86	1.67	28	126.4	253.9613363	6.7548	1.435	32	1.686	3.054092287	3.45	135.0	89.65377878
0.302	209.65	1.63	79	102.7	395.926302	9.8955	3.170	29	0.908	1.64145384	2.67	56.0	136.975434
0.501	97.74	1.48	41	165.2	379.6334464	8.3795	3.416	30	1.379	4.023384163	0.39	136.0	131.5444821
0.791	786.40	4.34	9	185.2	247.5359809	2.4504	3.271	14	3.716	3.906751183	2.71	156.0	87.51199363
0.815	384.91	3.49	56	102.1	134.1233688	1.8457	2.581	48	0.860	4.477593924	3.34	121.0	49.70778959
0.401	454.93	0.40	55	129.5	109.8775114	3.3848	3.828	24	2.413	1.049247801	0.36	67.0	41.62583712
0.748	160.81	3.90	36	53.2	411.1122361	5.1582	4.490	23	2.431	4.367359492	0.16	98.0	142.037412
0.494	314.01	3.86	19	58.3	213.3839105	6.6617	0.385	43	4.275	0.836551269	2.24	148.0	76.12797015
0.801	149.10	1.53	14	142.5	381.0218438	9.8215	3.146	39	1.258	1.634926415	4.12	121.0	132.0072813
0.897	492.45	1.27	12	74.0	235.261461	7.0971	3.205	15	2.007	3.829188303	0.55	151.0	83.420487
0.894	735.05	1.58	56	79.1	91.15293816	2.5692	2.899	7	4.406	0.647076572	4.56	27.0	35.38431272
0.102	152.52	1.50	79	156.4	211.0579872	9.0891	3.997	48	4.209	1.257837032	3.97	60.0	75.3526624
0.787	25.06	1.87	37	167.4	415.3592318	9.6571	1.252	37	1.325	4.537439717	3.03	81.0	143.4530773
0.648	64.54	1.09	43	15.2	82.70053323	3.2283	4.784	7	1.569	1.544403518	3.56	197.0	32.56684441
0.428	642.43	0.19	86	94.6	277.2622398	1.0572	4.367	32	1.497	0.836310303	4.51	166.0	97.42074661
0.048	799.10	1.43	11	72.4	435.0112345	6.7735	0.527	32	1.125	0.151156815	0.09	102.0	150.0037448
0.284	777.75	0.18	26	145.1	1.112125249	5.9054	2.027	20	0.097	0.424290376	3.14	33.0	5.370708416
0.794	469.97	1.04	100	190.8	312.3582597	4.0502	2.289	48	0.177	0.18593837	0.53	19.0	109.1194199
0.411	481.28	2.27	70	9.7	476.4451658	2.5554	3.814	7	1.109	1.147604623	4.90	163.0	163.8150553
0.146	73.06	3.77	67	183.6	365.833962	1.4121	0.310	13	4.241	4.628101211	3.26	10.0	126.944654
0.523	384.51	1.10	95	96.4	402.9417925	3.0951	3.260	10	1.079	0.046215652	2.99	17.0	139.3139308
0.300	704.61	1.75	69	157.9	348.4185929	0.9660	3.770	35	4.942	4.108739036	4.46	186.0	121.139531
0.264	481.82	4.53	37	34.2	249.5520734	2.6594	2.065	40	0.394	3.724422989	0.93	131.0	88.18402447
0.089	462.73	1.56	19	8.9	123.1546752	4.2902	1.028	33	2.602	2.127723755	3.64	131.0	46.05155841
0.778	93.67	2.95	74	27.3	473.2309484	0.8542	4.207	18	4.568	1.231310516	2.05	84.0	162.7436495
0.754	415.67	2.59	0	16.8	307.9529974	3.6028	2.886	7	0.647	0.641856883	2.20	153.0	107.6509991
0.704	52.77	2.58	43	75.9	478.012938	0.8825	4.278	29	4.894	1.472926981	4.53	144.0	164.337646
0.421	153.82	0.23	0	23.3	488.8202983	3.4878	1.252	21	1.412	0.434636723	1.58	133.0	167.9400994
0.253	517.13	1.04	69	77.5	382.257329	1.8360	0.577	21	2.681	0.794216617	1.33	80.0	132.4191097
0.333	343.71	1.83	99	198.0	376.1945322	1.6520	0.878	5	2.365	4.050830949	3.60	49.0	130.3981774
0.788	14.03	2.51	1	83.5	185.8548049	4.4424	1.754	49	0.711	4.522297536	2.07	117.0	66.95160164
0.739	365.85	2.36	73	192.1	273.4258619	1.7961	0.291	48	3.104	0.959377484	0.42	99.0	96.14195395
0.274	530.00	3.63	47	111.7	346.6178841	4.1558	3.176	23	1.607	0.158907276	1.80	151.0	120.5392947
0.770	728.49	4.77	95	77.2	242.7661571	5.7583	3.886	28	3.723	2.635309221	0.25	33.0	85.92205237
0.959	607.37	2.32	75	98.0	253.7928157	4.7661	4.898	27	0.002	1.579807684	1.07	54.0	89.59760525
0.080	659.45	0.63	44	102.6	435.9050025	8.7730	1.756	9	0.687	1.410126348	4.34	2.0	150.3016675
0.993	399.48	1.95	65	107.0	315.8982658	9.4826	2.018	18	1.882	4.673661904	2.61	8.0	110.2994219
0.050	747.93	1.71	40	55.7	294.9266872	2.9719	4.113	10	0.030	2.220053881	0.85	160.0	103.3088957
0.799	712.38	1.71	88	108.3	123.8206215	1.7923	0.343	20	2.768	1.37094348	1.33	139.0	46.27354052
0.837	600.80	4.31	31	35.2	187.8578168	5.6449	4.700	27	4.005	3.842254689	4.51	16.0	67.61927226
0.495	372.20	4.75	58	125.7	92.13764914	7.8326	0.009	33	4.564	0.826399533	0.85	74.0	35.71254971
0.958	294.57	4.75	36	7.8	445.9205664	7.3100	2.406	49	2.554	3.353631593	3.99	49.0	153.6401888
0.886	595.39	0.23	63	155.0	132.9006562	3.4757	1.750	33	1.704	4.35585482	4.88	68.0	49.30021873
0.468	61.97	1.92	12	148.8	272.7180228	5.3907	1.647	22	0.264	0.107397453	0.09	64.0	95.90600761
0.926	151.15	4.93	92	148.3	340.1949105	0.7485	2.957	37	4.174	0.109668938	2.77	47.0	118.3983035
0.691	523.77	3.50	99	141.7	244.7514249	2.1640	1.112	6	4.851	4.55854536	0.04	33.0	86.5838083
0.882	157.79	1.46	61	76.0	191.2133467	9.4216	0.390	22	4.084	0.689387962	2.02	39.0	68.73778222
0.758	628.53	0.70	32	158.0	20.46911393	7.2237	4.679	13	3.787	1.460134608	1.50	28.0	11.82303798
0.862	631.01	1.11	21	131.7	16.63952541	9.2540	3.815	22	3.586	3.296884942	4.94	191.0	10.54650847
0.228	387.96	1.86	26	59.3	127.5237648	5.4672	1.705	31	2.264	0.363891248	1.66	108.0	47.5079216
0.866	301.51	1.29	23	25.6	157.7882088	4.9013	3.079	33	2.359	1.751856523	0.19	142.0	57.59606959
0.883	37.57	3.50	63	187.6	341.4097087	8.5172	2.124	33	1.002	1.813753009	2.43	167.0	118.8032362
0.221	669.78	3.15	41	47.3	347.8902552	0.5131	2.611	19	1.043	2.368833605	2.43	4.0	120.9634184
0.341	583.62	4.98	59	78.1	94.52119936	4.5965	4.296	31	3.091	1.838391952	0.42	140.0	36.50706645
0.013	369.65	4.62	28	6.6	332.5063137	3.3639	4.401	15	4.928	1.285263422	4.61	189.0	115.8354379
0.448	670.38	2.88	95	159.4	103.3229039	6.2800	0.206	9	0.113	0.062542327	3.08	66.0	39.44096798
0.737	190.61	1.50	44	65.1	86.19444902	1.3895	4.322	32	4.326	0.460639816	2.90	62.0	33.73148301
0.571	449.42	3.66	38	89.7	361.052462	2.1863	1.648	36	1.160	0.100469069	2.66	168.0	125.3508207
0.981	24.30	2.69	19	57.3	244.3238376	0.6002	0.121	26	2.416	1.282821588	3.22	172.0	86.44127919
0.454	96.63	2.48	93	48.5	338.2843607	1.8588	1.184	25	1.431	3.186143025	4.53	153.0	117.7614536
0.974	740.85	3.79	27	79.5	32.85895433	3.9933	1.907	41	2.456	0.909609691	0.45	172.0	15.95298478
0.948	366.89	2.24	95	81.2	452.3970114	6.5981	3.369	29	3.680	4.970715613	0.76	43.0	155.7990038
0.617	771.60	3.66	99	159.1	321.1646101	7.9320	2.531	5	3.800	0.880725165	0.64	1.0	112.05487
0.863	396.26	0.71	89	160.9	160.8547446	7.9608	3.884	44	2.172	4.051525592	3.95	134.0	58.6182482
0.694	454.42	4.61	72	148.5	395.2148142	4.8818	3.517	32	4.881	4.709838086	2.70	127.0	136.7382714
0.706	526.18	3.60	52	72.4	136.8338088	2.3561	3.478	35	4.698	0.301338961	0.72	88.0	50.6112696
0.396	35.42	4.17	17	164.9	213.1770481	1.9556	0.284	22	0.485	0.804516156	1.84	87.0	76.05901602
0.559	662.57	2.41	21	31.5	331.4717419	1.2807	1.089	14	1.577	3.75803321	2.84	177.0	115.4905806
0.066	533.68	1.77	80	153.7	284.3690069	5.0255	4.942	34	4.037	0.608612626	1.78	31.0	99.78966896
0.001	546.23	1.07	95	172.4	96.94439322	8.5713	1.267	14	4.638	3.159552189	3.91	25.0	37.31479774
0.876	255.55	0.97	5	73.7	192.7927219	0.5753	3.135	42	0.302	1.468860307	3.97	110.0	69.26424065
0.796	669.52	1.06	13	109.8	195.0507686	8.4228	1.577	5	0.120	4.631843908	1.03	61.0	70.01692286
0.620	533.41	1.62	83	114.3	181.0418019	3.0400	4.701	45	0.883	0.350225547	1.38	13.0	65.34726729
0.888	95.87	0.63	45	37.9	494.3144377	8.7561	4.080	5	0.552	0.059486321	3.45	143.0	169.7714792
0.236	578.76	0.95	23	154.0	57.94812331	8.5211	4.963	26	2.636	0.10540577	4.42	49.0	24.3160411
0.459	62.69	3.55	78	181.5	92.49269408	7.9147	2.276	25	0.305	4.09192182	3.71	192.0	35.83089803
0.656	736.84	3.24	77	29.6	204.5594238	8.6742	2.867	12	2.121	1.052287781	2.76	161.0	73.18647461
0.630	329.71	1.84	75	132.8	188.5949769	6.7711	3.938	18	1.195	1.063680825	2.99	95.0	67.86499231
0.045	725.76	1.09	24	138.6	449.5586473	3.7707	1.633	20	2.679	0.951416768	3.72	172.0	154.8528824
0.665	722.98	1.96	56	139.6	369.4532838	2.8851	4.165	32	4.626	4.453137877	4.46	55.0	128.1510946
0.265	325.12	3.63	73	123.6	140.363896	8.7459	3.230	7	4.153	4.049045738	4.37	6.0	51.78796534
0.691	362.20	0.04	67	69.9	414.4825688	5.7173	4.305	33	1.103	1.950800989	2.87	110.0	143.1608563
0.528	362.52	0.11	82	22.0	480.5708022	1.4039	4.175	27	3.676	4.626624506	3.31	72.0	165.1902674
0.140	29.49	2.31	20	35.2	48.38822392	5.1278	2.253	19	1.659	3.651035009	1.97	67.0	21.12940797
0.632	264.91	2.68	39	196.2	214.7162707	6.3220	0.428	29	0.035	2.951752375	4.69	119.0	76.57209023
0.728	465.27	4.07	79	52.6	71.8504321	3.8147	4.590	12	3.085	0.90067381	0.50	136.0	28.95014403
0.119	174.83	0.96	97	19.3	164.9632489	7.6298	0.830	15	3.748	4.319714632	2.28	10.0	59.98774963
0.764	711.34	4.33	7	182.0	143.9579136	5.3370	0.855	15	1.619	4.640868765	4.75	9.0	52.98597121
0.936	798.19	1.66	38	164.5	413.8978756	4.3168	0.352	9	4.025	3.41077862	1.30	118.0	142.9659585
0.076	786.08	2.83	7	27.8	163.9990937	1.9277	2.490	30	1.956	2.596014089	3.86	22.0	59.66636456
0.982	646.91	2.61	2	135.6	138.5708799	5.0864	2.466	14	3.954	1.657716179	3.29	157.0	51.19029329
0.235	149.24	2.48	6	58.7	150.6370444	0.3468	4.222	41	1.748	1.842080727	0.50	98.0	55.21234814
0.101	131.68	4.64	81	155.5	375.6151435	4.7599	2.747	32	2.434	2.084874462	0.92	157.0	130.2050478
0.003	29.39	4.04	10	66.2	96.57281826	2.9501	0.817	12	4.648	1.88824346	4.48	15.0	37.19093942
0.012	303.85	2.77	77	177.3	343.5804255	4.5829	0.202	37	2.709	4.663814973	0.39	59.0	119.5268085
0.642	319.90	1.39	86	30.9	477.0263745	9.7768	1.888	36	0.384	0.772767165	3.58	14.0	164.0087915
0.691	228.79	4.17	99	183.1	274.9790423	6.4603	2.796	10	2.273	0.303072099	1.06	176.0	96.65968076
0.343	479.66	3.65	38	127.0	374.7112297	6.3777	1.084	46	2.981	0.147975921	1.74	183.0	129.9037432
0.496	612.47	2.52	3	70.2	154.7952834	0.7568	0.378	14	3.480	0.404897625	1.16	100.0	56.5984278
0.128	505.93	1.62	92	143.3	268.7389959	5.6934	3.680	30	3.049	3.860897191	2.83	20.0	94.57966529
0.617	7.10	0.87	3	81.8	108.2686879	9.3245	4.813	14	1.921	1.513427954	4.15	182.0	41.08956262
0.124	368.58	0.69	11	155.6	493.4600677	7.5548	0.119	19	0.420	3.440264379	1.40	149.0	169.4866892
0.182	628.36	2.41	89	22.0	209.5811324	3.1851	3.637	23	1.101	2.367897559	4.46	93.0	74.86037748
0.249	584.91	4.45	53	112.8	479.7991541	6.1117	0.297	29	1.692	3.869338884	4.87	55.0	164.9330514
0.433	190.09	0.80	77	42.8	157.3944766	2.7871	2.426	15	0.047	0.309243314	1.31	145.0	57.46482553
0.134	719.24	0.11	82	121.0	243.7918595	6.7744	2.541	43	4.166	0.405728042	0.39	101.0	86.26395318
0.797	423.00	1.11	36	105.6	31.21831517	2.0354	4.712	31	2.792	4.659051348	3.03	198.0	15.40610506
0.893	295.63	4.72	63	183.6	416.8143479	3.7136	2.471	42	0.633	3.893046426	4.46	134.0	143.938116
0.552	555.91	1.51	20	112.3	296.286864	4.7675	1.142	26	3.462	4.073190338	1.26	75.0	103.762288
0.690	588.50	2.40	26	192.9	484.5512607	0.2821	3.907	5	0.600	4.653199492	0.01	152.0	166.5170869
0.533	638.48	0.72	0	188.2	300.8408984	1.9480	3.740	14	1.731	0.499716671	3.71	62.0	105.2802995
0.597	146.14	2.72	25	40.9	220.6608169	7.9772	0.256	39	4.210	2.982435289	1.83	196.0	78.55360563
0.360	1.14	4.43	72	162.4	369.7130975	3.4231	3.241	49	0.592	2.886824234	3.76	112.0	128.2376992
0.161	578.01	3.18	71	116.1	314.0175796	2.5235	1.037	31	2.703	3.926177096	2.49	192.0	109.6725265
