N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	X	Class
0.903	221.71	3.71	89	105.1	2.001459619	1.8086	3.264	7	3.159	2.247463646	152.8047	6.58	43.30
0.441	403.39	2.93	36	56.2	1.316499423	1.6204	2.128	7	1.495	2.390362022	212.7156	38.64	1492.81
0.954	236.15	2.46	41	31.7	2.246268491	0.7949	4.779	37	4.852	3.353746988	479.6623	14.60	213.16
0.863	793.75	4.57	64	47.5	0.966016141	2.5201	4.897	39	2.592	1.09238433	471.4025	65.26	4258.53
0.629	656.66	0.35	86	154.2	2.886339808	2.7017	1.927	31	2.359	2.230884942	172.7983	38.99	1520.31
0.677	114.98	1.95	9	7.0	0.250211653	2.2400	4.186	8	0.630	0.109956656	156.1868	1.84	3.38
0.214	430.37	3.85	44	93.2	0.496308751	4.7596	3.959	28	3.111	2.797003672	88.5111	34.87	1216.26
0.134	551.06	1.50	38	146.0	3.300397821	2.7406	3.106	12	4.085	3.416768064	458.7479	65.14	4243.32
0.974	496.48	4.61	99	139.8	0.18913893	5.3683	2.661	44	4.667	3.468638975	409.4747	93.51	8743.46
0.061	768.10	3.13	44	25.9	0.13759492	8.3159	0.846	16	2.932	4.506623887	31.2952	21.93	480.75
0.719	461.15	2.96	48	187.6	2.59636773	1.0546	2.219	34	4.370	3.835848311	173.6715	87.20	7603.26
0.499	60.16	2.80	86	168.4	3.849359226	7.2926	4.105	33	0.859	3.972525363	438.4158	93.30	8705.81
0.230	706.92	1.24	83	3.5	3.401713923	3.2054	4.121	11	3.882	0.662948298	414.9931	63.03	3972.77
0.634	386.79	4.40	83	91.4	2.491134978	9.3681	2.052	24	0.438	2.048213165	409.5150	23.55	554.40
0.854	755.94	3.50	96	46.6	0.064877695	0.5472	3.762	23	3.659	3.045270246	439.9043	13.14	172.64
0.230	477.19	2.90	4	112.6	1.807848149	2.6004	2.372	50	3.989	3.638049194	279.8143	33.24	1104.88
0.553	497.83	2.75	25	5.3	4.774364713	0.5123	0.901	25	4.519	4.520271894	353.2634	39.34	1547.98
0.790	739.68	4.10	77	182.0	4.42892369	4.8088	4.621	27	0.918	0.012059131	119.4947	80.63	6501.62
0.026	329.37	1.17	56	78.2	1.774016162	3.1437	2.182	16	4.571	0.255651044	426.4982	77.14	5950.70
0.434	517.04	0.96	13	121.4	3.761223154	0.6152	1.489	30	1.823	3.611788221	460.7061	31.71	1005.79
0.545	396.41	4.63	18	31.0	4.713869582	2.4140	1.895	44	3.751	1.486762941	471.4116	25.42	646.30
0.687	168.75	4.49	46	73.1	2.185640861	6.5703	2.998	18	1.670	1.757137682	271.2817	63.62	4047.21
0.682	186.77	2.03	67	181.0	2.288530334	9.5883	3.710	41	1.442	3.135793475	234.7304	59.76	3571.36
0.133	606.04	0.83	44	119.1	1.591010272	7.4146	3.820	36	4.698	2.557730759	74.7022	26.47	700.93
0.798	200.31	2.18	62	103.0	2.587401545	8.9893	1.292	18	4.926	2.657731715	237.5658	81.63	6663.96
0.049	522.43	0.11	1	154.1	4.147994045	7.7751	3.302	34	4.231	1.939121439	239.2054	44.84	2010.57
0.888	62.97	0.24	42	194.8	4.322642946	3.6685	0.719	43	0.720	3.067318008	184.8286	2.52	6.34
0.504	415.37	0.09	69	107.2	3.604206812	1.9074	3.296	18	0.197	0.809311989	24.4547	47.20	2227.41
0.642	729.27	3.48	3	78.2	1.46302152	2.4369	1.168	33	2.910	3.333225832	172.5397	48.81	2382.22
0.992	161.55	0.61	52	43.2	0.52534501	1.9857	0.752	40	2.623	2.692196579	250.7894	82.72	6842.61
0.897	340.53	4.13	33	125.4	3.264218132	8.2387	4.553	6	4.146	0.103776189	39.8038	63.07	3978.40
0.555	635.36	1.57	7	16.2	1.923907555	7.6535	4.719	37	3.293	2.292239681	353.5108	66.25	4388.47
0.882	231.75	0.20	45	87.9	0.171418733	6.7902	3.293	8	3.133	2.330197015	231.1530	66.27	4392.36
0.397	565.93	3.50	85	9.6	1.74325924	1.6015	4.259	26	4.509	1.807284124	101.0232	12.91	166.68
0.810	204.40	1.52	29	15.9	4.66904644	0.0831	2.946	7	0.655	4.595090771	470.3814	62.17	3864.75
0.693	11.66	2.38	29	106.4	1.809156917	9.5888	3.833	33	3.091	3.141805239	454.9932	16.21	262.67
0.393	597.34	3.81	66	163.2	3.395814257	7.6960	4.051	26	1.481	2.140447709	432.0680	0.02	0.00
0.674	723.45	3.96	86	116.9	0.570022977	2.2569	2.656	29	3.421	2.018188694	312.7530	13.98	195.56
0.223	218.91	3.25	80	113.4	0.736577923	1.2978	2.827	17	3.199	3.140994501	56.3955	8.66	75.02
0.417	88.03	2.28	10	90.2	4.569492956	7.1058	0.367	11	1.504	0.394516659	117.6130	65.38	4274.13
0.465	2.98	4.96	9	146.6	3.502468285	6.1051	0.179	15	1.237	3.103274628	292.7196	31.91	1018.09
0.276	392.83	4.45	98	122.3	1.763797816	4.0318	1.842	36	2.446	3.077198224	322.0731	97.80	9564.77
0.571	711.14	3.40	54	67.0	4.680606247	4.9436	4.444	27	2.829	0.470451407	230.4505	78.16	6109.41
0.050	594.10	1.72	77	150.1	4.247180781	5.1502	0.112	42	3.232	3.98885234	60.8848	81.63	6663.33
0.704	701.16	4.52	8	40.2	1.935420955	8.9300	4.051	31	0.462	2.704532922	308.7558	7.48	55.89
0.035	250.13	1.30	96	176.1	0.539921036	8.4668	4.518	17	1.912	0.759599682	179.6690	55.99	3134.60
0.458	422.96	4.23	46	93.1	4.083644718	7.3158	2.082	50	3.165	1.631107185	9.2125	62.61	3920.38
0.107	276.02	1.38	4	17.4	1.992304696	5.8730	3.561	9	4.430	0.050525633	13.5286	0.93	0.86
0.894	395.34	2.67	0	68.3	3.20568558	8.7033	2.830	24	4.115	3.78197655	385.2232	77.33	5979.56
0.761	655.53	0.00	26	78.0	0.253128396	8.5848	2.945	35	4.695	3.853198677	41.9427	10.58	111.86
0.701	57.55	3.99	5	157.8	4.596865963	1.4881	0.885	31	1.890	2.678225166	495.8070	27.61	762.21
0.489	509.39	0.48	37	42.7	0.703944287	9.1829	2.582	16	4.720	0.845878523	499.5727	64.96	4220.40
0.871	650.56	2.96	30	191.6	4.947589043	8.5287	0.162	8	1.208	1.194608287	159.8609	65.93	4346.53
0.010	216.51	2.69	46	151.7	3.008201125	5.3643	2.220	18	2.547	4.827802888	174.2811	90.54	8196.71
0.523	431.35	0.34	60	195.6	4.449235138	6.9619	4.877	21	1.532	4.73688995	238.4701	56.11	3148.61
0.878	568.42	4.17	16	146.5	1.991795061	5.4103	0.614	24	2.328	0.846850932	318.2112	75.01	5626.82
0.125	172.66	4.29	40	131.2	4.501985626	2.6449	1.081	32	1.546	1.972274767	273.9501	73.08	5340.39
0.854	603.76	1.39	23	188.4	0.594482581	6.2877	1.079	20	1.030	3.71566423	245.9377	81.99	6723.09
0.567	64.93	1.99	65	143.1	2.974382475	5.5267	4.190	37	0.799	2.636303274	85.0144	78.60	6177.20
0.550	131.66	4.61	69	128.9	0.177794693	9.4878	2.029	8	3.401	1.609941728	345.8961	74.51	5551.62
0.918	44.70	0.10	69	196.2	2.783567637	7.9921	0.968	48	1.142	3.522154527	470.5432	97.79	9562.79
0.249	165.40	4.42	25	178.0	3.835405321	2.4559	2.928	32	4.235	3.947783862	102.1794	59.31	3517.25
0.935	323.17	2.73	12	84.0	4.578454077	5.6750	2.383	39	3.581	4.626113286	216.4734	67.29	4528.17
0.919	556.76	0.69	50	46.3	0.671472822	2.9907	2.804	47	0.221	2.334217233	109.3885	80.65	6505.17
0.831	730.42	3.23	48	30.5	0.92496148	1.6158	3.714	24	4.898	3.739711768	114.6097	22.01	484.27
0.252	271.56	1.20	14	131.9	2.325449726	2.1727	2.727	6	1.668	4.343222054	19.1048	49.46	2446.73
0.283	342.82	3.38	13	2.5	4.337772968	4.1408	3.539	16	0.884	3.850582404	336.5003	19.49	379.99
0.906	394.28	4.35	21	80.6	4.628648056	7.6484	0.330	49	2.643	1.634647434	94.4874	20.49	420.02
0.872	132.94	4.18	68	121.4	2.583214059	9.4950	1.333	23	3.773	0.278314434	421.4841	12.99	168.81
0.988	491.09	3.76	92	94.9	1.978879149	8.4728	2.699	27	2.698	0.071568343	428.4498	82.28	6770.29
0.559	279.68	1.45	95	138.0	1.612091308	1.6202	3.476	8	4.805	4.907232278	496.3639	5.66	32.02
0.789	293.01	4.57	14	55.9	4.349686354	8.5450	0.430	33	2.741	1.830424241	23.5651	66.87	4471.91
0.045	288.21	3.25	74	142.1	2.816939679	5.0950	2.173	41	2.101	2.00786025	276.3696	81.78	6688.33
0.284	210.50	3.68	22	85.4	4.650611713	7.6288	0.749	18	4.248	1.403781722	171.9440	8.27	68.40
0.919	246.81	0.69	63	136.7	1.108718664	0.2588	3.525	40	4.500	2.761972261	461.1718	50.67	2567.74
0.192	487.74	0.67	85	15.8	0.289699243	4.9801	4.859	21	3.847	3.808736123	256.5081	39.51	1561.08
0.118	790.84	0.06	84	153.0	0.409811189	0.9485	4.071	32	2.380	1.989697668	51.2095	40.56	1645.48
0.800	65.63	1.88	94	126.7	2.539754663	5.9929	2.658	11	2.328	1.786787886	438.6786	33.72	1137.36
0.287	694.86	0.94	92	142.0	3.670160214	8.8463	1.588	6	2.802	3.95625148	276.6089	47.13	2221.32
0.698	751.70	1.29	21	5.5	3.202506583	4.2106	0.494	8	2.542	1.521533141	393.8854	50.57	2556.94
0.884	409.46	3.57	72	52.9	2.530666326	6.8735	2.301	50	1.284	0.203215133	261.1160	68.61	4707.47
0.340	622.95	0.96	47	141.9	3.008074964	3.2966	0.112	24	1.149	4.697659249	435.0474	85.28	7272.04
0.446	247.07	0.51	68	96.5	0.686926234	1.5229	3.407	28	3.261	2.736005056	104.2580	37.42	1400.02
0.273	606.97	0.98	98	3.0	3.731647489	9.8256	0.540	41	3.558	0.824728893	437.0420	39.33	1546.80
0.850	300.69	0.04	73	64.3	2.816354092	3.0666	3.836	26	4.933	2.156455783	355.2563	31.00	960.81
0.100	117.77	0.59	1	148.4	3.039211156	0.2975	2.339	20	1.389	2.86487333	140.1373	35.59	1266.92
0.280	189.98	0.70	40	33.7	0.142648162	9.0550	1.259	37	2.857	2.941990349	369.0849	4.60	21.12
0.162	1.65	3.79	32	183.4	1.931343388	8.4460	0.147	38	1.533	0.19313562	154.7826	96.41	9294.10
0.340	312.03	3.67	23	159.2	0.683009167	9.0400	3.543	34	2.369	2.277540955	357.9680	99.14	9828.96
0.786	744.80	3.71	61	172.0	0.049042724	3.4427	0.578	12	1.644	4.379917403	378.5902	5.28	27.92
0.377	91.07	4.65	62	176.1	1.996182588	1.3039	1.660	19	1.682	3.63273747	329.8880	62.93	3960.80
0.487	616.47	0.47	42	122.6	0.018144484	8.0682	2.609	8	2.410	4.574228961	146.8239	98.34	9670.03
0.527	546.21	2.96	40	124.9	0.033920742	7.4839	0.735	47	4.451	0.253947989	242.0117	25.43	646.91
0.143	563.33	1.38	71	149.3	1.026190302	8.0118	4.057	46	1.318	1.860645076	381.1647	16.50	272.13
0.229	291.94	1.22	21	146.6	1.133315744	3.4834	2.695	44	0.752	2.13820423	368.8331	44.08	1943.04
0.588	697.42	0.73	31	156.1	1.011049196	7.4930	2.258	27	2.388	3.467664959	345.2621	18.74	351.26
0.930	183.48	4.06	99	69.4	4.989006286	2.6210	3.118	49	0.797	3.956980998	125.6803	85.02	7228.77
0.557	256.01	0.03	55	68.6	0.768388909	4.7109	4.231	33	1.067	1.159923453	122.1280	69.20	4789.01
0.334	40.01	0.92	63	58.9	4.172774843	8.2961	4.282	18	3.885	2.086300082	381.5689	49.55	2455.07
0.328	309.23	1.73	73	128.4	1.081758474	8.5362	2.401	30	1.018	3.133225008	407.5839	43.72	1911.15
0.175	406.84	0.85	98	111.7	3.904671326	0.6405	4.035	49	0.846	0.415103929	98.8718	2.40	5.74
0.400	647.58	3.01	18	51.0	3.761271751	2.6742	2.577	18	3.803	1.455984286	34.0825	83.82	7026.31
0.224	668.61	4.65	93	194.4	0.870199019	0.8786	0.330	44	2.591	3.141544867	382.1871	51.92	2696.01
0.688	482.95	0.94	5	70.9	1.348788585	3.1950	0.696	33	4.302	1.821476953	189.0082	41.12	1690.74
0.330	744.89	1.91	16	172.6	1.71524773	9.9280	2.927	16	3.784	3.612416483	401.1757	41.28	1704.33
0.632	46.71	1.90	65	2.0	3.274384124	2.0317	0.251	11	1.840	3.290381197	79.1983	93.02	8652.87
0.547	515.42	4.71	33	85.0	0.776027145	6.8819	1.805	45	3.529	0.48235376	434.0111	43.64	1904.12
0.588	617.87	3.16	63	86.0	3.142383774	8.0766	0.148	21	1.459	0.338934381	59.6901	15.85	251.14
0.494	789.10	1.08	48	147.3	1.990968772	0.1259	4.014	35	2.230	0.443350548	422.5041	96.26	9265.70
0.783	91.18	1.97	95	102.9	3.927586759	3.8881	3.648	27	0.148	3.803817279	393.6229	43.88	1925.78
0.421	736.45	4.09	65	158.9	0.423690788	6.6371	2.657	22	4.232	3.204044149	327.0222	22.74	516.91
0.975	95.61	1.46	59	183.2	0.71163683	2.9841	2.711	26	0.400	2.085610185	456.0259	16.04	257.23
0.300	646.10	2.84	27	9.7	2.649714563	0.6261	2.946	15	1.570	0.304716216	319.7292	64.24	4126.61
0.804	738.83	2.32	78	139.3	3.425831082	8.5346	1.328	15	1.362	3.495904463	434.8473	56.18	3156.72
0.370	687.87	4.13	71	198.8	3.220851356	4.2130	1.192	32	2.913	3.262539746	324.2235	10.28	105.62
0.283	557.94	3.27	64	151.3	2.301909196	6.9771	1.914	36	3.938	1.306757941	360.2808	80.84	6535.09
0.506	743.82	0.33	20	174.5	2.47958051	6.7876	1.180	50	1.392	1.632870333	247.1463	59.36	3523.34
0.025	470.94	3.12	59	31.0	2.005646423	9.6597	2.339	47	4.539	1.920229758	458.1004	81.48	6639.78
0.847	80.67	4.82	87	53.1	3.224427813	9.3289	1.907	33	3.643	3.006627748	217.6762	43.02	1850.82
0.875	563.17	1.14	60	66.3	3.873136589	5.3786	0.341	37	1.844	0.674153858	471.0254	48.07	2311.00
0.089	403.46	4.11	2	145.7	4.757254453	2.8049	3.750	19	0.987	3.58897002	242.4717	77.78	6049.96
0.459	753.27	0.27	17	34.5	2.675073448	3.5420	2.128	16	0.726	2.190966093	129.1169	58.78	3455.11
0.463	647.80	1.24	22	192.7	0.214786212	0.5509	0.398	39	0.711	2.964527152	182.9624	83.00	6888.47
0.092	40.23	3.14	61	34.2	4.772940041	3.6050	2.112	18	2.426	1.519004488	265.0696	99.35	9869.89
0.158	417.57	4.02	85	122.3	1.803499493	8.7344	3.304	23	3.795	2.299212434	57.4943	75.43	5689.72
0.968	767.97	4.39	40	31.6	2.947870064	2.4041	2.066	14	0.134	3.947105682	161.5036	18.54	343.67
0.783	299.66	0.81	89	186.9	4.70765874	9.5907	2.542	20	3.022	4.480075241	340.9783	48.55	2356.73
0.601	555.73	3.32	32	94.8	0.541367436	1.0108	4.847	33	3.464	3.332957371	404.7296	77.74	6043.17
0.089	327.87	1.93	10	182.0	0.525367015	2.1969	2.785	20	4.264	0.813885395	197.5963	44.96	2021.75
0.015	562.62	1.91	42	196.9	4.734876239	6.0232	0.891	43	0.882	4.173020344	107.1018	60.41	3649.08
0.021	232.96	3.82	13	90.2	2.390273928	1.1352	2.577	10	0.083	3.266067417	296.6845	11.80	139.23
0.674	516.11	1.29	67	57.9	0.356073795	6.7345	3.628	49	1.222	0.973902022	18.0622	94.66	8960.31
0.224	446.37	1.14	26	49.8	0.299652536	1.9593	3.595	19	0.678	0.563754974	372.4126	75.49	5699.49
0.526	108.03	1.89	0	119.6	0.658599666	8.5842	0.987	33	2.343	2.511698314	479.3298	88.64	7856.17
0.789	12.88	4.72	74	182.7	3.847604964	9.9455	4.327	50	3.246	1.159803687	351.9827	31.02	962.03
0.648	106.04	3.53	59	165.9	4.757049111	3.6166	0.965	9	0.707	4.205591718	235.4826	0.76	0.57
0.418	484.62	2.08	8	198.3	2.646674354	5.5448	0.293	12	2.400	0.495578362	320.8258	5.84	34.09
0.390	54.18	1.28	7	100.1	3.98184087	5.9865	4.357	22	4.590	2.398685377	339.4569	12.85	165.02
0.522	385.84	2.96	96	132.4	3.347032377	0.1690	3.259	46	1.619	1.070321001	22.7077	39.90	1592.02
0.685	65.36	0.89	25	134.1	2.761928055	7.2017	3.683	32	4.892	0.831178429	460.4810	79.76	6361.36
0.767	707.92	2.87	70	156.6	1.137332472	7.3680	3.079	50	3.286	1.612686634	448.0895	52.20	2724.33
0.056	770.18	2.81	35	148.9	2.857857392	4.8130	4.043	24	4.304	0.52111623	281.5927	1.62	2.62
0.058	16.60	4.07	93	83.1	1.276742595	4.9006	4.176	8	4.746	4.497903977	374.5149	3.66	13.42
0.848	686.15	1.00	87	109.7	3.461503678	1.9253	0.101	36	3.304	3.992395078	164.0337	83.39	6954.71
0.491	2.85	2.11	0	37.7	3.68870795	1.3185	0.934	6	0.044	1.637923895	219.1106	40.65	1652.25
0.166	586.39	3.94	7	122.1	3.104401058	1.5376	1.800	19	3.856	3.803444223	62.4558	70.59	4983.00
0.330	673.12	4.52	11	90.9	2.888422067	1.2320	2.746	39	3.809	4.554058757	362.1618	47.28	2235.75
0.432	65.51	3.80	88	59.7	2.683791119	8.4124	4.840	44	0.151	2.403464899	72.6017	93.77	8792.08
0.663	460.68	1.15	60	137.2	0.940180777	5.7516	4.667	48	2.203	2.869343415	49.8153	94.74	8974.80
0.150	611.38	0.66	32	86.1	0.389714275	1.6677	4.484	9	1.006	0.959026602	319.8437	77.09	5943.22
0.312	380.28	4.31	23	85.6	0.242275722	7.8630	0.984	21	4.129	0.296815109	13.0070	53.17	2826.59
0.585	172.69	2.20	43	167.3	1.591946575	7.7868	3.498	38	0.456	2.546915898	300.2932	62.37	3890.18
0.996	135.03	0.71	100	23.9	3.884437015	3.0205	3.266	31	1.338	3.644884783	197.4240	30.73	944.47
0.407	489.17	1.70	0	65.0	0.617416861	7.6524	1.473	31	0.557	2.62955262	223.2314	32.09	1029.99
0.204	98.64	4.83	66	121.3	2.23212085	5.0867	0.722	40	1.951	2.720184154	427.4212	3.43	11.77
0.246	358.94	4.98	44	76.3	3.183480484	1.3991	0.254	8	1.790	0.519091432	353.6322	48.20	2323.16
0.400	5.30	1.86	20	143.9	1.077887769	5.1104	3.972	8	4.503	2.396704002	282.0750	85.45	7302.34
0.625	30.92	0.39	17	135.3	2.130631847	5.2626	4.046	15	0.506	1.702914773	51.0815	73.17	5353.74
0.944	49.12	0.82	34	86.2	2.926626584	0.2574	2.498	17	0.991	3.797837374	18.0813	71.55	5120.03
0.760	791.19	0.52	99	81.3	0.934478691	9.5894	2.326	22	0.971	3.173150267	220.2896	83.69	7004.68
0.363	597.68	4.80	83	131.0	1.389717268	7.4018	2.301	13	1.458	1.061067723	485.4686	47.13	2221.41
0.356	617.29	4.93	51	181.4	2.26046622	7.8762	4.753	22	0.135	3.585083881	445.4634	48.54	2356.31
0.105	25.47	4.12	84	94.8	1.92967734	7.5513	4.914	39	0.068	4.985639749	357.3120	21.34	455.19
0.611	65.13	1.01	35	171.7	1.528710682	2.5962	4.810	15	3.265	3.088217403	256.1532	63.52	4034.68
0.419	781.17	4.12	49	10.5	4.241405129	9.9357	2.295	30	3.911	1.728098871	288.6708	49.77	2477.27
0.977	665.35	0.31	28	85.9	0.832560383	9.2732	1.000	10	2.568	1.589812683	201.4309	4.04	16.33
0.837	632.70	4.00	61	185.4	3.099909892	5.2796	1.271	30	3.681	1.64298954	125.2771	78.53	6166.61
0.436	207.82	0.23	82	162.2	3.281645675	6.7520	2.978	21	1.941	1.964293852	227.1004	8.96	80.34
0.923	474.72	0.15	49	81.5	1.100085509	9.5986	0.758	5	0.989	2.698388935	64.3737	13.32	177.51
0.520	367.93	0.30	32	89.5	3.008060082	9.6535	1.611	38	4.873	1.795480456	15.3224	57.14	3264.51
0.800	773.11	4.71	9	14.2	1.558531713	4.9017	1.403	40	3.745	0.085984572	13.3180	8.12	65.87
0.282	683.89	4.03	73	67.8	1.386632261	3.5791	3.696	26	0.035	0.610563889	474.9111	77.85	6060.46
0.215	42.54	3.98	38	64.7	0.655964968	4.1104	1.223	14	1.957	2.190694701	458.0451	6.64	44.04
0.117	602.20	0.11	56	50.0	1.084269665	8.6313	1.797	44	1.706	2.265148942	367.8355	6.42	41.20
0.032	16.46	3.36	37	41.3	1.203069301	3.9084	2.069	48	2.832	3.649881614	276.7206	50.95	2595.82
0.805	788.22	4.54	32	108.1	2.050598403	9.0860	4.846	47	2.794	4.424866723	437.9881	87.52	7660.52
0.104	398.74	1.26	65	94.6	2.569094015	7.2256	4.099	43	2.020	3.374236745	60.2512	68.03	4628.14
0.170	377.95	4.12	72	181.3	4.809585355	5.1251	1.944	24	1.741	2.022854903	339.8221	66.84	4467.55
0.841	336.19	3.51	49	195.1	1.779075745	7.6111	1.028	49	2.477	2.300241439	76.0941	72.92	5317.44
0.222	735.04	2.89	53	9.2	0.242087616	5.8294	1.450	50	4.340	1.478169953	274.3435	11.06	122.37
0.616	137.13	0.27	19	150.9	2.460278368	0.0682	1.588	25	4.392	1.512039068	101.6488	20.14	405.64
0.015	327.02	3.10	47	67.1	0.184235289	4.2715	4.021	27	2.982	4.516771505	23.6105	10.14	102.77
0.054	543.40	2.15	33	188.4	2.704114029	3.8426	2.418	5	2.063	3.317093378	88.3289	56.81	3227.01
0.677	281.59	0.46	91	56.7	0.274765128	8.7220	3.498	11	4.576	4.609181953	336.7394	23.04	530.65
0.295	717.46	2.37	45	131.8	3.172378009	6.4908	4.350	40	0.321	0.188227761	427.4853	5.73	32.86
0.007	445.89	4.69	20	99.1	4.940259777	1.0122	2.840	27	1.193	3.821273679	11.0539	34.25	1173.24
0.526	461.60	3.89	44	164.6	0.351844913	9.0292	0.907	27	0.264	0.670470388	250.0750	20.07	402.96
0.776	420.20	0.15	43	29.3	3.181992167	3.8074	0.057	26	3.571	2.747777749	372.3193	76.14	5797.47
0.268	217.43	1.78	35	32.7	2.327548044	0.8413	0.498	48	4.872	4.256272002	366.7069	81.57	6653.02
0.778	651.77	3.29	41	98.5	4.450155508	8.4808	3.264	40	1.230	2.217775353	156.4850	51.88	2691.41
0.658	83.14	2.45	20	91.9	1.314219445	0.0295	0.149	9	2.432	4.27999463	167.2635	32.07	1028.61
0.723	69.73	3.66	23	88.7	3.595262091	5.9680	1.899	15	1.608	0.925653881	275.1333	10.28	105.59
0.204	478.04	3.53	73	135.1	2.313888205	4.1190	3.247	43	4.522	0.954571057	301.0145	78.18	6112.88
0.932	436.84	3.07	92	2.4	1.734926258	7.3890	0.621	29	0.794	3.743336213	237.2882	91.39	8352.98
0.655	141.89	1.71	18	62.7	2.484948654	3.1292	0.794	13	0.490	0.582000258	8.0941	75.21	5656.72
0.187	188.07	3.01	35	145.2	4.834435938	6.2529	4.189	45	2.575	4.711263011	289.0620	36.54	1335.47
0.878	114.82	0.39	86	99.0	3.848109922	0.5356	1.005	23	4.505	0.886838597	256.1790	89.90	8082.30
0.259	622.11	4.86	32	186.8	2.609018612	3.3109	3.918	18	1.844	1.167520777	24.3274	38.00	1444.33
0.212	750.44	1.32	54	27.0	1.126647724	2.4766	1.398	29	4.030	3.449148498	55.5281	33.90	1148.95
0.692	783.96	1.42	49	117.2	4.182860171	1.7562	2.178	5	2.475	4.794867384	410.8899	87.11	7588.97
0.913	23.43	1.82	83	158.9	3.590505868	8.6262	4.929	50	0.445	3.915209233	187.0372	36.83	1356.19
0.845	761.72	0.82	45	110.2	4.798388878	1.7725	1.672	22	4.472	3.281260366	394.3567	49.31	2431.23
0.139	161.96	2.93	75	57.9	3.869096937	5.6352	1.943	36	2.750	4.645238233	331.1698	5.50	30.24
0.317	388.31	1.17	15	97.9	2.134990971	1.8422	4.300	40	4.975	1.151377559	230.0431	99.01	9803.83
0.718	521.29	2.51	22	126.0	4.764591493	8.5621	1.312	38	4.603	1.845109321	285.9405	52.85	2793.24
0.489	745.45	2.41	49	29.7	0.299751302	2.7702	3.759	20	4.914	1.398120349	461.1465	30.77	946.96
0.646	709.87	3.26	40	73.6	1.197611733	6.4845	1.502	16	1.021	3.557879046	90.8390	2.92	8.51
0.439	150.27	1.95	80	45.8	2.717160752	2.1584	0.127	13	0.278	4.257890096	480.2467	98.28	9659.49
0.951	193.48	3.70	22	73.8	1.929577364	4.9846	1.807	12	4.700	1.255102072	325.3222	84.00	7056.58
0.586	790.49	0.38	69	84.2	2.493207603	6.4732	3.158	21	4.505	2.002894198	186.2346	87.93	7731.29
0.898	110.67	3.29	49	19.3	1.024948275	7.1120	4.473	10	1.436	4.929210642	4.7278	60.70	3684.03
0.741	352.38	0.57	41	135.5	1.35023864	2.9968	4.348	10	4.156	3.04102062	182.2350	78.38	6143.46
0.416	34.69	2.68	52	159.7	1.95379339	1.6239	0.193	29	3.710	0.93345688	378.8236	71.74	5146.77
0.615	111.84	3.22	32	146.2	4.523885678	2.0436	1.579	20	1.967	0.529512063	160.8776	5.54	30.64
0.624	295.32	2.49	19	194.5	1.811010473	5.4552	0.008	29	0.960	2.661960304	402.4274	9.54	90.98
0.550	427.05	3.21	29	196.4	2.87047835	0.4834	4.383	35	3.988	3.883777857	461.8886	68.63	4709.67
0.848	623.83	3.05	31	136.3	3.606719326	8.7675	1.498	49	1.329	1.271634108	232.4984	90.72	8230.33
0.480	37.26	3.60	75	68.0	4.627749765	5.9469	4.348	18	2.870	1.808346599	498.2592	89.68	8041.99
0.434	761.06	2.26	100	24.4	4.770297532	4.9394	0.755	10	2.107	0.271475643	293.1955	11.86	140.62
0.001	102.20	1.21	13	148.4	3.175314238	6.8058	1.575	7	2.152	4.167859534	13.1328	53.29	2840.26
0.145	313.34	3.85	67	16.0	0.399773332	0.7108	4.457	21	1.468	4.327477055	462.0727	44.90	2016.09
0.260	791.88	3.33	11	155.0	3.24992942	7.6182	1.138	42	2.424	0.479360654	173.7015	30.63	938.47
0.622	752.14	0.33	87	51.8	2.310878883	2.7227	0.823	7	1.759	0.053527849	69.0655	79.65	6343.41
0.543	388.98	0.04	96	117.9	3.069268344	7.7322	2.430	49	4.126	1.187007466	126.8045	46.94	2203.00
0.428	114.75	1.72	31	17.6	2.324328565	3.2785	2.840	36	2.696	2.564392835	361.6111	59.43	3532.22
0.766	442.70	4.73	76	53.7	3.794809463	7.2624	4.594	24	0.107	1.405678656	1.0273	64.71	4187.40
0.256	640.64	2.76	10	190.2	2.747825944	5.8901	0.425	44	0.021	2.812644872	124.4919	34.31	1177.39
0.767	195.65	2.10	46	151.0	2.708051813	1.5480	1.213	34	1.255	1.442682848	66.0977	14.24	202.72
0.318	793.76	1.32	93	71.0	0.30083224	5.4726	3.109	18	2.182	2.762645827	301.9742	55.97	3132.83
0.945	324.51	1.21	100	73.7	0.282104378	8.1714	2.796	49	4.503	0.589859375	253.0128	98.75	9752.04
0.968	299.68	1.81	6	105.6	4.990286013	2.3928	1.909	9	4.431	2.098916901	18.1269	29.84	890.30
0.164	15.39	2.60	79	185.7	4.74472278	4.2864	3.348	12	1.564	1.569249949	427.6332	76.49	5850.57
0.700	455.97	0.25	18	171.8	3.476862521	0.8604	2.305	38	2.414	2.974333952	384.1292	37.65	1417.84
0.351	192.35	1.81	18	112.4	0.956369119	6.8840	4.276	20	3.226	1.092384885	454.3191	7.59	57.61
0.781	67.62	4.07	65	136.5	0.434065926	4.9194	1.927	26	0.566	2.63513071	98.4601	20.88	436.12
0.056	783.86	2.25	7	153.5	4.878980152	9.8689	2.129	48	3.952	3.697471752	416.9090	34.02	1157.67
0.348	83.47	1.33	70	67.1	3.376126403	9.0758	2.005	23	2.220	4.973033703	321.7305	70.57	4980.40
