N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	X1	X2	Class
0.195	397.36	2.17	71	197.1	4.642774108	1.5116	2.052	25	2.298	2.830615169	0.79	144.0	114.34
0.341	256.27	1.60	89	48.1	4.897681111	2.1485	0.724	10	2.268	4.050419186	2.24	166.0	371.89
0.459	464.47	3.94	79	111.1	0.47702696	7.3168	4.052	17	2.444	1.281812268	4.43	119.0	527.16
0.364	208.82	3.09	52	2.1	4.008433648	2.2117	0.715	47	4.161	3.625008766	3.64	119.0	432.81
0.205	534.05	1.54	71	119.6	0.022916323	8.2996	4.118	33	2.671	3.412495508	1.56	115.0	179.71
0.501	188.99	3.01	24	163.1	4.372856343	7.5870	0.088	33	0.165	1.394163655	2.78	25.0	69.46
0.082	358.63	2.80	9	68.3	0.222442816	3.4776	3.866	46	1.769	3.496851696	4.36	126.0	549.06
0.101	624.07	1.22	13	48.0	1.064030305	6.5216	4.693	33	1.547	0.914293837	3.31	33.0	109.28
0.770	271.92	3.29	2	14.4	0.16625708	7.1949	4.653	38	4.149	4.14717036	2.19	83.0	181.97
0.112	440.00	3.60	94	49.7	1.135052177	1.3781	2.445	5	2.671	1.270745424	2.87	147.0	422.32
0.199	407.22	3.41	99	77.5	0.947088351	9.1024	3.665	10	3.833	1.580687192	3.35	77.0	257.80
0.256	161.32	1.03	88	75.5	3.205447443	4.9056	1.229	45	0.048	2.977609296	2.82	7.0	19.75
0.756	298.86	1.40	48	168.7	2.182177656	8.7374	3.202	23	0.535	2.115428335	1.18	59.0	69.52
0.788	491.46	2.96	42	59.2	3.431249966	1.4320	0.572	22	4.335	2.715780922	3.20	99.0	316.38
0.646	428.68	2.69	55	183.9	0.180669847	4.2561	0.468	26	1.770	3.795803059	4.35	67.0	291.63
0.279	22.94	2.29	42	122.7	4.574833305	9.4144	3.170	39	0.209	0.1849296	3.93	46.0	180.93
0.971	243.72	3.11	71	75.3	4.789977274	2.8536	4.406	37	1.353	0.892408716	3.15	122.0	384.66
0.965	417.07	4.79	95	84.0	0.978050464	0.6122	0.659	45	1.778	2.608240006	3.40	50.0	169.94
0.252	220.31	1.52	12	142.4	4.891446344	5.2424	2.546	30	0.948	3.026265201	1.32	53.0	69.80
0.198	67.47	1.41	8	3.5	3.5951605	4.6187	1.340	35	3.528	2.98889451	4.27	69.0	294.97
0.414	98.44	4.43	77	44.8	3.643800593	1.5667	3.354	49	0.743	2.93315534	4.84	134.0	648.45
0.623	546.65	0.44	81	133.5	1.905057531	1.6045	2.250	8	3.618	3.197126949	4.36	47.0	204.82
0.306	66.95	1.34	79	167.2	0.744373881	4.6426	2.796	9	2.200	2.660177624	0.42	122.0	51.22
0.679	615.07	1.35	8	6.5	3.631107214	8.7451	1.528	6	2.576	1.762548774	4.66	48.0	223.89
0.996	794.49	1.45	68	8.0	3.168037504	9.0584	2.895	36	0.883	1.00360733	2.57	161.0	413.97
0.886	348.02	2.68	28	90.7	2.704846801	3.9136	1.756	11	2.674	1.293767284	0.31	187.0	58.23
0.457	40.60	4.06	15	135.9	1.464886649	9.2453	4.933	48	3.884	3.755532665	1.02	43.0	43.90
0.172	115.80	1.52	40	30.5	3.278495637	5.1077	3.319	45	3.108	1.055677083	3.19	39.0	124.60
0.128	706.07	3.57	30	127.7	0.768747367	3.5651	0.938	40	2.994	2.225024613	2.38	107.0	255.11
0.694	617.52	3.69	75	101.4	0.558840028	6.9160	0.912	41	4.639	4.340082348	3.85	54.0	207.74
0.649	168.07	2.59	48	162.3	2.457091446	7.2490	2.501	50	2.618	1.398067578	2.22	184.0	407.64
0.534	501.17	1.72	88	26.3	2.819463086	0.6074	3.207	26	4.892	2.499802511	4.99	111.0	553.88
0.825	260.50	1.91	39	0.5	1.093821309	7.9034	1.516	45	4.602	3.067748088	1.68	3.0	5.03
0.551	771.73	2.96	12	180.2	4.974633203	0.5033	0.708	26	2.779	0.689048167	3.64	190.0	692.17
0.725	423.51	4.51	41	44.5	2.417226054	1.0391	1.757	10	0.680	4.808808381	2.68	126.0	337.55
0.230	440.98	3.40	10	51.9	0.214582128	5.6805	2.396	43	0.448	0.27582008	1.08	32.0	34.49
0.156	173.95	0.66	82	164.7	1.001990151	9.0705	0.073	29	3.922	0.410598857	0.75	97.0	72.27
0.274	254.42	2.04	94	156.2	1.525030714	7.9984	1.104	38	4.775	1.897883102	0.54	196.0	104.95
0.070	765.91	3.59	28	140.3	3.737910456	7.0860	4.500	9	1.577	2.348290535	1.00	135.0	135.66
0.291	748.02	3.18	99	12.3	0.452717447	2.0517	0.433	14	4.948	3.518993654	0.29	148.0	42.90
0.436	114.52	0.55	13	35.3	2.880768591	1.7476	2.309	20	2.906	3.6763308	0.97	65.0	63.19
0.743	328.08	1.22	35	72.8	3.791311835	9.7435	2.711	41	3.797	4.132295023	0.53	52.0	27.48
0.654	94.93	3.55	15	182.0	2.646932987	7.2274	0.769	22	1.841	4.098953573	2.46	161.0	395.55
0.202	333.05	1.11	10	30.7	0.467867745	0.7862	2.432	9	0.668	2.021614249	4.56	63.0	287.16
0.434	339.15	1.85	87	131.3	4.703764111	8.1913	1.202	40	0.968	3.881235236	1.97	167.0	329.17
0.711	483.92	0.04	98	118.8	3.785054119	2.2559	4.705	28	3.283	2.689765715	0.41	97.0	39.40
0.617	703.70	2.08	74	45.4	0.919379407	1.9720	2.144	45	0.508	0.341246692	0.74	36.0	26.73
0.113	610.00	3.61	19	160.6	0.328334048	8.9844	3.418	10	4.237	0.144608052	4.92	14.0	68.86
0.031	331.67	1.10	36	185.9	4.454281952	0.2186	3.771	40	0.321	3.942484158	3.10	119.0	369.12
0.138	307.17	2.01	81	198.4	1.445250829	9.9630	1.907	13	2.368	3.482910663	1.55	22.0	34.12
0.158	406.43	1.04	66	187.7	2.99802545	4.7724	0.552	14	1.867	0.790282837	3.23	144.0	465.08
0.538	799.16	4.63	100	164.5	2.41572552	1.5967	2.838	22	0.653	1.568567192	4.51	162.0	731.31
0.608	751.33	4.83	95	35.9	2.932866449	4.5343	4.287	26	1.922	2.336665171	4.34	84.0	364.17
0.228	184.32	3.55	6	162.5	0.733241975	7.5649	1.138	41	4.021	1.379843283	2.99	183.0	546.51
0.255	595.12	1.46	36	121.5	4.59572319	8.4611	0.111	33	3.282	2.089915864	0.02	103.0	1.91
0.732	669.30	1.14	36	2.5	3.161983921	4.2897	4.043	21	4.087	4.470988243	4.63	158.0	731.94
0.429	607.07	4.44	46	36.2	2.955616357	3.5255	4.415	44	1.413	3.830238727	2.76	59.0	163.07
0.851	359.06	1.15	42	129.2	4.512132013	4.6249	2.280	22	3.855	4.310062605	0.14	116.0	16.10
0.862	475.34	4.54	56	136.8	4.669177072	0.7513	2.806	40	3.247	0.117223385	2.26	128.0	289.58
0.875	295.81	4.13	95	76.7	4.957930675	6.6905	3.611	11	1.781	0.913231397	3.98	37.0	147.19
0.032	647.34	4.73	15	143.9	0.70695191	7.3214	1.763	45	2.146	0.487114811	3.86	140.0	540.55
0.209	790.79	4.22	14	36.0	0.915790396	6.5356	4.237	46	2.466	0.459694761	0.70	0.0	0.00
0.249	230.61	2.83	15	156.2	3.15488489	1.8426	0.947	20	3.466	4.359109999	4.06	129.0	523.13
0.601	745.64	2.04	9	122.4	2.395299766	4.2536	3.287	32	3.329	1.546211457	2.46	138.0	339.61
0.680	477.79	1.68	15	146.9	1.2745295	6.3541	4.665	11	0.438	3.626254877	2.76	108.0	298.32
0.694	119.19	1.20	23	112.5	0.475039276	4.7885	1.778	48	4.207	4.217096469	0.43	57.0	24.66
0.288	637.99	0.09	62	190.3	2.473706478	3.6580	4.406	43	2.921	4.837715355	1.52	40.0	60.98
0.810	223.12	3.99	24	174.5	0.407357721	0.3534	1.228	8	4.471	1.34357967	1.17	194.0	227.49
0.054	577.68	1.43	97	21.8	1.316677532	7.7859	1.803	28	4.151	1.026671521	3.48	8.0	27.84
0.193	430.65	1.75	70	150.5	1.458995792	3.2983	1.643	14	0.612	3.516831859	0.51	103.0	52.67
0.134	241.47	3.43	77	151.1	1.977594555	9.5190	0.790	9	0.560	2.460260189	3.50	79.0	276.74
0.772	101.17	0.40	56	76.3	4.059709945	2.5383	2.796	25	3.976	3.435507882	1.03	162.0	167.24
0.156	528.75	4.82	3	13.4	3.184506619	8.0826	1.102	43	3.974	1.593554438	0.75	117.0	88.16
0.982	260.40	4.44	59	23.0	2.922225344	1.8882	4.573	44	2.288	4.41142287	3.10	66.0	204.44
0.587	181.01	3.62	25	129.3	4.488632556	8.7163	0.792	48	4.991	1.570672756	1.84	192.0	353.86
0.701	637.85	3.23	79	143.8	2.877468563	7.0953	2.768	15	4.852	0.199439999	4.90	102.0	499.96
0.796	341.61	4.28	33	182.2	3.783766145	5.8099	0.184	13	3.542	2.467018901	1.37	19.0	26.04
0.902	779.55	4.60	54	104.1	4.550685352	7.6685	1.321	17	3.743	1.600363249	3.18	79.0	251.05
0.589	165.42	4.38	33	183.3	3.139967095	0.6486	4.596	40	3.803	4.530732573	3.85	182.0	700.60
0.058	567.35	3.34	37	56.3	2.265131461	3.5140	3.255	42	3.137	3.249092568	3.84	68.0	261.15
0.005	310.01	4.98	51	129.3	1.441119171	6.5866	2.862	18	4.165	1.081708516	1.59	191.0	304.52
0.636	172.99	1.78	1	182.1	4.852638578	8.9756	0.325	30	2.442	4.981941905	2.55	90.0	229.46
0.695	6.88	2.29	86	30.7	3.756966129	9.3013	0.900	18	2.940	4.534186634	2.00	6.0	11.99
0.719	29.57	3.89	14	95.7	3.373406252	6.4771	0.620	25	0.560	3.705698584	3.08	7.0	21.58
0.928	25.00	4.31	59	183.3	3.065412541	5.9129	4.165	30	3.333	4.951637365	0.89	178.0	159.13
0.337	683.44	2.89	56	138.6	1.253889666	0.3936	0.671	28	3.914	4.16316714	2.24	79.0	177.28
0.931	497.75	2.17	93	42.2	4.60894669	8.7549	0.072	11	2.063	0.140894442	2.07	45.0	93.27
0.498	94.04	0.68	68	34.4	2.698830535	0.3129	4.263	35	3.689	2.509712965	4.13	62.0	256.24
0.101	770.66	3.72	33	159.0	3.044744543	0.2558	1.467	36	2.886	0.370707506	0.65	140.0	90.45
0.775	239.20	1.75	63	139.4	2.022646142	8.1534	0.883	21	0.338	4.305686478	1.44	65.0	93.39
0.470	282.92	1.18	84	69.0	0.57842875	9.2409	3.702	8	4.221	3.327233526	1.39	121.0	168.31
0.806	291.88	0.97	93	41.2	0.275545507	9.9531	4.473	12	2.023	3.868767543	0.44	196.0	86.22
0.604	33.13	4.58	80	126.7	1.058088587	5.6745	1.141	7	4.063	3.100225612	3.63	81.0	293.65
0.223	524.47	0.79	77	46.9	0.45522434	4.1651	1.102	21	3.344	4.186231125	1.11	135.0	150.25
0.770	570.38	0.66	97	120.5	1.618443436	5.2586	0.905	28	3.103	4.331550585	1.52	128.0	194.95
0.834	141.20	1.92	2	116.7	4.325693352	3.4365	2.009	49	1.951	3.021158082	3.12	99.0	309.21
0.115	635.57	3.38	77	142.3	4.209496719	8.9224	3.283	45	0.463	4.778550907	0.30	51.0	15.42
0.812	214.46	4.30	4	105.7	1.311705847	6.1042	1.756	44	4.567	4.340712817	1.25	83.0	104.09
0.893	285.11	0.70	80	190.2	4.39783533	8.9180	3.052	12	1.995	2.824909064	3.41	154.0	525.46
0.173	574.70	4.98	37	46.6	3.4667729	0.4518	3.818	30	4.946	2.392059066	1.52	112.0	170.56
0.438	516.43	0.42	5	6.7	3.648151279	0.4791	2.725	43	4.340	2.031872937	4.97	178.0	884.23
0.077	297.94	4.22	38	178.8	0.586489495	7.9995	4.519	50	4.410	3.022776833	1.41	90.0	126.63
0.863	15.52	1.12	74	71.9	3.125013017	3.2223	1.332	31	0.824	0.985788163	0.71	185.0	132.15
0.820	678.42	1.26	53	105.3	2.650385698	3.4372	3.503	40	3.760	0.534907485	3.26	173.0	564.29
0.671	416.68	1.08	59	196.7	0.219086048	4.3089	1.981	30	4.595	4.388566748	2.01	154.0	309.16
0.925	486.62	4.53	61	140.4	4.968636519	7.7680	0.989	10	1.826	0.287973932	3.90	48.0	187.09
0.504	446.43	0.01	80	64.4	2.509887306	0.5452	4.515	21	1.909	0.449108398	0.10	89.0	9.00
0.170	207.72	2.60	51	98.5	3.305203335	7.6256	3.504	10	3.557	4.878886979	3.03	91.0	275.51
0.147	164.06	1.34	33	34.1	0.174363005	1.5296	4.971	37	1.237	2.582390394	4.65	132.0	613.50
0.533	82.85	4.01	94	125.7	0.883728708	2.6329	1.975	36	1.339	3.575070958	4.04	16.0	64.67
0.269	78.64	1.15	15	54.0	4.706588718	7.1654	1.222	45	1.910	4.318422	4.65	82.0	381.20
0.440	375.59	0.26	29	93.9	2.472384061	5.0299	2.303	34	3.284	0.019665251	4.43	44.0	194.83
0.686	345.02	2.18	68	184.5	3.467737026	6.8438	3.464	47	2.386	3.235428125	0.81	102.0	82.15
0.401	237.46	3.01	91	53.5	2.471278501	5.4681	2.411	46	2.378	0.407642564	0.21	141.0	29.71
0.128	117.46	4.29	11	61.7	3.242031282	0.3122	0.037	21	3.518	4.812484775	2.40	154.0	369.83
0.495	769.21	4.05	13	72.4	4.167111372	6.7038	3.977	29	1.358	2.640848062	4.79	112.0	536.27
0.605	519.24	2.95	56	59.7	0.070802169	3.2069	4.252	31	2.771	2.888645175	4.76	166.0	789.37
0.476	181.88	3.74	20	64.3	2.613249577	7.8753	0.655	44	2.131	2.424042863	1.20	117.0	140.23
0.162	632.84	0.80	64	115.8	4.918255422	6.6792	1.877	27	4.215	0.824022243	4.50	174.0	783.19
0.592	717.87	0.76	83	93.8	2.910118679	7.3926	4.143	10	1.574	3.966233202	1.44	75.0	108.28
0.377	124.46	2.05	71	196.7	1.565362904	0.2003	0.600	26	3.461	2.289978852	2.53	19.0	48.03
0.050	279.53	2.24	68	34.6	4.95284329	3.4854	1.635	48	0.353	1.782545204	4.04	150.0	606.03
0.723	185.33	3.57	83	22.2	1.148912658	2.0202	1.247	31	0.875	4.832273356	4.78	118.0	563.89
0.158	47.53	4.17	52	2.7	4.722762591	4.9136	3.649	33	1.815	4.550159471	2.16	47.0	101.49
0.569	80.54	0.99	95	50.3	1.359439263	5.2211	2.854	43	4.958	2.356169212	2.58	184.0	474.62
0.339	166.41	2.33	42	133.8	4.077588506	7.5855	4.093	10	1.602	4.504595336	4.02	192.0	772.53
0.661	124.23	2.73	36	36.9	4.173097043	9.0384	0.834	22	3.875	0.131695728	4.87	55.0	267.87
0.010	188.67	3.82	66	113.9	2.53218953	8.3468	4.081	40	0.343	1.92296161	4.14	78.0	323.26
0.808	638.66	4.62	23	31.9	1.641897889	1.0397	1.983	49	4.593	3.313165864	4.02	195.0	783.22
0.064	120.95	4.25	60	36.4	0.208707205	8.1744	3.747	19	3.627	4.80658414	2.01	25.0	50.29
0.960	262.23	0.14	48	95.6	1.950410233	3.1355	3.995	28	2.912	1.989050341	4.80	17.0	81.58
0.154	544.53	2.97	24	131.1	3.752829063	7.4698	3.872	6	4.485	4.939516181	2.71	84.0	227.68
1.000	312.64	1.48	71	49.3	4.147319151	7.9090	0.899	20	0.178	2.314336044	2.24	159.0	356.33
0.043	51.01	2.97	70	199.6	4.421184181	1.0168	4.937	22	0.165	0.678785616	1.47	72.0	105.48
0.980	702.17	3.06	13	143.7	4.169180398	1.9624	4.430	31	2.787	0.253442822	0.98	92.0	89.76
0.441	398.73	1.10	27	117.6	0.302270647	8.3024	4.406	37	4.285	2.624314036	4.86	52.0	252.54
0.578	223.66	3.34	64	93.3	4.56566966	6.6437	2.040	37	0.925	0.011469307	4.70	99.0	464.92
0.447	136.48	2.25	84	157.1	2.701615418	3.2829	3.440	37	0.697	4.613590657	4.41	121.0	533.56
0.599	754.52	1.43	84	115.9	2.632896396	9.7878	4.516	9	1.291	3.847610893	0.83	133.0	110.45
0.922	433.68	0.20	93	84.4	2.759833283	0.6346	2.448	48	2.180	2.883320827	3.49	199.0	693.73
0.313	528.99	2.32	24	18.0	1.975745606	6.1981	1.747	17	0.238	2.8186344	4.58	12.0	54.92
0.107	735.94	2.43	1	62.5	3.557362583	3.6275	0.184	30	2.231	1.224717255	1.34	1.0	1.34
0.560	221.47	2.40	4	64.2	4.699596185	0.4939	2.114	11	1.472	1.689087799	4.85	47.0	228.01
0.078	188.56	4.80	26	154.2	2.27016636	2.8192	4.326	20	4.548	0.006021328	4.40	54.0	237.59
0.069	160.83	4.98	46	31.1	3.202968098	9.1332	3.608	39	2.749	2.681304913	3.18	8.0	25.40
0.836	750.38	1.03	20	156.5	1.32503545	9.4804	1.246	19	0.811	1.134634533	0.79	63.0	49.57
0.435	162.27	2.70	77	151.4	0.202530551	8.6630	3.649	36	4.601	3.700849112	0.79	68.0	53.51
0.579	602.02	2.00	100	92.7	4.749995173	7.1854	0.381	28	1.877	3.564747416	4.69	25.0	117.27
0.294	673.31	2.20	53	116.7	2.457923664	5.3342	3.677	31	4.525	2.125171123	0.80	8.0	6.40
0.694	27.40	0.52	35	95.4	4.956497636	2.9492	1.248	48	1.584	0.011274165	2.03	42.0	85.23
0.235	572.74	1.49	73	96.5	3.345721451	5.0689	0.125	9	3.102	2.360707954	3.32	186.0	617.27
0.793	244.38	2.34	29	137.8	2.262281347	4.0422	1.349	45	2.599	4.079088326	2.23	116.0	258.31
0.503	671.43	1.90	51	188.3	4.936719762	3.6491	2.642	14	2.606	0.349242837	4.62	63.0	290.97
0.086	201.16	3.66	90	166.2	4.208561753	6.2293	0.494	25	0.720	0.805653781	2.28	185.0	421.36
0.774	88.79	1.16	47	76.6	4.277591041	4.0698	4.831	18	3.077	0.352880735	2.59	191.0	494.91
0.870	459.04	1.43	66	166.9	0.504316237	6.0071	0.012	43	2.102	0.808850839	2.63	115.0	302.95
0.399	407.07	3.03	85	192.2	0.262139788	4.3073	4.295	20	3.309	4.515317199	4.85	13.0	63.01
0.836	646.95	4.83	74	158.1	2.333293606	9.7207	0.719	24	4.345	3.085860318	3.42	131.0	447.59
0.499	66.53	1.71	89	103.0	1.828373516	7.5789	3.854	48	2.942	4.556001854	4.28	5.0	21.41
0.448	433.75	0.25	21	125.4	2.354436132	0.1609	3.504	36	4.799	0.371666065	3.93	187.0	735.29
0.739	555.40	1.22	55	169.9	2.978889768	7.2686	0.054	21	4.513	3.456837966	1.66	187.0	309.53
0.550	636.74	0.80	15	184.9	2.191423019	4.2028	2.383	48	3.071	3.29491801	4.34	114.0	494.35
0.197	205.82	0.66	83	2.5	4.294525162	9.2676	3.101	50	3.852	0.54352435	3.44	186.0	639.06
0.704	442.14	4.97	97	10.4	1.963573622	9.9360	0.066	22	1.153	3.712798878	3.64	196.0	714.26
0.925	118.67	0.12	96	137.0	4.268907367	9.8340	1.134	7	4.131	0.957976188	0.68	104.0	71.17
0.284	192.98	2.67	36	73.0	1.131347625	3.0095	0.006	8	3.674	0.796503273	0.44	109.0	48.23
0.236	27.22	3.83	51	44.6	4.715772352	4.3574	1.482	17	2.516	1.434533737	0.51	179.0	90.62
0.816	108.92	3.96	8	147.1	1.241483044	4.3668	2.110	8	4.327	3.177739386	1.64	90.0	147.23
0.833	629.76	0.87	55	146.3	4.794762494	1.7362	3.205	50	3.949	1.165055662	2.91	178.0	518.11
0.044	781.78	0.49	57	1.4	2.60092996	2.5494	0.919	33	1.760	1.050771265	1.06	170.0	180.92
0.044	697.44	2.51	54	151.1	4.494194636	2.7716	2.679	40	2.021	2.270103218	3.86	173.0	667.14
0.698	340.24	3.58	13	12.4	3.789035711	4.9108	3.658	7	0.330	3.989196833	1.21	26.0	31.44
0.747	765.75	4.78	53	91.5	1.475196389	7.7262	1.571	46	4.769	4.07675764	2.83	151.0	427.47
0.371	47.23	0.91	60	22.2	1.442393527	8.7404	2.296	20	0.158	3.350755793	4.08	78.0	318.07
0.126	324.57	4.42	47	88.1	3.058862407	5.5690	1.494	24	1.193	3.432028039	3.59	132.0	474.05
0.085	368.54	1.00	87	171.2	3.156735888	8.2152	1.154	9	1.910	3.496255992	3.87	166.0	641.94
0.327	527.79	2.17	25	149.4	3.859875451	2.5328	3.665	20	2.518	1.208300972	4.57	76.0	347.02
0.453	239.50	3.19	55	132.8	4.346752231	0.6980	0.098	7	2.767	0.346137615	1.59	103.0	163.33
0.862	528.56	3.04	60	103.9	0.616790768	7.3588	2.157	7	4.201	1.43583983	3.36	102.0	343.11
0.121	470.07	2.81	43	162.1	0.260571185	5.6780	3.480	6	3.792	4.791214063	4.00	51.0	203.94
0.261	64.03	4.59	33	58.7	1.135400371	6.5462	1.591	49	1.813	2.151521461	4.00	175.0	700.42
0.692	531.60	3.39	52	176.9	4.372693508	9.4258	4.576	46	2.278	4.904127494	4.35	145.0	631.13
0.992	193.10	0.57	29	178.8	3.604695013	8.9134	1.656	47	3.549	2.120483545	4.81	136.0	654.81
0.753	531.85	2.11	62	76.6	2.352678717	1.8459	3.968	12	3.277	3.936655259	2.13	27.0	57.63
0.589	173.99	3.10	70	66.8	1.68552772	9.2219	4.948	14	0.497	4.047422691	0.25	119.0	29.34
0.029	56.99	4.93	82	179.8	0.283619678	0.0214	2.741	21	4.631	0.224272602	0.16	158.0	24.72
0.378	111.66	0.73	2	179.9	0.505629861	7.6766	3.898	25	2.138	2.839204847	1.64	123.0	201.23
0.809	102.41	4.14	9	150.1	0.939715171	3.7907	4.625	12	3.991	2.922580583	2.38	77.0	183.61
0.998	144.50	1.11	56	38.5	2.46911393	9.3920	2.729	38	1.078	4.157578807	3.98	98.0	390.35
0.002	376.41	1.34	34	29.3	2.314283477	0.1424	3.980	42	3.230	2.864613183	3.73	38.0	141.62
0.022	626.15	4.06	28	193.3	4.767916992	5.3721	2.489	16	1.724	0.6424749	0.21	42.0	8.71
0.333	515.17	2.41	15	158.3	2.727044774	5.8121	4.612	20	2.806	2.080912361	4.55	157.0	714.21
0.572	524.36	2.78	69	41.6	4.407183046	6.5106	0.328	45	4.584	0.442883575	0.15	20.0	2.92
0.405	528.25	0.80	44	1.6	0.402942379	4.7870	3.919	26	1.946	2.926212756	4.38	5.0	21.88
0.824	123.34	1.46	32	79.4	3.973195705	5.9913	2.496	27	0.622	4.45703658	4.19	48.0	200.98
0.446	559.61	2.97	4	57.3	1.241138533	9.0312	2.874	20	2.113	3.6102845	0.92	58.0	53.31
0.071	277.30	2.04	93	175.1	0.780521186	9.7512	1.181	11	0.942	1.71912749	3.40	54.0	183.86
0.328	649.15	0.07	31	140.4	2.696572809	9.2894	3.458	16	0.072	1.535954012	2.23	56.0	125.10
0.414	511.89	4.55	80	11.8	4.963768441	2.6130	3.787	35	2.783	3.601922137	4.47	116.0	518.92
0.353	266.73	4.08	0	131.4	0.945678193	3.1229	2.100	26	0.804	3.115829402	3.51	123.0	432.10
0.577	494.50	1.06	41	156.1	1.868360892	0.7102	4.511	29	1.235	1.703252468	3.80	41.0	155.88
0.193	395.54	4.26	55	103.3	4.104677175	7.9668	4.397	43	4.658	1.612863316	0.56	195.0	109.91
0.360	39.74	4.04	77	50.5	4.392892369	3.2157	1.299	17	2.553	3.131972611	4.02	99.0	397.80
0.571	222.17	3.68	96	92.6	1.447331305	5.0860	2.230	6	0.944	4.344006515	0.47	114.0	53.65
0.370	137.64	4.20	27	83.5	3.038569712	9.8514	0.483	37	1.471	0.742870498	1.73	139.0	240.05
0.498	384.47	3.62	59	61.7	4.822128769	8.0066	1.719	46	3.264	2.055476227	2.00	182.0	364.41
0.209	494.39	1.10	31	196.5	3.63915347	1.8954	3.652	12	3.556	2.130157536	2.89	56.0	161.82
0.092	375.23	4.99	39	31.4	4.356653067	6.8229	3.399	16	0.963	3.706915364	1.71	106.0	180.83
0.674	365.67	3.55	68	171.4	3.539930527	4.1804	3.368	32	2.518	4.141107747	0.12	129.0	15.55
0.130	220.35	4.39	20	38.1	1.185553706	8.8754	1.514	31	2.633	4.205331288	4.01	127.0	508.90
0.196	609.29	1.35	55	122.5	0.870124957	6.0003	2.880	10	2.056	2.763980859	3.41	104.0	354.60
0.256	340.14	1.83	13	172.1	3.100653471	8.7855	3.536	31	1.779	2.852979554	1.00	192.0	191.81
0.675	763.35	2.59	18	33.3	4.033899604	7.8091	3.507	32	4.411	4.600406505	2.89	188.0	544.21
0.560	454.75	4.77	69	192.2	4.344678553	0.7868	3.294	47	1.324	3.320355061	2.19	104.0	227.65
0.972	697.67	2.57	91	113.7	4.402279125	0.7540	1.358	41	2.497	1.788558539	1.93	158.0	305.55
0.472	653.38	3.03	18	116.4	2.761687634	1.7704	2.665	12	2.818	2.271256786	1.48	85.0	125.69
0.674	720.89	0.77	65	19.5	0.980551683	6.5819	0.742	13	4.687	4.683102312	3.81	15.0	57.22
0.065	341.10	4.23	23	124.6	1.216219126	1.9742	3.014	24	0.376	2.621758084	2.03	75.0	152.17
0.915	718.43	2.87	17	77.3	1.992907369	6.7012	1.808	15	0.579	0.214370726	2.33	184.0	428.88
0.445	266.67	2.43	27	10.3	0.526128792	3.2812	4.309	38	2.819	1.638048386	1.34	174.0	233.10
0.411	626.09	0.05	86	162.8	1.504287027	2.3478	2.768	42	0.097	3.815212671	1.51	44.0	66.47
0.020	792.18	0.66	61	93.6	2.029212351	4.0077	2.631	18	2.864	0.748875347	1.97	138.0	271.36
0.294	666.55	2.26	0	64.1	2.382890454	6.6475	2.836	43	2.690	2.947179527	2.49	116.0	289.41
0.133	724.31	4.97	81	152.9	2.633463421	2.2354	2.511	41	4.478	4.324291678	1.44	30.0	43.21
0.448	695.68	3.88	89	106.4	4.006332636	3.2863	2.819	38	1.337	3.041322404	3.64	7.0	25.47
0.768	456.55	4.74	88	76.2	0.815717319	3.9780	4.046	49	0.037	1.958360633	3.99	39.0	155.49
0.041	283.54	4.28	81	108.0	1.33478758	6.7198	3.666	11	4.676	4.850206977	0.85	174.0	147.84
0.282	616.24	2.17	33	136.8	0.139951115	7.4512	4.972	8	0.614	1.213185351	4.04	73.0	294.92
0.696	480.86	4.53	86	121.1	0.843850954	9.7702	2.736	14	1.738	1.190704367	1.48	41.0	60.77
0.937	513.60	3.45	56	112.7	0.095739382	3.2180	0.189	12	3.053	2.661929845	1.14	7.0	7.97
0.661	436.02	4.81	12	107.8	3.675160268	1.5890	1.209	33	3.643	0.700782882	4.07	159.0	647.78
0.982	240.28	0.15	64	177.8	0.062849907	0.0105	3.630	25	2.714	2.066757756	3.01	141.0	424.11
0.292	783.89	3.39	15	84.4	2.051740644	6.7710	1.641	47	4.711	2.388752101	3.91	181.0	707.99
0.213	412.17	1.06	3	166.3	0.010267283	2.9946	3.071	22	1.164	2.332285761	0.39	45.0	17.57
0.850	630.92	0.97	41	125.6	1.644674547	3.8579	1.427	30	0.833	0.597442827	2.80	136.0	380.22
0.600	574.05	0.07	20	64.1	2.365350051	0.7125	1.176	10	4.784	0.313364591	2.67	155.0	413.66
0.258	134.70	2.10	51	156.3	1.55542679	6.4944	1.328	23	4.122	2.814001311	1.65	149.0	246.56
0.611	73.91	1.13	22	105.1	0.503923535	8.3994	0.008	7	0.219	2.353777853	0.85	173.0	147.00
0.203	440.27	2.10	2	17.5	2.657751158	9.2280	0.235	13	4.344	1.475575019	3.19	187.0	596.52
0.101	83.66	3.66	10	7.7	3.432079126	4.5069	4.833	38	2.024	4.006187579	4.40	197.0	865.89
0.248	469.08	1.65	31	9.1	2.13123163	9.0120	0.382	50	3.932	1.988849448	2.66	135.0	358.68
0.239	424.98	0.83	15	112.5	2.295183502	7.6108	1.990	14	3.748	1.61946223	4.35	6.0	26.09
0.286	680.53	2.61	79	94.7	4.530729717	3.9133	3.454	21	2.237	1.955981379	4.71	98.0	461.54
0.323	390.17	3.21	88	103.7	1.094720873	9.3115	0.101	21	2.390	1.419897271	3.70	80.0	295.95
